Framework,Sce1.Case1,Sce1.Case2,Sce1.Case3,Sce1.Case4,Sce2.Case1,Sce2.Case2,Sce2.Case3,Sce2.Case4,Sce3.Case1,Sce3.Case2,Sce3.Case3,Sce3.Case4,Sce4.Case1,Sce4.Case2,Sce4.Case3,Sce4.Case4,AVE.
93,-0.114,0.012,0.015,-0.068,0.096,0.056,-0.071,0.103,-0.049,-0.017,0.068,0.077,0.118,0.038,0.102,-0.098,0.017
94,0.074,0.127,0.047,-0.077,-0.073,-0.08,0.043,0.079,0.135,0.106,0.077,0.054,-0.032,0.063,-0.098,0.049,0.031
95,-0.005,-0.126,0.123,0.006,-0.116,-0.042,-0.078,-0.11,0.031,0.083,-0.059,-0.056,-0.054,0.013,0.139,-0.045,-0.018
96,0.073,-0.01,-0.095,0.017,0.116,-0.079,0.06,-0.13,0.093,-0.102,-0.112,0.07,-0.002,-0.027,-0.014,-0.027,-0.011
97,0.047,0.129,-0.082,0.007,0.022,0.075,-0.027,0.027,0.006,-0.027,0.121,0.123,0.002,0.116,-0.048,-0.029,0.029
98,0,0.109,0.057,-0.108,0.011,-0.083,0.136,-0.053,-0.036,-0.049,0.009,0.002,0.037,-0.075,-0.105,0.038,-0.007
99,-0.009,0.031,0.087,0.123,-0.037,-0.109,0.111,0.012,-0.08,0.002,0.138,0.038,0.049,0.047,0.139,0.078,0.039
100,0.055,0.106,-0.109,-0.006,-0.08,-0.084,-0.074,-0.004,0.055,-0.035,0.106,0.117,-0.072,-0.124,0.101,0.137,0.006
101,-0.125,0.001,0.137,-0.038,-0.111,-0.039,0.034,-0.038,-0.096,0.026,-0.06,-0.054,-0.047,-0.046,-0.123,-0.033,-0.038
102,-0.068,0,0.022,0.055,-0.062,-0.013,0.044,-0.021,-0.098,0.058,-0.046,-0.064,0.009,-0.012,0.048,0.102,-0.003
103,-0.075,0.066,0.049,-0.083,-0.019,-0.082,-0.093,-0.06,-0.118,0.096,0.133,-0.109,-0.06,0.123,-0.035,0.125,-0.009
104,-0.013,0.138,-0.018,-0.108,-0.077,0.004,-0.104,0.071,-0.054,-0.075,-0.036,0.062,-0.116,0.126,-0.015,-0.043,-0.016
105,0.088,-0.115,0.119,0.018,0.14,-0.129,0.088,0.138,0.099,0.116,-0.03,0.04,-0.005,-0.082,0.028,0.033,0.034
106,-0.004,-0.112,0.042,-0.12,0.032,0.081,0.082,0.011,0.111,0.044,-0.1,0.122,0.015,-0.09,0,-0.026,0.006
107,-0.058,-0.125,-0.071,0.109,0.094,0.058,0.103,0.117,0.061,-0.035,-0.035,-0.081,0.012,0.055,0.065,0.133,0.025
108,0.027,-0.052,0.132,-0.023,-0.104,-0.085,-0.037,0.046,-0.129,0,-0.089,0.127,0.011,0.049,0.079,-0.121,-0.011
109,-0.095,-0.033,-0.038,-0.117,0.02,-0.068,-0.01,-0.11,0.026,0.01,-0.028,0.036,0.076,-0.012,0.068,-0.063,-0.021
110,-0.063,-0.089,0.051,0.087,-0.097,0.11,0.039,-0.038,-0.008,-0.117,0.035,0.077,-0.12,0.112,-0.045,-0.036,-0.006
111,0.075,-0.115,-0.101,0.058,-0.108,0.117,0.074,0.005,0.055,-0.078,0.038,-0.068,0.06,-0.077,0.019,0.094,0.003
112,0.068,0.034,0.002,-0.002,-0.096,0.026,-0.078,0.106,-0.124,-0.129,-0.027,-0.011,-0.005,0.109,0.003,-0.086,-0.013
113,-0.103,-0.089,-0.099,-0.103,-0.056,0.109,0.074,-0.096,0.016,0.099,-0.127,-0.126,0,0.082,-0.038,0.038,-0.026
114,0.024,-0.087,0.019,0.029,0.035,0.04,-0.045,-0.002,0.077,0.123,-0.013,0.006,-0.028,-0.007,0.125,0.104,0.025
115,0.045,0.104,-0.078,0.064,-0.123,-0.078,0.099,0.129,0.015,0.139,0.048,-0.011,0.018,-0.02,-0.126,-0.005,0.014
116,-0.059,0.083,-0.032,0.117,0.049,0.018,0.094,0.133,-0.084,-0.115,0.047,0.123,0.017,-0.062,0.084,-0.016,0.025
117,0.128,0.065,-0.083,0.019,-0.054,-0.003,-0.076,-0.057,0.068,0.075,-0.052,0.011,0.035,-0.045,-0.025,0.068,0.005
118,-0.071,0.046,-0.059,0.025,0.119,-0.064,-0.065,0.043,-0.039,-0.065,0.068,-0.096,-0.118,0.048,-0.027,-0.058,-0.02
119,-0.023,0.093,0.064,0.011,0.02,0.014,-0.113,-0.016,0.104,-0.058,0.067,0.128,-0.093,-0.11,-0.052,0.129,0.01
120,0.033,-0.073,-0.024,0.098,-0.028,0.048,0.01,-0.064,-0.092,-0.003,0.01,-0.078,0.109,-0.118,-0.051,0.139,-0.005
121,0.024,0.012,-0.081,0.108,0.025,0.022,-0.068,-0.065,0.035,-0.078,-0.12,-0.093,0.07,0.038,0.07,0.011,-0.006
122,0.044,-0.077,-0.005,0.127,0.108,-0.03,-0.085,-0.014,0.133,0.02,-0.071,0.004,-0.038,-0.107,-0.029,0.111,0.006
123,0.13,-0.05,-0.04,-0.126,0.083,-0.019,0.005,0.127,-0.098,-0.124,-0.076,0.096,0.033,0.122,-0.086,0.099,0.005
124,-0.117,-0.074,0.107,-0.101,-0.035,0.115,0.072,0.127,-0.109,0.066,0.003,-0.066,0.098,-0.114,0.053,0.034,0.004
125,0.131,0.03,-0.111,0.064,-0.04,-0.006,-0.053,0.038,0.064,-0.079,0.108,0.011,-0.071,0.102,0.124,-0.009,0.019
126,0.15,-0.111,0.052,0.055,-0.054,0.026,0.046,0.131,-0.086,-0.083,-0.119,-0.11,0.082,0.07,0.05,0.096,0.012
127,0.02,-0.006,0.043,-0.074,-0.095,-0.087,0.09,0.05,0.103,0.106,0.04,0.039,-0.038,0.077,-0.055,0.083,0.018
128,-0.076,-0.068,-0.072,0.03,0.079,0.125,-0.109,-0.103,0.093,-0.106,0.123,0.144,0.051,-0.073,0.011,-0.048,0
129,0.063,-0.009,0.032,-0.037,0.066,-0.018,-0.021,-0.059,-0.049,0.018,0.005,-0.109,0.018,0.094,-0.095,0.002,-0.006
130,-0.029,-0.104,-0.11,-0.065,0.122,0.025,0.086,0.091,0.11,-0.02,0.019,-0.014,0.057,-0.104,0.074,0.071,0.013
131,-0.096,-0.118,-0.114,-0.121,0.009,0.03,0.125,-0.051,0.142,-0.063,-0.116,0.102,0.088,-0.041,0.055,0.009,-0.01
132,-0.023,0.123,-0.032,-0.031,-0.005,0.035,0.068,-0.019,-0.044,0.06,0.023,0.023,-0.051,-0.044,0.094,0.022,0.012
133,-0.007,0.12,0.136,-0.129,0.012,0.082,0.136,-0.031,0.019,0.137,-0.108,-0.002,0.034,0.11,0.025,0.016,0.034
134,0.109,0.111,-0.087,0.049,0.031,0.084,0.105,-0.036,0.068,-0.04,0.106,-0.1,0.023,-0.072,0.002,-0.105,0.016
135,0.03,-0.102,0.102,-0.114,-0.015,0.043,0.078,0.088,0.013,0.004,-0.022,-0.02,-0.027,-0.051,0.125,0.09,0.014
136,-0.107,0.091,0.01,0.148,-0.039,-0.006,0.141,0.034,0.137,-0.01,-0.017,0.004,-0.004,-0.047,0.129,-0.053,0.026
137,-0.081,0.092,0.026,0.01,0.013,0.014,0.083,0.093,0.092,-0.03,0.003,-0.009,-0.086,0.091,0.063,-0.118,0.016
138,0.001,-0.03,0.119,-0.102,-0.056,0.113,-0.112,-0.062,0.051,-0.068,-0.03,-0.01,-0.05,0.147,0.06,-0.117,-0.009
139,0.044,-0.076,0.103,0.093,0.099,0.021,-0.01,0.147,0.078,0.059,-0.105,0.063,-0.019,-0.019,-0.094,0.068,0.028
140,0.083,0.102,-0.07,0.013,-0.062,0.077,0.008,0.077,0.052,-0.111,0.053,-0.098,0.053,-0.096,-0.1,-0.068,-0.005
141,0.017,-0.123,0.054,0.035,-0.123,0.144,0.028,0.062,-0.104,-0.033,0.011,0.095,-0.034,-0.027,0.047,0.087,0.008
142,0.048,0.071,0.027,0.048,-0.058,0.142,-0.014,0.036,-0.12,0.013,0.052,0.028,-0.02,0.122,-0.09,-0.014,0.017
143,0.09,-0.032,0.133,0.029,0.055,-0.035,0.147,0.029,-0.003,0.035,-0.023,0.042,-0.115,-0.125,-0.027,0.11,0.019
144,-0.047,-0.114,0.053,-0.058,-0.127,0.145,0.138,-0.126,0.032,0.07,-0.108,0.051,0.11,-0.037,-0.075,0.137,0.003
145,-0.055,0.105,-0.04,-0.01,0.068,-0.084,0.087,0.012,-0.065,0.056,-0.028,-0.116,-0.017,-0.041,-0.126,0.134,-0.008
146,0.07,-0.109,0.098,0.092,-0.078,-0.105,-0.02,-0.099,0.099,-0.012,-0.128,0.139,-0.029,0.074,0.04,-0.048,-0.001
147,-0.015,0.038,-0.066,0.113,0.048,-0.012,-0.093,0.032,-0.109,0.068,-0.043,-0.049,-0.073,0.105,-0.115,-0.01,-0.011
148,-0.05,-0.044,0.015,0.089,-0.055,0.149,0.144,0.088,-0.12,0.112,0.109,0.094,0.042,0.019,0.121,0.112,0.052
149,0,0.087,0.04,-0.016,0.089,-0.041,0.023,-0.006,-0.008,-0.036,-0.122,-0.051,0.028,-0.114,-0.115,-0.013,-0.016
150,-0.076,-0.111,-0.061,0.036,0.11,0.129,0.005,0.12,0.038,0.069,0.128,0.059,0.089,-0.13,0.149,-0.121,0.027
151,-0.005,0.059,0.099,-0.026,0.017,-0.053,0.106,0.147,-0.038,0.108,-0.03,-0.107,0.013,-0.014,-0.03,0.067,0.02
152,-0.045,-0.119,-0.009,-0.068,0.092,-0.04,0.061,0.109,-0.111,0.031,-0.041,-0.083,0.128,0.054,0.143,0.126,0.014
153,-0.112,-0.025,-0.082,0.039,-0.042,-0.115,0.103,0.149,-0.105,0.038,-0.024,-0.036,-0.011,-0.107,0.046,-0.005,-0.018
154,0.021,-0.066,0.058,0.051,-0.046,-0.044,-0.054,-0.128,-0.07,-0.123,-0.037,0.028,-0.117,-0.041,-0.067,0.085,-0.034
155,-0.093,-0.03,-0.106,0.083,-0.044,-0.043,0.085,-0.002,-0.027,0.011,0.078,0.116,0.052,0.021,0.027,-0.076,0.003
156,0.041,-0.015,0.013,0.064,-0.031,0.079,-0.002,0.092,-0.016,0.02,0.116,0.1,-0.124,-0.022,-0.077,-0.025,0.013
157,0.097,0.002,0.108,0.149,-0.119,0.069,-0.129,0,0.1,0.125,0.08,0.095,0.04,0.087,0.121,-0.078,0.047
158,0.102,0.119,-0.096,-0.015,-0.023,-0.081,0.011,-0.057,0.061,0.108,0.086,0.097,-0.045,-0.097,0.003,-0.061,0.007
159,0.068,-0.064,0.074,0.126,-0.09,0.046,0.041,0.105,-0.017,-0.001,0.024,-0.017,0.07,-0.111,0.054,-0.103,0.013
160,0.099,-0.019,-0.059,0.15,-0.103,0.011,0.024,0.077,-0.117,-0.026,0.148,0.113,-0.117,0.045,0.085,-0.027,0.018
161,0.028,-0.017,0.106,-0.063,0.123,0.045,0.118,0.112,-0.088,0.187,0.183,0.121,0.153,-0.033,0.05,-0.13,0.056
162,0.044,0.052,-0.004,-0.034,-0.015,-0.15,0.096,0.049,0.138,0.12,-0.117,0.06,-0.072,-0.063,-0.122,0.041,0.001
163,0.026,-0.064,-0.113,-0.106,0.092,-0.02,0.186,0.097,0.168,0.002,0.14,0,0.19,0.056,-0.126,0.065,0.037
164,0.137,-0.089,0.129,0.062,-0.066,0.001,0.112,-0.11,-0.054,-0.074,-0.008,-0.121,0.152,-0.136,0.044,0.046,0.002
165,0.09,-0.001,-0.095,-0.142,-0.013,0.07,-0.043,-0.027,0.095,0.092,-0.03,0.079,-0.131,-0.109,-0.004,-0.119,-0.018
166,-0.13,-0.137,-0.08,-0.074,0.126,0.161,0.096,-0.098,0.125,0.172,-0.075,-0.028,0.1,0.025,0.101,0.183,0.029
167,-0.081,-0.052,0.044,-0.105,0.028,-0.127,0.179,-0.117,0.071,-0.022,-0.099,-0.032,-0.033,-0.111,-0.112,0.112,-0.029
168,0.083,-0.074,0.104,0.123,0.148,0.056,-0.035,0.173,0.085,-0.038,-0.066,-0.055,-0.13,0.117,0.115,0.16,0.048
169,0.025,-0.083,-0.079,0.023,0.166,0.133,0.099,-0.108,0.154,0.055,0.141,0.134,-0.094,0.15,-0.117,0.055,0.041
170,-0.05,-0.052,-0.061,0.155,-0.084,0.014,0.011,0.027,0.099,0.016,0.025,0.1,0.08,0.118,-0.009,-0.14,0.016
171,0.034,0.13,-0.03,-0.049,0.011,-0.096,-0.043,-0.079,0.045,0.157,0.122,0.073,0.078,0.174,-0.062,-0.066,0.025
172,0.172,0.165,0.135,0.006,0.083,0.185,0.002,-0.004,-0.12,0.155,0.109,-0.099,-0.107,0.139,-0.019,-0.099,0.044
173,0.105,0.048,-0.008,0.167,0.032,0.054,0.188,-0.145,0.02,-0.063,-0.012,-0.011,-0.006,-0.031,0.039,0.003,0.024
174,0.111,0.007,0.063,0.008,-0.036,-0.076,0.012,0.082,0.117,-0.081,-0.019,0.153,0.126,-0.136,-0.038,0.159,0.028
175,0.061,0.062,0.014,0.092,0.024,0.043,-0.091,0.004,0.031,-0.091,0.007,0.178,0.068,0.044,0.029,0.014,0.031
176,-0.016,0.13,0.15,0.005,-0.088,0.173,-0.145,-0.141,-0.084,0.011,0.139,0.004,-0.037,-0.083,-0.034,-0.099,-0.007
