Framework,Sce1.Case1,Sce1.Case2,Sce1.Case3,Sce1.Case4,Sce2.Case1,Sce2.Case2,Sce2.Case3,Sce2.Case4,Sce3.Case1,Sce3.Case2,Sce3.Case3,Sce3.Case4,Sce4.Case1,Sce4.Case2,Sce4.Case3,Sce4.Case4,AVE.
40,0.05,-0.028,-0.082,0.041,-0.012,0.029,-0.084,0.049,0.025,-0.059,0.092,-0.062,0.016,-0.049,-0.084,-0.051,-0.013
41,0.005,-0.037,0.075,-0.048,-0.01,0.092,-0.041,0.011,-0.027,0.086,-0.003,0.028,-0.009,0.003,-0.074,0.043,0.006
42,-0.05,0.089,-0.035,0.092,-0.092,0.042,-0.04,0.103,-0.061,0.102,0.049,-0.067,0.001,0.026,0.085,0.038,0.018
43,0.01,0.092,0.056,0.02,0.077,-0.031,0.001,0.025,0.062,0.054,0.011,0.074,-0.057,0.082,0.062,0.008,0.034
44,0.035,-0.082,0.078,0.098,0.056,-0.079,0.05,-0.027,0.09,-0.098,-0.036,-0.001,-0.076,-0.054,-0.084,0.073,-0.004
45,-0.079,0.082,-0.05,-0.008,-0.047,-0.004,-0.001,0.012,-0.058,0.007,0.1,-0.084,-0.006,0.024,-0.071,-0.053,-0.015
46,-0.076,-0.073,-0.004,0.049,0.084,-0.056,0.072,0.052,0.06,0.033,0.102,0.006,0.106,-0.09,-0.046,0.019,0.015
47,-0.031,0.003,0.022,0.102,0.051,-0.018,0.035,0.009,0.004,0.081,0.033,-0.073,0.088,0.04,-0.044,-0.014,0.018
48,0.075,-0.007,0.09,0.07,-0.008,0.036,-0.039,0.012,0.02,0.08,-0.04,0.049,0.011,-0.008,-0.046,0.062,0.022
49,-0.008,-0.076,0.02,0.027,-0.032,-0.02,0.08,0.075,0.06,0.069,0.015,0.029,-0.077,-0.078,0.04,0.009,0.008
50,-0.011,0.054,0.109,-0.032,0.042,0.09,-0.042,-0.08,0.036,-0.091,0.061,0.032,0.015,-0.037,-0.082,-0.084,-0.001
51,0.016,-0.022,0.019,-0.052,0.007,-0.066,0.043,0.089,0.054,0.038,-0.078,-0.042,-0.093,-0.041,-0.067,-0.042,-0.015
52,0.069,-0.024,0.072,0.053,0.107,-0.051,0.004,-0.066,-0.075,0.02,-0.028,-0.003,-0.067,-0.098,-0.016,-0.023,-0.008
53,0.042,0.033,0.036,0.04,-0.01,-0.05,-0.074,0.089,-0.035,-0.016,-0.025,0.109,-0.04,-0.018,-0.056,0.109,0.008
54,0.09,0.068,0.027,0.108,0.028,0.042,-0.022,-0.077,-0.077,0.108,0.025,-0.092,-0.065,-0.076,-0.006,-0.03,0.003
55,0.109,-0.043,0.036,0.073,-0.066,-0.064,0.032,0.055,0.023,-0.089,0.073,0.009,-0.011,0.014,-0.031,0.046,0.01
56,-0.031,0.006,-0.069,-0.051,-0.064,0.086,0.046,0.046,-0.049,0.098,-0.065,0.035,-0.021,0.006,0.071,-0.026,0.001
57,0.002,0.055,0.009,0.028,-0.051,-0.055,-0.032,0.045,0.048,-0.018,0.013,0.054,0.061,0.03,0.061,0.092,0.021
58,-0.053,-0.091,-0.008,0.049,0.084,0.033,0.11,0,0.023,-0.034,0.037,-0.009,0.058,-0.099,0.049,-0.013,0.009
59,0.083,0.08,0.015,0.054,-0.041,-0.035,0.015,0.044,-0.075,-0.089,0.042,-0.026,0.084,-0.053,-0.082,-0.068,-0.003
60,0.007,0.015,-0.058,0.036,-0.02,-0.086,0.038,-0.036,0.092,0.064,-0.1,-0.056,0.015,0.076,0.019,-0.014,-0.001
61,-0.01,-0.046,0.015,0.008,0.021,-0.027,0.022,-0.061,0.08,-0.067,-0.062,-0.072,0.023,-0.027,0.013,0.015,-0.011
62,0.044,-0.062,0.004,-0.066,-0.1,0.021,0.014,0.041,-0.022,0.088,0.058,-0.055,0.006,-0.09,-0.099,0.075,-0.009
63,-0.008,0.104,-0.004,-0.035,0.019,-0.045,0.064,-0.025,0.03,-0.072,-0.068,0.032,0,-0.056,-0.055,0.077,-0.003
64,-0.093,-0.058,-0.015,0.054,-0.098,-0.002,0.008,-0.095,0.039,-0.05,-0.003,-0.022,0.004,-0.001,0.047,0.011,-0.017
65,0.021,0.055,0.09,0.1,0.071,0.094,-0.039,0.058,0.093,0.078,0.016,-0.064,0.01,-0.04,-0.034,0.05,0.035
66,-0.095,0.056,-0.069,-0.039,-0.051,-0.061,0.053,0.079,-0.091,0.032,0.032,0.022,0.013,0.106,-0.069,0.099,0.001
67,0.085,0.052,0.028,0.083,0.068,-0.076,0.074,-0.09,0.07,-0.089,0.029,-0.01,0.06,0.017,-0.031,-0.053,0.014
68,0.013,-0.001,-0.009,0.004,0.065,-0.022,0.009,0.033,-0.021,0.068,-0.077,0.057,0.043,-0.034,0.012,0.083,0.014
69,-0.06,-0.017,-0.08,-0.088,0.019,-0.054,-0.031,0.107,0.062,0.058,0.051,0.107,-0.09,-0.029,0.07,0.101,0.008
70,-0.072,0.108,0.025,0.108,0.008,-0.027,0.071,0.064,-0.046,0.042,-0.046,0.063,-0.017,-0.064,0.02,-0.053,0.012
71,-0.042,0.079,0.084,0.018,0.067,0.097,0.077,-0.042,-0.059,0.067,0.059,0.003,-0.08,0.107,-0.084,0.097,0.028
72,-0.058,-0.082,0,-0.039,0.048,-0.021,0.077,-0.044,-0.027,0.027,0.079,-0.046,0.048,-0.097,-0.086,0.062,-0.01
73,0.074,-0.099,0.054,0.012,0.095,-0.099,-0.094,-0.01,0.043,-0.077,0.078,0.091,-0.046,-0.081,-0.031,0.025,-0.004
74,0.101,0.031,-0.005,0.056,0.074,0.005,0.026,-0.031,-0.011,-0.015,-0.043,-0.096,0.086,0.063,-0.063,0.095,0.017
75,-0.08,0.036,0.102,0.023,0.094,-0.046,0.062,0.08,0.052,0.087,-0.06,-0.06,-0.088,0.051,0.071,-0.015,0.019
76,0.017,0.013,-0.022,-0.015,-0.05,-0.082,-0.05,0.027,-0.076,0.065,-0.077,0.088,0.066,0.103,0.094,-0.053,0.003
77,0.027,0.087,0.063,0.066,0.037,0.066,0.092,0.096,0.056,0.046,0.08,0.069,-0.072,0.064,0.029,-0.073,0.046
78,-0.011,-0.095,0.072,0.053,-0.044,0.074,0.098,-0.057,-0.049,0.07,-0.093,-0.078,0.071,-0.094,-0.008,0.04,-0.003
79,0.025,0.03,0.11,-0.054,-0.025,-0.017,0.077,0.096,-0.035,-0.036,-0.032,0.085,0.031,-0.074,-0.095,0.025,0.007
80,-0.062,-0.021,-0.078,0.015,0.041,0.066,0.078,0.051,-0.082,0.058,-0.031,0.047,0.083,0.031,0.051,-0.072,0.011
81,0.11,-0.03,0.13,0.02,0.101,-0.111,0.072,-0.031,0.063,0.119,-0.029,0.058,0,-0.062,0.062,-0.078,0.025
82,-0.034,0.108,-0.02,-0.024,0.024,-0.128,0.101,0.067,-0.022,0.11,0.07,-0.074,0.051,-0.074,-0.124,0.123,0.01
83,0.077,0.081,0.076,-0.029,0.07,0.121,-0.032,0.006,-0.022,-0.037,0.059,-0.002,0.134,-0.038,-0.043,0.019,0.028
84,0.101,-0.013,0.095,0.109,-0.103,0.132,0.058,0.085,-0.107,0.019,0.097,-0.031,-0.077,0.02,-0.094,-0.057,0.015
85,0.128,-0.068,0.065,0.135,-0.121,0.07,-0.065,-0.051,-0.016,-0.104,-0.114,0.062,0.073,0.034,0.139,-0.007,0.01
86,-0.117,-0.063,0.088,-0.118,0.018,-0.057,-0.024,0.026,-0.096,0.098,-0.09,0.135,0.082,-0.085,-0.013,0.116,-0.006
87,0.037,-0.12,-0.054,-0.114,-0.04,0.03,-0.091,-0.068,0.096,-0.056,0.067,0.067,-0.103,-0.072,0.063,-0.044,-0.025
88,-0.07,0.119,-0.115,0.006,0.125,-0.076,-0.082,-0.032,0.064,-0.125,-0.011,-0.12,0.09,0.018,-0.024,0.039,-0.012
89,-0.04,0.031,0.026,-0.103,-0.119,0.087,-0.117,-0.119,-0.095,0.091,-0.038,-0.074,-0.063,0.099,0.035,0.016,-0.024
90,0.105,0.09,-0.026,-0.029,0.007,0.1,-0.07,-0.077,-0.027,0.026,0.086,0.124,-0.119,-0.08,0.121,-0.129,0.006
91,-0.04,0.042,-0.055,0.008,0.055,-0.074,-0.038,0.073,-0.072,-0.028,-0.115,0.062,0.083,0.041,-0.044,-0.026,-0.008
92,0.014,-0.09,0.119,-0.011,0.036,0.096,0.065,0.003,0.067,-0.062,-0.001,0.085,0.105,0.117,0.002,-0.094,0.028
93,0.051,-0.049,0.126,0.044,-0.023,-0.102,0.099,-0.098,-0.072,-0.115,-0.121,0.006,0.001,0.084,0.048,-0.047,-0.01
94,0.11,-0.055,0.08,0.035,0.043,-0.078,0.095,0.077,0.122,-0.105,0.065,0.041,-0.019,0.089,0.119,0.065,0.043
95,-0.039,0.017,0.039,0.028,-0.015,-0.094,0.1,-0.078,0.124,-0.083,0.012,-0.106,-0.098,0.006,-0.116,-0.072,-0.023
96,-0.079,-0.103,-0.121,0.008,0.072,0.076,0.025,-0.039,-0.076,0.052,-0.078,-0.038,0.122,-0.053,0.05,0.092,-0.006
97,0.02,0.045,0.059,0.032,0.025,0.027,0.022,0.109,0.056,0.046,-0.088,0.007,0.007,0.018,0.096,0.083,0.035
98,0.127,0.105,-0.115,-0.016,0.058,-0.056,-0.032,-0.097,-0.118,0.114,0.036,-0.049,-0.035,-0.122,-0.098,-0.111,-0.026
99,0.077,-0.123,-0.07,-0.069,-0.104,-0.011,-0.01,-0.06,0.12,0.066,-0.012,0.115,0.084,-0.109,-0.129,-0.051,-0.018
100,0.002,0.001,-0.061,0.07,-0.072,0.003,0.104,-0.041,-0.014,-0.037,0.099,0.003,0.103,-0.105,0.13,-0.128,0.004
101,-0.01,0.079,-0.114,-0.065,-0.116,-0.056,0.118,-0.018,-0.12,-0.073,0.01,-0.064,0.124,0.118,-0.077,-0.073,-0.021
102,0.044,-0.033,-0.102,0.123,-0.106,-0.118,-0.105,0.008,0.079,0.098,0.062,0.024,-0.052,0.065,-0.127,-0.007,-0.009
103,-0.076,0.016,0.103,0.121,-0.032,-0.119,0.012,-0.054,-0.02,-0.113,-0.005,0.053,0.112,-0.077,-0.119,0.082,-0.007
104,0.119,0.08,-0.099,-0.101,-0.12,0.012,0.087,0.123,0.094,-0.018,0.097,-0.014,-0.08,0.001,-0.096,-0.125,-0.003
105,0.042,-0.005,-0.004,0.018,0.008,0.014,-0.012,0.007,0.042,0.004,0.05,-0.071,-0.008,0.027,0.067,0.134,0.02
106,-0.099,-0.019,-0.129,0.016,0.1,-0.082,0.112,-0.098,-0.058,0.124,-0.116,0.12,-0.086,0.005,-0.008,-0.029,-0.015
107,-0.013,-0.09,0.109,0.133,0.06,0.039,-0.075,0.114,0.046,-0.084,0.127,-0.109,0.106,0.108,0.126,0.021,0.039
108,0.109,-0.072,-0.056,0.023,-0.079,-0.033,-0.103,0.006,-0.044,0.046,-0.043,-0.076,0.095,-0.124,-0.03,-0.079,-0.029
109,0.038,0.034,-0.06,0.112,-0.108,0.091,0.102,-0.129,0.011,-0.003,-0.007,0.07,-0.013,0.078,0.138,0.09,0.028
110,0.041,0.126,0.128,0.02,0.105,-0.101,-0.036,0.1,0.135,0.089,-0.053,-0.004,0.1,-0.028,0.135,0.04,0.05
111,0.122,0.113,-0.039,0.078,0.118,-0.044,-0.056,-0.064,0.122,-0.004,-0.029,-0.12,0.14,-0.087,0.013,0.095,0.022
112,0.051,-0.106,-0.047,-0.106,-0.08,0.033,0.056,-0.072,0.108,-0.07,-0.034,-0.121,-0.101,-0.057,0.113,0.037,-0.025
113,0.098,0.13,0.016,0.096,0.051,0.134,0.056,0.122,0.093,0.002,-0.126,0.064,-0.091,-0.098,-0.074,0.123,0.037
114,0.019,-0.011,-0.08,0.125,0.027,-0.057,-0.08,-0.112,0.132,0.035,-0.072,0.099,-0.089,0.036,-0.097,0.088,-0.002
115,0.084,-0.047,-0.104,0.08,-0.114,0.13,0.023,0.129,0.117,0.057,0.05,0.038,-0.095,-0.096,-0.042,-0.081,0.008
116,-0.022,-0.036,-0.127,0.028,-0.092,-0.076,-0.057,0.07,0.002,0.012,-0.114,0.121,0.012,0.119,0.131,-0.082,-0.007
117,-0.097,-0.086,0.072,0.041,0.117,-0.06,-0.051,0.125,0.044,0.109,-0.018,0.049,-0.031,-0.023,0.093,-0.004,0.018
118,0.076,-0.113,0.048,-0.094,0.018,0.009,-0.009,-0.079,0.112,0.071,-0.01,0.027,0.048,-0.112,0.092,0.082,0.01
119,0.1,0.004,0.09,0.084,0.093,0.133,-0.086,-0.091,0.129,-0.09,0.135,0.02,-0.12,0.071,0.099,0.037,0.038
120,0.078,0.008,0.067,0.009,0.138,0.033,0.064,-0.021,0.087,0.042,-0.03,-0.031,0.074,0.082,-0.072,-0.051,0.03
121,-0.118,0.08,0.026,0.09,-0.109,0.1,0.05,-0.044,0.1,0.019,0.06,0.083,0.146,-0.025,0.048,0.139,0.04
122,-0.108,0.064,-0.121,0.147,0.07,0.105,0.055,-0.111,-0.116,0.08,0.129,0.115,-0.122,-0.021,-0.021,-0.117,0.002
123,0.069,0.117,-0.055,0.139,0.042,-0.023,0.053,-0.002,0.103,0.128,0.003,0.115,-0.111,-0.011,0.119,0.119,0.05
124,0.049,0.056,-0.008,-0.014,-0.096,0.073,0.085,-0.004,0.061,-0.074,0.025,-0.022,0.051,-0.115,0.034,-0.03,0.004
125,0.061,0.109,-0.118,0.139,-0.101,0.006,-0.013,-0.074,0.108,-0.08,0.057,-0.119,-0.001,0.097,0.006,0.13,0.013
126,0.001,-0.122,-0.066,0.047,-0.052,-0.053,0.054,0.141,0.026,-0.11,0.12,-0.013,-0.041,-0.13,0.037,-0.119,-0.018
127,0.114,-0.101,0.063,-0.12,-0.094,0.009,-0.122,0.076,0.008,0.071,-0.001,-0.111,0.077,0.027,0.094,0.091,0.005
128,0.116,-0.015,0.132,0.1,-0.07,-0.095,-0.008,0.113,-0.063,0.051,-0.04,0.149,0.017,0.129,-0.053,0.075,0.034
129,0.043,0.062,0.12,-0.076,-0.015,-0.061,0.087,0.115,0.059,-0.075,0.047,-0.088,-0.067,-0.05,0.14,0.149,0.024
130,0.068,-0.026,-0.08,0.009,0.084,-0.094,0.015,-0.045,0.145,0.025,-0.103,0.1,0.037,0.07,-0.117,-0.084,0
131,-0.089,0.078,-0.081,-0.037,0.149,0.078,-0.115,0.139,0.138,-0.063,-0.043,0.071,0.11,-0.024,-0.121,0.05,0.015
132,0.145,0.112,0.135,-0.087,0.07,0.12,-0.045,0.118,0.149,-0.114,0.055,0.044,0.084,-0.042,-0.11,0.081,0.045
133,-0.113,0.097,0.025,0.09,-0.089,-0.083,-0.018,0.102,-0.097,0.082,0.061,-0.022,0.009,-0.014,-0.011,-0.126,-0.007
134,-0.102,-0.09,-0.022,-0.006,-0.042,-0.013,0.14,-0.022,0.14,0.055,0.018,0.055,-0.041,-0.078,-0.065,-0.014,-0.005
135,-0.068,-0.044,0.006,-0.112,-0.11,0.12,0.012,-0.068,-0.031,0.142,0.053,0.087,-0.095,0.024,-0.125,0.112,-0.006
136,0.092,-0.102,0.013,-0.024,0.145,-0.09,0.015,0.027,0.003,0.018,0.061,-0.014,0.046,-0.02,-0.079,-0.103,-0.001
137,0.115,-0.037,0.005,0.05,0.104,-0.045,0.065,0.136,-0.107,-0.03,0.068,-0.042,0.09,0.038,-0.075,-0.052,0.018
138,-0.071,0.124,0.096,-0.091,-0.04,0.016,-0.058,-0.093,0.097,-0.004,-0.045,0.027,0.009,0.118,-0.037,-0.072,-0.001
139,0.106,0.003,0.095,-0.032,-0.05,-0.031,-0.057,-0.031,-0.081,-0.121,0.053,0.02,-0.114,0.128,0.068,0.013,-0.002
140,-0.047,0.105,0.061,0.125,-0.083,-0.09,-0.123,0.044,0.112,0.06,0.077,0.048,0.098,-0.083,-0.117,0.064,0.016
141,0.085,0.04,-0.014,0.015,0.015,-0.06,0.109,0.082,0.144,-0.07,0.103,0.005,-0.07,0.142,0.063,-0.095,0.031
142,-0.051,0.007,0,-0.075,0.057,-0.104,-0.03,-0.039,0.08,-0.011,-0.011,0.145,-0.013,-0.063,0.006,0,-0.006
143,0.124,0.048,-0.117,0.121,-0.126,-0.092,0.002,-0.051,-0.1,-0.086,0.005,0.133,0.141,0.104,-0.119,-0.078,-0.006
144,-0.119,-0.11,0.108,0.085,0.061,0.053,-0.056,-0.023,0.065,-0.078,-0.055,-0.062,-0.021,-0.085,0.068,-0.117,-0.018
145,-0.105,-0.087,-0.029,0.081,0.084,0.018,0.076,-0.089,0.12,-0.016,0.11,0.121,-0.005,-0.079,-0.079,-0.097,0.002
146,0.032,-0.048,-0.027,-0.129,0.13,0.062,0.073,0.077,0.053,0.049,0.005,0.072,-0.021,-0.001,-0.088,0.145,0.024
147,0.131,-0.051,-0.112,0.03,-0.064,-0.045,-0.108,0.14,-0.077,0.089,0.087,-0.082,0.036,0.069,-0.107,0.115,0.003
148,0.089,-0.012,0.15,-0.088,-0.108,0.02,0.11,0.025,-0.089,0.043,0.115,0.052,0.006,-0.028,-0.094,0.119,0.019
149,0.048,0.007,0.109,0.115,-0.064,-0.07,0.067,0.019,-0.015,0.018,-0.01,-0.073,-0.029,0.101,-0.009,-0.018,0.012
150,0.004,0.054,0.132,-0.014,0.123,-0.015,-0.023,0.095,0.012,-0.053,0.124,-0.124,-0.082,-0.011,0.105,-0.045,0.018
151,0.072,0.068,-0.081,-0.109,-0.107,0.018,-0.074,-0.088,0.107,-0.037,0.004,-0.051,-0.07,0.003,0.126,0.091,-0.008
152,-0.003,-0.094,0.122,-0.065,-0.077,-0.041,0.008,-0.123,0.108,0.058,-0.058,-0.119,-0.046,-0.069,0.124,0.097,-0.011
153,0.148,0.078,-0.062,-0.026,-0.045,-0.088,-0.107,-0.088,0.096,0.037,-0.014,-0.069,-0.053,-0.086,-0.039,0.006,-0.02
154,-0.009,-0.109,-0.045,0.112,-0.014,-0.085,0.011,-0.051,0.026,-0.031,0.09,-0.063,0.004,-0.09,-0.056,0.117,-0.012
155,0.072,0.029,-0.092,-0.046,0.121,-0.092,0.143,-0.077,-0.032,0.034,-0.097,0.128,0.038,-0.072,-0.08,-0.049,-0.005
156,0.088,-0.015,0.046,0.013,0.039,0.145,0.103,0.086,0.134,-0.018,0.146,0.083,-0.016,0.123,0.057,0.03,0.065
157,0.135,0.118,0.097,0.127,0.147,0.065,0.129,-0.129,-0.083,0.125,0.146,-0.034,-0.049,0.023,0.093,-0.12,0.049
158,0.032,0.067,0.028,0.04,0.145,0.051,-0.093,-0.071,-0.062,-0.082,0.102,-0.026,0.141,0.013,-0.025,0.072,0.021
159,0.102,-0.108,-0.049,-0.086,0.143,0.115,0.115,0.041,0.012,0.031,0.033,0.117,-0.035,0.117,0.015,-0.121,0.028
160,-0.008,-0.009,-0.082,-0.022,0.045,0.117,-0.117,-0.03,-0.106,0.031,-0.117,0.022,0.101,0.144,0.114,0.071,0.01
161,0.082,-0.061,0.088,-0.135,0,0.142,0.09,0.023,0.039,0.032,0.182,0.171,0.184,-0.02,0.018,0.1,0.058
162,0.099,-0.044,0.156,0.141,0.006,0.117,-0.056,0.038,-0.107,-0.031,0.006,-0.053,-0.059,-0.047,0.013,-0.12,0.004
163,0.135,-0.125,0.047,0.13,0.026,-0.137,-0.131,-0.017,-0.031,-0.09,-0.123,-0.02,-0.077,0.101,-0.006,-0.014,-0.021
164,-0.097,0.121,0.045,0.029,-0.141,0.105,0.01,0.119,-0.027,-0.092,-0.088,-0.06,0.123,0.01,0.169,0.153,0.024
165,-0.084,-0.067,-0.005,-0.048,0.158,-0.023,0.138,0.083,0.094,-0.011,0.097,-0.085,-0.028,-0.122,0.141,0.139,0.024
166,-0.045,0.019,-0.106,-0.027,0.033,-0.11,0.125,0.166,0.162,0.014,-0.109,0.158,-0.076,-0.148,0.048,-0.044,0.004
167,-0.077,-0.138,-0.071,0.071,-0.021,0.028,0.154,0.129,-0.054,0.119,-0.032,0.129,-0.074,-0.053,-0.005,0.093,0.012
168,-0.148,0.085,-0.143,0.115,0.053,-0.047,0.048,0.057,0.047,0.067,-0.149,-0.121,-0.013,-0.066,0.161,0.162,0.007
169,-0.086,0.075,-0.024,0.087,0.019,0.044,0.16,0.026,-0.009,0.166,0.042,0.11,-0.098,0.121,0.091,-0.073,0.041
170,0.128,-0.036,-0.054,0.088,-0.014,-0.009,0.134,-0.049,-0.121,0.014,0.184,0.081,0.09,-0.097,0.144,-0.107,0.024
171,0.064,-0.031,-0.022,0.184,0.104,0.092,0.128,0.184,-0.111,0.146,-0.096,0.124,-0.069,0.156,0.016,0.107,0.061
172,-0.141,0.067,0.171,-0.126,0.189,0.149,0.036,0.01,-0.089,0.069,-0.138,-0.077,-0.104,0.032,-0.102,-0.063,-0.007
173,-0.033,-0.138,0.12,0.152,0.073,-0.135,-0.074,0.093,0.085,0.125,-0.006,0.17,0.182,0.161,-0.128,-0.074,0.036
174,-0.022,0.143,-0.136,0.113,-0.018,-0.113,0.175,0.025,-0.149,0.079,0.007,-0.022,-0.021,0.148,0.157,-0.129,0.015
175,0.095,0.161,-0.117,0.177,-0.112,0.043,0.056,0.155,0.021,0.067,-0.024,-0.005,0.094,-0.11,0.172,-0.015,0.041
176,-0.089,0.084,-0.129,-0.089,0.104,-0.1,0.146,-0.141,0.121,-0.006,0.038,0.116,0.175,0.022,-0.071,-0.14,0.003
