Framework,Sce1.Case1,Sce1.Case2,Sce1.Case3,Sce1.Case4,Sce2.Case1,Sce2.Case2,Sce2.Case3,Sce2.Case4,Sce3.Case1,Sce3.Case2,Sce3.Case3,Sce3.Case4,Sce4.Case1,Sce4.Case2,Sce4.Case3,Sce4.Case4,AVE.
48,-0.047,0.048,-0.061,0.087,-0.017,0.093,-0.096,0.01,0.018,0.075,-0.051,-0.056,-0.05,0.098,-0.088,0.018,-0.001
49,-0.03,-0.075,-0.016,0.042,0.017,0.053,-0.03,0.042,0.084,0.074,-0.027,0.029,0.073,0.089,-0.052,0.011,0.018
50,-0.031,-0.035,-0.051,-0.099,0.095,-0.038,0.079,0.014,-0.086,-0.097,-0.084,0.092,-0.022,-0.025,-0.027,-0.093,-0.026
51,0.053,0.006,0.083,0.102,-0.001,0.028,0.089,0.072,-0.08,0.076,0.052,0.023,0.012,0.019,-0.005,-0.078,0.028
52,0.085,-0.033,0.053,0.025,-0.037,-0.014,-0.088,-0.077,-0.035,0.005,0.056,0.039,-0.095,0.01,-0.024,0.086,-0.003
53,-0.076,-0.031,0.053,0.034,-0.046,0.023,0.103,0.075,-0.045,0.086,0.07,0.02,0.048,0.038,0.038,0.049,0.027
54,0.095,-0.054,-0.063,-0.011,-0.08,-0.081,-0.034,0.11,0.022,-0.077,-0.022,0.086,-0.009,0.074,-0.079,0.011,-0.007
55,0.077,0.087,-0.099,0.018,-0.095,-0.087,0.08,-0.091,0.109,-0.055,-0.031,-0.02,0.067,-0.026,-0.033,-0.073,-0.011
56,0.041,0.11,-0.069,0.053,-0.034,0.088,0.096,0.088,-0.1,0.053,-0.006,0.007,0.033,0.044,-0.058,-0.094,0.016
57,-0.07,-0.058,-0.061,-0.046,0.003,0.011,0.082,0.045,-0.004,-0.097,-0.018,-0.012,0.009,0.067,0.089,0.006,-0.003
58,0.01,0.103,-0.042,-0.09,0.01,-0.035,0.101,0.022,0.063,-0.092,0.027,-0.015,-0.058,0.097,-0.056,-0.072,-0.002
59,0.06,0.039,-0.06,0.081,0.061,0.055,-0.022,0.014,-0.082,-0.099,0.096,-0.097,0.047,0.065,0.001,-0.032,0.008
60,-0.052,0.085,0.034,-0.007,0.027,-0.011,0.096,0.083,0.074,-0.051,-0.078,0.079,0.086,0.064,0.098,-0.05,0.03
61,-0.069,-0.026,-0.052,0.022,0.024,0.003,0.047,0.017,0.042,-0.078,0.004,-0.04,-0.015,0.011,-0.004,-0.082,-0.012
62,-0.091,0.074,-0.008,-0.087,0.06,0.025,-0.045,-0.032,-0.07,-0.03,-0.009,-0.035,-0.092,0.109,0.086,0.087,-0.004
63,-0.003,0.109,-0.03,0.063,0.064,0.044,-0.079,0.029,0.088,0.051,-0.09,-0.086,-0.005,-0.046,-0.047,-0.083,-0.001
64,-0.029,-0.016,-0.005,0.058,-0.022,-0.082,-0.08,0.079,-0.089,0.065,0.038,0.059,0.021,-0.086,-0.062,-0.047,-0.012
65,0.051,-0.035,0.038,-0.064,-0.001,0.106,-0.017,0.069,0.047,-0.099,-0.066,0.04,-0.047,-0.064,0.045,0.015,0.001
66,-0.094,-0.034,-0.004,-0.096,0.096,-0.028,0.095,0.038,-0.083,0.037,0.014,-0.055,-0.077,0.091,0.083,-0.012,-0.002
67,-0.079,-0.035,-0.064,-0.059,0.051,0.092,-0.017,0.106,0.09,-0.079,-0.031,0.091,0.107,-0.035,0.054,-0.068,0.008
68,-0.088,0.042,0.106,-0.06,-0.049,-0.062,0.089,-0.014,-0.092,0.075,-0.044,-0.075,-0.045,-0.055,-0.022,0.017,-0.017
69,0.087,0.025,0.041,-0.087,0.048,-0.038,0.011,0.007,0.05,-0.013,-0.089,-0.045,0.031,-0.015,0.007,0.076,0.006
70,-0.009,-0.059,-0.013,-0.022,0.094,0.089,0.103,0.028,0.076,0.07,0.019,0.079,0.076,0.038,-0.005,0.092,0.041
71,-0.086,0.016,0.002,-0.089,0.014,-0.074,-0.086,-0.025,0.04,0.05,-0.082,-0.051,-0.032,-0.018,-0.051,0.102,-0.023
72,0.009,0.061,-0.092,-0.023,-0.077,0.017,-0.004,-0.09,-0.055,0.075,0.002,0.101,0.008,-0.083,0.099,-0.004,-0.003
73,-0.074,0.085,-0.074,0.1,0.052,0.096,0.102,-0.022,0.055,-0.017,0.105,0.012,-0.007,-0.075,-0.01,-0.037,0.018
74,-0.053,-0.079,0.086,-0.014,0.034,0.061,0.08,0.067,0.064,-0.096,0.105,-0.062,-0.086,0.078,0.048,-0.091,0.009
75,0.088,-0.08,0.049,-0.089,-0.012,-0.023,-0.073,0.016,-0.063,-0.069,-0.041,0.103,-0.018,-0.019,-0.054,0.021,-0.016
76,-0.003,0.093,0.015,0.071,-0.09,-0.081,0.018,-0.045,-0.092,0.034,0.049,-0.021,0.11,-0.061,-0.038,-0.082,-0.008
77,0.074,-0.004,0.048,0.047,0.022,0.017,-0.062,-0.024,0,-0.009,0.033,-0.089,-0.012,0.062,-0.09,-0.048,-0.002
78,0.089,0.055,0.033,0.081,-0.032,-0.005,0.028,-0.033,-0.012,-0.029,-0.056,-0.034,-0.061,-0.072,-0.098,-0.089,-0.015
79,0.042,0.071,0.101,0.009,-0.043,-0.006,0.046,-0.089,-0.004,0.009,0,-0.035,-0.02,0.053,0.036,0.106,0.017
80,-0.005,-0.078,0.033,-0.04,0.02,0.05,0.094,-0.01,0.084,-0.072,-0.018,0.023,-0.09,-0.099,-0.028,-0.035,-0.011
81,0.075,0.126,-0.058,-0.092,-0.01,-0.105,0.125,-0.11,0.076,-0.078,-0.072,-0.028,-0.113,-0.052,-0.073,-0.017,-0.025
82,0.019,-0.07,-0.125,-0.014,0.102,0.105,-0.111,0.023,-0.056,-0.063,0.046,0.074,0.121,-0.102,0.078,0.031,0.004
83,0.068,-0.045,0.11,0.094,0.119,0.107,-0.009,0.134,0.018,-0.068,-0.038,-0.05,0.059,0.134,0.041,-0.071,0.038
84,-0.024,0.13,-0.077,0.03,-0.092,0.007,0.078,0.106,-0.049,0.085,0.112,0.077,0.096,-0.085,-0.12,-0.068,0.013
85,0.059,-0.127,0.04,0.093,-0.023,-0.125,-0.115,-0.102,0.129,0.006,-0.057,-0.079,0.113,-0.106,0.007,0.138,-0.009
86,0.062,-0.053,0.136,-0.121,0.11,0.114,-0.092,0.135,0.1,-0.073,-0.004,-0.059,-0.067,0.013,-0.038,-0.01,0.01
87,-0.024,0.102,-0.128,0.062,0.047,-0.009,0.011,0.085,0.026,0.036,0.115,0.024,0.013,-0.034,-0.005,0.065,0.024
88,-0.085,0.098,-0.03,0.12,-0.026,-0.004,0.076,-0.02,0.009,-0.05,0.076,-0.047,-0.087,-0.046,-0.014,-0.003,-0.002
89,-0.009,-0.044,-0.029,0.008,-0.033,0.112,-0.11,-0.047,-0.016,-0.106,-0.097,0.117,-0.039,-0.122,0.112,0.073,-0.014
90,-0.046,0.024,-0.044,0.085,-0.019,0.116,0.089,-0.096,0.039,0.135,0.025,0.1,-0.085,-0.011,-0.028,-0.087,0.012
91,0.041,0.136,-0.06,-0.11,0.083,-0.005,0.049,0.084,-0.01,0.132,-0.116,-0.073,0.116,0.114,0.094,0.114,0.037
92,0.103,0.134,0.099,0.118,0.037,0.125,-0.015,-0.121,0.031,0.072,0.04,-0.086,-0.072,0.031,-0.04,0.061,0.032
93,0.004,0.074,0.007,-0.099,-0.052,-0.031,-0.069,0.066,-0.049,-0.075,0.007,0.053,0.085,0.049,-0.035,-0.111,-0.011
94,0.008,-0.077,0.046,-0.002,-0.113,0.099,0.082,-0.104,-0.118,0.003,0.074,-0.123,-0.069,0.128,0.088,0.001,-0.005
95,0.044,-0.086,0.119,0.052,-0.027,0.106,0.087,0.011,0.074,0.018,0.039,0.112,-0.034,-0.126,-0.103,0.114,0.025
96,-0.013,-0.106,-0.027,0.002,0.048,-0.063,-0.098,-0.115,0.093,0.033,0.067,0.051,-0.096,0.13,-0.078,0.037,-0.008
97,0.015,0.136,-0.106,0.108,-0.066,0.056,0.101,0.048,0.074,-0.109,0.067,-0.002,0.001,-0.13,-0.076,-0.112,0
98,0.115,-0.025,0.021,-0.102,0.089,-0.078,0.103,-0.095,-0.076,0.067,-0.031,0.045,0.077,-0.026,0.139,-0.056,0.01
99,0.012,0.07,-0.098,0.045,0.106,0.002,-0.041,0.026,0.046,0.107,0.097,0.116,0.044,-0.044,-0.076,-0.034,0.024
100,0.075,-0.072,-0.044,-0.025,0.018,0.012,-0.085,-0.062,-0.128,0.05,0.009,0.006,0.06,0.127,0.125,-0.031,0.002
101,0.018,-0.075,0.055,-0.018,-0.029,0.116,-0.037,0.008,-0.041,-0.095,0.018,0.082,-0.063,-0.03,0.03,0.123,0.004
102,0.13,-0.009,0.055,-0.122,0.12,-0.018,-0.087,-0.087,0.126,0.003,0.111,-0.021,0.029,-0.032,0.12,-0.104,0.013
103,0.116,0.091,-0.027,0.016,0.093,0.058,-0.016,0.016,0.11,-0.129,0.051,-0.124,0.013,0.017,0.129,-0.065,0.022
104,-0.115,0.129,-0.031,0.043,0.08,-0.084,0.031,-0.056,-0.056,0.065,-0.023,0.032,-0.099,-0.034,0.139,0.11,0.008
105,-0.029,-0.083,-0.123,0.026,-0.121,-0.043,0.026,0.084,0.067,0.124,0.138,0.089,-0.109,0.043,0.063,0.09,0.015
106,-0.117,0.068,0.036,0.095,0,0.086,-0.091,0.036,-0.117,0.113,-0.125,0.049,-0.104,-0.088,-0.102,0.111,-0.009
107,0.012,0.125,-0.042,-0.094,0.081,0.104,0.056,0.099,0.02,0.072,0.135,-0.016,-0.096,0.041,-0.012,-0.127,0.022
108,0.052,-0.058,0.095,0.059,-0.119,0.115,-0.059,-0.033,-0.024,-0.03,-0.043,-0.093,-0.098,0.09,-0.094,0.033,-0.013
109,0.008,0.089,0.124,0.072,0.071,-0.04,0.139,0.107,-0.063,-0.094,-0.045,-0.011,0.111,-0.023,-0.093,0.115,0.029
110,0.025,0.05,-0.015,0.125,-0.032,0.054,-0.068,-0.061,0.115,0.124,0.081,0.06,0.126,-0.105,0.048,-0.065,0.029
111,0.038,-0.066,0.033,0.026,-0.05,-0.001,-0.071,0.01,0.06,0.035,0.039,0.06,0.139,-0.109,-0.096,0.023,0.004
112,-0.017,0.036,0.136,-0.063,-0.094,0.11,0.058,-0.063,-0.108,-0.054,-0.064,-0.008,0.108,0.045,-0.089,-0.038,-0.007
113,0.115,0.014,-0.035,-0.048,-0.097,-0.04,0.005,0.05,0.03,-0.027,0.093,-0.088,0.126,0.046,0.113,-0.081,0.011
114,0.067,-0.004,-0.063,0.023,0.094,0.036,-0.021,-0.037,-0.003,-0.106,-0.097,0.138,0.113,0.042,-0.037,-0.005,0.009
115,0.08,-0.114,0.008,-0.096,0.082,-0.018,0.011,-0.098,-0.017,0.113,0.085,0.003,0.134,0.045,-0.111,-0.043,0.004
116,0.114,0.139,-0.095,0.023,0.069,0.002,-0.127,0.093,0.037,-0.001,0.031,0.086,-0.056,-0.094,-0.017,0.085,0.018
117,-0.103,0.086,0.071,0.036,-0.109,0.055,0.082,0.05,-0.001,0.026,-0.02,-0.088,0.05,0.086,0.099,0.098,0.026
118,0.133,0.007,0.021,0.023,0.089,-0.002,-0.089,0.138,0.012,0.121,-0.128,0.043,-0.098,-0.121,0.06,0.093,0.019
119,-0.111,0.09,0.005,-0.087,0.034,0.025,-0.033,0.007,-0.105,-0.093,0.085,0.044,0.016,-0.095,0.049,0.087,-0.005
120,0.131,-0.053,0.014,-0.102,0.035,-0.038,0.089,-0.018,0.114,0.077,-0.088,-0.023,-0.024,-0.127,-0.018,-0.012,-0.003
121,0.011,-0.074,0.058,0.057,0.028,-0.016,-0.045,0.07,-0.031,-0.036,0.059,0.037,-0.018,0.072,0.078,-0.08,0.011
122,-0.04,0.086,-0.04,0.071,0.108,0.145,0.024,-0.013,-0.121,-0.107,-0.048,-0.019,0.094,0.13,0.075,0.006,0.022
123,0.094,0.104,0.071,-0.004,0.043,0.065,0.131,0.02,-0.009,-0.105,-0.03,-0.06,0.085,-0.016,0.094,-0.091,0.024
124,0.031,-0.1,-0.058,0.038,0.039,0.006,0.011,-0.089,0.037,0.088,-0.027,0.121,0.049,0.066,-0.099,0.059,0.011
125,0.114,-0.025,-0.107,0.043,-0.033,0.049,-0.111,-0.108,0.125,-0.074,-0.042,0.145,-0.014,0.092,0.143,0.124,0.02
126,0.11,-0.003,-0.121,0.01,-0.04,-0.011,-0.034,-0.107,0.054,0.005,0.131,-0.105,0.092,0.042,0.147,-0.034,0.009
127,0.078,-0.117,-0.124,0.105,0.014,0.033,-0.047,0.15,-0.019,0.068,-0.044,-0.081,-0.065,0.144,0.091,0.126,0.02
128,-0.001,0.093,-0.039,0.148,0.084,0.073,-0.073,0.145,-0.029,-0.033,-0.053,0.005,-0.025,0.102,0.078,0.077,0.034
129,0.002,0.028,-0.116,0.034,0.124,-0.031,-0.054,-0.001,0.072,-0.049,0.134,0.025,0.142,-0.087,-0.078,0.004,0.009
130,0.127,0.139,-0.05,-0.088,0.001,0.116,-0.019,0.125,-0.075,-0.019,-0.093,0.035,0.09,0.024,0.14,0.021,0.03
131,0.093,-0.128,-0.079,-0.052,0.056,0.087,-0.095,-0.004,0.05,-0.081,0.013,0.136,0.143,-0.092,0.115,-0.112,0.003
132,-0.009,0.127,0.028,0.006,-0.127,-0.029,0.098,-0.054,0.007,0.146,-0.083,0.091,0.04,0.093,-0.13,-0.081,0.008
133,-0.046,0.142,-0.09,0.061,-0.123,0.106,-0.101,-0.086,0.115,0,0.02,0.05,-0.117,-0.054,-0.034,0.03,-0.008
134,-0.04,0.057,-0.127,0.043,0.1,0.131,-0.076,-0.036,0.017,0.092,-0.01,0.114,-0.121,-0.111,0.059,0.042,0.008
135,0.019,-0.12,0.014,0.099,-0.059,-0.063,-0.077,-0.096,0.047,-0.075,-0.045,-0.027,0.029,-0.02,-0.025,-0.074,-0.03
136,0.018,0.102,-0.085,0.018,0.095,0.058,0.093,0.042,-0.052,-0.065,0.148,-0.037,-0.051,0.131,0.124,-0.032,0.032
137,-0.108,0.063,0.049,0.103,0.058,-0.047,0.1,-0.065,0.049,0.058,0.116,-0.122,0.001,-0.047,0.138,-0.089,0.016
138,-0.112,0.068,0,0.11,0.011,-0.058,-0.048,-0.112,-0.082,0.085,0.001,0.085,-0.075,0.018,0.144,-0.005,0.002
139,0.036,-0.052,-0.065,0.11,-0.027,-0.062,-0.115,-0.108,0.114,0.014,0.112,-0.101,0.071,-0.08,0.018,-0.107,-0.015
140,0.117,0.075,-0.047,0.039,0.007,-0.036,-0.116,-0.089,0.043,-0.066,-0.107,0.063,0.049,0.037,0.055,-0.099,-0.005
141,0.016,0.101,0.058,0.083,-0.118,0.057,-0.038,0.125,0.047,0.054,-0.07,-0.012,-0.057,0.002,0.101,0.038,0.024
142,-0.057,0.002,-0.073,-0.043,-0.001,-0.08,-0.102,-0.082,0.033,-0.047,-0.09,-0.043,0.118,0.053,0.141,0.1,-0.011
143,-0.02,0.024,-0.03,0.114,0.124,-0.064,-0.003,-0.009,0.038,-0.014,0.049,-0.061,-0.033,-0.04,0.139,-0.079,0.008
144,0.057,-0.05,0.009,0.034,-0.018,-0.073,-0.07,-0.072,-0.068,-0.016,0.045,-0.124,0.006,-0.012,-0.062,0.04,-0.023
145,-0.094,-0.005,0.049,-0.032,0.059,0.07,0.101,0.1,-0.062,0.049,0.025,-0.016,-0.051,-0.101,0.147,-0.114,0.008
146,0.049,-0.04,0.035,0.146,0.011,-0.014,0.121,0.034,0.068,0.002,0.043,-0.07,-0.101,-0.119,-0.059,0.08,0.012
147,0.07,-0.027,0.131,0.102,-0.055,0.104,0.116,0.098,-0.102,-0.032,-0.028,-0.114,0.015,-0.079,-0.011,-0.07,0.007
148,0.093,0.074,0.144,-0.026,0.08,0.144,-0.008,0.01,0.142,-0.057,-0.031,-0.127,-0.018,-0.103,0.005,0.11,0.027
149,0.112,-0.043,-0.093,0.149,0.145,0.116,0.082,-0.03,-0.048,0,0.052,-0.091,0.024,0.111,-0.095,0.03,0.026
150,-0.122,0.072,-0.057,0.008,0.099,0.021,0.135,0.12,-0.088,0,0.012,-0.036,0.104,-0.039,0.107,0.15,0.03
151,0.083,0,-0.091,0.007,0.14,0.14,-0.067,-0.105,-0.024,0.074,0.128,0.013,0.03,0,-0.113,0.126,0.021
152,0.046,0.008,0.09,0.076,0.099,0.122,0.144,0.05,0.01,0.12,0.009,0.023,0.08,0.023,0.085,0.098,0.068
153,-0.086,-0.029,-0.02,0.107,-0.009,0.028,-0.091,0.02,-0.124,0.091,-0.04,-0.05,0.086,0.029,-0.104,-0.042,-0.015
154,0.116,-0.013,-0.011,-0.098,-0.086,0.021,-0.04,-0.124,0.001,0.038,-0.015,0.018,0.109,0.079,-0.117,-0.128,-0.016
155,0.001,0.055,0.135,0.018,0.024,-0.071,0.092,-0.09,-0.035,0.073,0.095,-0.052,0.031,-0.008,0.089,-0.041,0.02
156,0.116,-0.092,0.068,0.013,-0.096,-0.085,0.118,-0.069,0.044,0.11,0.049,-0.048,-0.057,0.004,-0.087,0.024,0.001
157,-0.094,-0.008,-0.082,-0.097,-0.116,0.049,-0.008,0.026,0.036,0.088,0.125,0.005,-0.116,-0.113,0.041,-0.054,-0.02
158,-0.093,0.131,0.109,-0.044,-0.016,-0.076,-0.046,-0.122,0.125,0.073,0.024,-0.07,0.028,-0.033,0.007,0.096,0.006
159,0.043,0.097,0.115,-0.107,0.135,0.087,-0.023,-0.088,0.015,0.131,0.067,0.089,0.119,-0.016,-0.065,-0.047,0.034
160,0.138,0.125,0.097,0.065,0.04,0.126,0.134,0.111,-0.036,0.011,0.043,-0.028,0.017,0.023,0.014,-0.097,0.049
161,0.119,0.067,0.154,0.067,-0.148,-0.033,0.077,-0.067,-0.131,-0.043,0.042,0.137,0.157,0.076,0.024,0.18,0.042
162,-0.085,0.125,0.008,0.13,0.058,0.043,0.158,0.106,-0.069,0.171,-0.028,0.009,0.028,0.07,0.004,0.125,0.053
163,-0.078,0.049,0.142,0.017,-0.012,-0.012,0.042,-0.14,0.026,0.067,-0.053,0.05,0.082,-0.146,-0.11,0.187,0.007
164,0.041,0.064,-0.013,-0.106,-0.063,-0.046,0.026,0.118,-0.022,0.027,0.042,-0.034,-0.001,-0.114,-0.003,0.034,-0.003
165,0.078,-0.138,-0.13,0.049,0.081,-0.025,0.041,0.056,-0.055,-0.131,0.047,0.078,-0.027,0.095,-0.008,0.157,0.01
166,-0.142,-0.024,-0.064,0.13,0.116,-0.044,-0.012,0.068,0.02,0.117,-0.135,0.126,0.178,-0.077,-0.127,-0.028,0.006
167,-0.035,-0.065,-0.058,0.165,0.139,-0.115,0.053,0.153,-0.077,0.097,0.153,0.092,0.138,0.028,0.063,-0.008,0.045
168,-0.084,0.117,0.178,0.028,0.121,0.15,-0.097,-0.069,0.029,0.063,-0.076,0.154,-0.122,0.082,-0.074,-0.095,0.019
169,0.125,0.088,-0.11,0.069,0.115,-0.004,0.069,-0.111,0.143,-0.048,0.121,0.135,-0.045,-0.008,0.032,-0.04,0.033
170,-0.061,-0.105,0.105,0.07,0.174,-0.062,-0.136,-0.072,-0.041,0.067,0.017,0.029,0.067,-0.051,-0.038,0.033,0
171,0.177,-0.145,-0.117,-0.023,0.009,0.072,0.183,-0.006,-0.112,-0.068,-0.1,0.156,-0.033,-0.144,0.123,0.081,0.003
172,0.037,0.149,-0.038,0,-0.137,0.19,0.016,0.026,-0.095,-0.083,0.081,-0.044,0.137,0.04,0.181,0.036,0.031
173,-0.075,0.175,0.093,0.101,-0.147,-0.071,-0.142,-0.022,0.097,-0.032,-0.09,0.047,-0.016,-0.098,0.18,0.173,0.011
174,0.014,-0.059,-0.081,0.027,0.107,-0.113,-0.009,0.178,0.144,0.182,0.146,-0.096,0.189,-0.007,0.008,0.131,0.048
175,0.137,0.063,-0.055,-0.001,-0.128,-0.127,0.045,0.057,0.001,0.115,0.129,0.019,0.11,0.12,0.173,-0.101,0.035
176,-0.032,0.013,-0.04,0.07,0.085,-0.059,-0.056,0.134,0.026,0.116,-0.037,-0.053,-0.139,-0.108,0.063,0.113,0.006
