Framework,Sce1.Case1,Sce1.Case2,Sce1.Case3,Sce1.Case4,Sce2.Case1,Sce2.Case2,Sce2.Case3,Sce2.Case4,Sce3.Case1,Sce3.Case2,Sce3.Case3,Sce3.Case4,Sce4.Case1,Sce4.Case2,Sce4.Case3,Sce4.Case4,AVE.
19,0.006,0.052,-0.034,0.035,0.016,-0.012,-0.001,-0.042,0.003,0.008,-0.002,-0.011,-0.004,-0.01,0.036,0.049,0.006
20,0.001,0.001,0.014,0.023,-0.01,0.022,-0.003,-0.036,0.018,-0.002,0.033,0.054,-0.002,0.066,-0.02,0.031,0.012
21,-0.007,-0.001,0.027,0.065,0.02,0.016,0.002,-0.02,0.012,0.035,0.007,-0.025,-0.002,0.056,0.051,0.018,0.016
22,0.053,-0.022,0.018,-0.064,0.005,-0.01,0.072,0.062,0.011,0.058,-0.017,-0.022,0.042,-0.016,-0.002,-0.018,0.009
23,0.026,0.015,0.048,0.014,0.021,-0.01,-0.02,0.092,0.036,0.04,-0.014,0.004,-0.002,0.008,0.037,-0.045,0.016
24,-0.013,0.012,0.043,0.021,-0.022,0.017,-0.006,-0.013,-0.018,0.072,0.049,0.017,0.049,0.022,0.053,-0.031,0.016
25,0.021,0.065,0.006,0.063,0.032,0.049,0.02,0.029,-0.019,0.054,0.011,0.017,0.014,0.005,-0.001,-0.069,0.019
26,-0.004,0.007,0.014,0.002,0.052,0.007,-0.01,-0.028,0,0.009,0.026,0.051,0.005,0.021,0.002,-0.009,0.009
27,0.024,0.101,0.03,0.008,0.013,0.04,-0.007,0.015,0.041,0.042,0.032,0.048,0.02,-0.02,0.048,0.018,0.028
28,-0.025,-0.011,-0.032,0.09,0.01,0.083,0.048,0.041,0.011,0.054,0.036,-0.028,0,0.046,0.007,0.077,0.026
29,0.006,-0.032,-0.009,0.016,0.016,-0.021,0.035,0.002,0.007,-0.027,0.014,0.036,-0.009,0.054,0.008,0.021,0.007
30,-0.047,0.014,0.025,0.092,0.007,0.072,0.024,-0.049,-0.005,0.007,0.015,0.032,0.004,0.046,0.023,0.052,0.019
31,0.049,-0.014,-0.068,0.044,-0.002,-0.028,-0.078,-0.006,-0.016,-0.015,0.024,0.019,0.009,0.038,0.066,0.08,0.006
32,-0.019,-0.005,0.037,0.049,0.031,0.099,0.069,0.085,-0.023,-0.04,0.023,0.038,-0.008,0.022,0.034,0.053,0.028
33,0.006,-0.002,-0.016,0.013,0.044,0.048,0.1,0.059,0.014,-0.043,0.011,0.025,0.061,0.071,-0.019,0.007,0.024
34,0.035,-0.04,0.002,-0.011,-0.01,0.028,-0.016,0.027,0.023,0.044,0.046,0.039,0.044,0.076,0.018,-0.027,0.017
35,0,0.022,0.058,-0.016,-0.001,0.04,0.011,0.114,0,-0.02,-0.061,0.014,-0.007,0.064,0.009,-0.006,0.014
36,0.034,-0.016,-0.006,-0.055,-0.013,0.06,0.046,-0.028,0.007,0.045,0.051,-0.005,0.007,-0.038,0.005,-0.002,0.006
37,0.04,-0.023,0.023,-0.015,0.069,-0.036,0.027,0.147,0.029,0.036,-0.002,-0.031,-0.054,-0.014,0.003,0.084,0.018
38,-0.025,0.008,0.009,-0.093,0.019,-0.004,0.01,0.073,-0.006,0.014,-0.009,0.003,0.046,0.032,-0.019,0.034,0.006
39,0.007,0.001,0.056,0.076,0.013,0.075,0.041,-0.045,0.045,0.055,0.025,0.031,-0.02,0.032,0.021,0.034,0.028
40,0.032,0.044,0.022,-0.014,-0.031,0,0.033,-0.034,0.041,0.02,0.005,0.049,0.007,0.12,0.057,0.052,0.025
41,0.027,0.02,-0.008,0.059,0.022,0.081,-0.017,0.088,0.013,-0.007,0.02,0.099,0.006,0.015,-0.004,0.017,0.027
42,-0.03,0.013,0.044,0.018,0.082,0.008,0.083,-0.08,0.045,0.026,0.005,0.017,0.029,0.064,-0.023,-0.026,0.017
43,0.016,0.031,0.017,0.039,0.018,0.108,-0.043,0.054,0.034,-0.048,-0.013,0.083,0.012,0.05,0.064,-0.028,0.025
44,0.009,0.02,0.019,0.036,-0.01,0.046,0.068,0.115,0.016,0.01,0.078,0.07,0.043,0.083,-0.059,-0.067,0.03
45,-0.02,0.102,0.06,0.033,0.042,0.07,0.039,-0.041,0.035,0.059,0.044,-0.006,0.014,-0.047,0.024,0.044,0.028
46,0.058,-0.014,0.057,0.03,0.06,-0.044,0.017,0.033,0.017,0.006,0.026,0.038,-0.036,0.076,0.036,-0.045,0.02
47,0.024,-0.058,0.05,0.065,0.049,0.04,0.043,0.006,0.059,0.051,0.072,-0.015,-0.028,0.074,0.055,0.04,0.033
48,-0.054,0.016,0.004,-0.002,0.015,-0.053,0.029,0.046,0.023,0.046,0,0.02,0.069,0.056,0.02,0.009,0.015
49,-0.028,0.04,0.043,-0.004,0.097,0.043,0.043,0.049,0.023,0.055,0.132,0.039,0.019,0.026,-0.041,-0.035,0.031
50,0.041,-0.013,0.072,0.049,-0.037,0.05,0.092,0.059,0.069,0.005,0.011,0.149,0.021,0.054,0.011,0.071,0.044
51,-0.055,0.014,0.046,0.02,0.048,0.028,0.064,0.206,-0.01,0,0.018,-0.025,-0.015,-0.032,-0.047,0.009,0.017
52,-0.048,0.056,-0.01,0.114,0.045,0.088,-0.055,0.059,0.028,-0.027,0.072,0.075,0.056,0.056,0.034,0.021,0.035
53,0.005,0.106,0.008,0,0.006,0.004,0.039,-0.008,-0.028,0.034,-0.029,0.036,0,0.056,0.011,0.07,0.019
54,0.045,0.02,-0.043,0.022,0.068,0.057,0.089,-0.019,0.035,-0.006,0.013,-0.005,0.052,0.035,-0.025,-0.013,0.02
55,0.014,0.089,-0.025,-0.016,-0.002,0.111,0.012,-0.048,0.016,0.1,0.052,0.07,0.013,0.072,0.014,-0.078,0.025
56,0.06,0.053,-0.028,-0.016,0.048,-0.016,-0.015,-0.077,0.015,0.091,0.035,0.142,0.025,0.037,0.026,0.095,0.03
57,-0.008,0.069,-0.02,0.023,0.016,0.054,0.06,0.039,0.011,0.011,-0.036,0.079,0.03,0.068,-0.068,0.024,0.022
58,0.038,0.07,0.052,0.091,0.007,0.018,-0.097,0.022,-0.011,0.077,0.08,-0.019,0.082,0.046,0.01,-0.108,0.022
59,-0.057,0.025,-0.026,0.003,-0.007,0.121,0.047,-0.027,-0.012,0.015,-0.042,-0.004,-0.004,-0.028,0.074,0.121,0.012
60,0.01,0.011,0.038,0.12,0.044,0.005,0.035,0.097,0.08,-0.026,-0.008,0.12,-0.066,0.043,0.043,0.053,0.037
61,0.035,0.026,0.011,0.01,-0.016,-0.009,-0.044,0,0.062,0.034,0.005,0.037,0.083,0.03,0.113,-0.088,0.018
62,-0.026,0.059,0.121,0.004,0.014,0.02,-0.028,0.066,0.068,0.053,0.037,-0.002,-0.001,0.075,-0.04,0.047,0.029
63,0.034,0.064,-0.037,0.001,-0.044,0.03,0.01,0.237,-0.005,0.111,0.052,-0.07,0.032,0.043,0.071,0.06,0.037
64,0.103,-0.066,0.066,0.069,0.054,-0.003,0.048,0.186,0.072,-0.085,0.027,-0.009,-0.04,0.073,0.073,0.1,0.042
65,0.064,0.013,0.064,0.058,0.036,0.053,0.028,0.019,0.058,-0.014,0.001,0.188,0.019,0.12,0.152,-0.043,0.051
66,-0.013,-0.06,0.017,-0.027,0.015,0.013,0.045,0.256,0.02,0,-0.024,-0.059,0.046,0.016,-0.014,0.049,0.017
67,-0.013,0.133,-0.008,-0.05,-0.012,0.132,0.04,0.074,0.109,-0.007,0.074,0.232,-0.04,0.059,0.042,0.038,0.05
68,0.013,0.067,0.076,0.202,0.097,0.091,0.07,0.03,0.018,0.026,0.021,0.148,0.021,-0.002,0.052,0.116,0.065
69,0.014,0.041,0.068,0.017,-0.027,-0.04,-0.034,0.031,0.015,0.009,0.033,0.106,0.026,-0.011,0.058,0.064,0.023
70,0.072,0.011,0.043,0.136,0.075,0.008,0.047,0.012,0.039,0.054,0.04,-0.018,-0.004,0.204,0.07,0.022,0.051
71,0.001,0.012,-0.014,-0.138,0.001,0.042,0.04,0.042,0.031,0.068,-0.001,0.073,0.015,0.05,0.073,0.071,0.023
72,0.041,-0.067,-0.011,-0.02,0.057,-0.061,0.035,-0.019,0.009,0.008,0.051,0.086,0.03,0.074,0.046,-0.107,0.01
73,-0.011,-0.007,0.098,0.148,-0.003,-0.056,0.061,-0.044,0.036,0.07,0.054,0.034,0.148,-0.045,0.005,0.069,0.035
74,0.025,-0.097,0.121,-0.037,0.051,0.038,0.039,0.02,0.065,0.034,0.04,-0.1,0.042,0.098,0.076,-0.062,0.022
75,0.019,-0.003,0.031,0.082,0.036,-0.053,0.093,0.012,-0.045,-0.04,0.011,-0.108,0.045,0.012,0.018,0.157,0.017
76,-0.011,0.031,0.036,0.051,0.003,-0.013,0.109,-0.005,0.068,0.044,0.038,0.1,0.03,0.075,0.16,-0.104,0.038
77,-0.008,0.049,0.058,0.04,0.021,0.023,0.105,-0.025,0.037,0.046,0.113,0.064,-0.045,0.087,0.088,0.064,0.045
78,0.069,0.021,0.069,0.134,0.054,0.024,-0.048,0.023,0.034,0.07,0.035,-0.043,-0.006,0.131,0.032,-0.026,0.036
79,0.045,0.108,0.037,0.064,0.156,-0.002,0.053,0.151,0.043,-0.013,0.016,0.052,0.057,0.095,0.12,0.015,0.062
80,0.048,0.058,0.017,0.015,0.017,0.039,0.042,0.065,0.08,0.062,0.156,0.011,0.041,-0.01,-0.03,-0.076,0.033
81,-0.016,0.07,0.055,0.088,0.105,0.025,0.002,0.015,0.03,0.067,0.049,0.096,0.098,0.006,-0.021,-0.043,0.039
82,0.059,0.004,0.071,-0.121,0.031,0.002,0.072,-0.051,0.053,-0.031,0.103,-0.034,-0.005,0.061,0.028,-0.066,0.011
83,-0.02,-0.054,0.136,0.097,0.029,0.057,0.095,-0.101,0.005,-0.122,-0.079,0.074,0.05,0.001,0.092,0.196,0.029
84,-0.007,0.065,0.048,0.068,0.149,0.138,0.082,-0.009,0.038,0.045,0.045,0.045,0.029,0.033,0.039,-0.016,0.05
85,-0.011,0.029,-0.029,0.024,-0.028,0.118,0.049,0.093,0.103,0.012,-0.01,0.011,-0.012,0.043,0.082,-0.011,0.029
86,0.006,0.038,0.066,-0.004,-0.044,0.067,-0.048,0.059,0.064,-0.087,0.042,0.062,0.088,0.021,0.013,-0.053,0.018
87,0.011,0.135,0.084,0.013,0.097,0.127,0.03,0.061,0.017,0.108,0.067,0.053,0.054,-0.078,0.045,0.086,0.057
88,0.019,-0.021,0.024,0.055,-0.057,-0.064,0.064,-0.073,0.014,-0.03,0.049,0.109,0.022,0.005,0.022,-0.065,0.005
89,0.061,0.093,0.053,0.138,0.011,0.051,0.043,0.04,0.088,0.068,0.072,-0.018,0.097,0.072,0.02,0.145,0.065
90,0.006,-0.015,-0.011,0.07,0.044,0.124,0.008,0.061,-0.011,0.018,0.05,0.1,-0.009,-0.012,-0.064,0.06,0.026
91,0,-0.108,0.005,0.188,-0.054,0.077,-0.003,0.208,0.086,-0.066,0.065,0.068,0.004,0.078,-0.001,0.097,0.04
92,0.111,0.004,0.022,0.235,0.057,0.281,0.126,0.095,0.048,0.035,0.039,0.037,0.105,-0.005,0.103,0.144,0.09
93,0.043,0.003,0.011,0.045,0.093,0.044,0.003,0.153,0.054,-0.015,-0.026,0.055,0.051,0.054,-0.043,0.131,0.041
94,-0.056,0.088,0.107,0.04,0.101,0.063,-0.004,0.092,0.024,0.053,-0.067,-0.096,0.12,0.022,0.08,0.087,0.041
95,0.096,0.141,0.139,0.057,0.07,0.001,0.1,0.022,0.053,0.13,0.016,0.096,0.113,0.061,0.141,0.089,0.083
96,0.141,-0.008,-0.062,0.148,0.02,-0.053,0.124,0.066,-0.012,0.044,0.097,-0.1,0.01,-0.055,0.067,-0.005,0.026
97,0.034,0.044,0.151,0.079,0.164,0.063,0.064,-0.02,0,-0.067,-0.069,0.036,0.038,0.011,-0.026,0.24,0.046
98,0.025,0.048,0.14,-0.068,0.074,0.042,0.046,0.15,0.103,0.005,-0.038,0.042,0.019,0.078,-0.047,0.001,0.039
99,0.02,0.055,0.08,0.139,0.059,0.064,0.07,0.043,0.029,0.008,0.009,-0.054,0.012,-0.061,0.11,0.23,0.051
100,-0.004,0.103,0.072,0.068,0.106,-0.013,0.113,0.009,0.064,0.073,0.137,-0.041,0.034,0.127,-0.011,0.081,0.057
101,0.037,-0.03,0.052,0.033,0.017,-0.02,-0.02,-0.053,0.062,0.061,0.077,0.051,0.001,0.078,0.028,0.259,0.04
102,0.052,-0.061,0.069,0.186,0.079,0.058,0.097,0.018,0.032,0.1,-0.051,-0.053,0.077,0.083,-0.024,-0.044,0.039
103,0.067,0.065,0.019,0.006,0.028,0.063,0.095,0.064,0.049,0.052,0.011,0.119,0.086,0.057,0.02,0.017,0.051
104,0.037,0.043,0.058,0.164,-0.085,0.017,0.08,0.114,0.108,0.073,0.013,0.054,0.017,-0.066,0.021,0.005,0.041
105,0.053,0.082,0.018,0.071,0.186,0.084,0.148,0.044,0.015,0.058,0.061,0.03,0.075,0.036,0.008,-0.074,0.056
106,-0.004,-0.068,0.099,0.138,0.054,0.229,-0.007,0.063,0.027,0.142,0.054,0.262,-0.004,-0.055,0.132,-0.066,0.062
107,0.009,-0.02,0.06,0.088,0.011,-0.045,-0.064,0.205,-0.015,0.107,0.083,-0.027,0.048,0.252,0.07,0.198,0.06
108,0.029,-0.05,0.047,0.14,-0.007,-0.017,0.109,0.145,-0.026,0.122,0.085,0.227,0.026,-0.042,0.066,-0.075,0.049
109,0.055,0.066,0.115,0.025,0.056,-0.079,0.029,-0.043,0.034,-0.042,0.135,0.017,-0.015,0.088,0.134,0.018,0.037
110,-0.067,0.184,0.143,0.068,0.107,-0.03,0.081,-0.016,0.085,0.076,-0.048,-0.2,-0.031,0.07,0.07,0.211,0.044
111,-0.033,0.084,-0.051,-0.022,0.056,0.206,0.108,0.071,0.034,0.011,-0.002,0.155,0.066,0.068,0.064,-0.012,0.05
112,0.051,0.056,0.059,-0.019,0.087,0.13,0.097,-0.028,0.036,0.121,0.177,0.115,0.011,0.006,-0.073,-0.034,0.05
113,-0.01,0.086,0.113,0.042,-0.056,0.157,0.032,-0.196,0.009,0.033,0.126,0.24,-0.008,-0.01,-0.109,-0.057,0.025
114,0.101,0.028,0.099,0.041,0.037,0.103,0.032,0.218,0.11,-0.068,-0.018,0.055,0.065,0.035,0.096,0.078,0.063
115,0.083,-0.007,0.147,0.039,0.058,-0.04,0.067,0.067,0.058,-0.026,0.024,-0.022,0.026,-0.006,-0.01,0.01,0.029
116,0.069,0.016,0.087,0.191,-0.007,0.063,0.034,0.122,-0.016,-0.073,0.002,0.039,0.041,0.077,0.102,0.097,0.053
117,0.118,0.132,0.07,0.002,0.047,0.146,0.161,-0.076,0.075,0.039,0.147,-0.079,-0.04,0.151,0.149,0.186,0.077
118,0.095,-0.014,0.032,0.081,0.019,0.205,-0.07,0.181,0.03,-0.032,0.142,-0.041,0.161,-0.036,0.122,0.145,0.064
119,0.105,-0.005,-0.043,-0.053,-0.004,-0.034,0.09,-0.097,0.019,-0.019,0.087,0.225,0.004,0.15,0.198,-0.022,0.038
120,0.012,0.078,0.171,0.115,0.047,0.051,0.03,0.134,0.022,0.011,0.074,-0.023,0.035,0.025,-0.054,0.018,0.047
121,0.01,-0.09,0.05,0.03,0.066,0.115,0.038,-0.148,0.069,-0.11,0.043,0.108,0.018,-0.066,0.041,-0.006,0.011
122,0.072,-0.119,0.121,0.17,0.095,-0.05,0.052,0.105,0.079,0.111,0.051,0.031,0.044,0.082,0.09,0.051,0.062
123,0.041,0.141,0.008,0.063,0.016,-0.078,0.025,0.049,-0.009,0.101,0.092,-0.146,0.111,0.051,0.114,0.065,0.04
124,-0.025,-0.049,0.101,-0.129,0.028,0.117,0.12,-0.079,0.055,0.051,-0.07,-0.061,0.039,-0.034,0.053,-0.027,0.006
125,0.009,-0.004,0.015,-0.128,0.151,0.132,0.085,0.219,0.005,-0.014,0.092,0.099,-0.028,0.102,0.131,0.002,0.054
126,-0.018,-0.106,0.154,-0.114,0.077,0.07,0.202,0.034,0.066,0.069,0.092,0.016,-0.064,0.063,0.044,0.089,0.042
127,0.056,0.048,0.11,0.076,0.053,0.096,-0.008,-0.125,0.03,0.227,0.094,0.103,0.08,0.115,0.128,0.219,0.081
128,0.015,-0.026,0.074,0.051,-0.078,0.219,0.132,0.013,0.118,0.013,0.091,0.028,-0.009,0.015,-0.031,0.125,0.047
129,0.046,-0.027,0.02,0.024,0.112,0.005,0.025,0.102,0.086,0.151,0.161,0.028,0.074,0.025,-0.008,-0.009,0.051
130,0.039,0.044,0.042,0.05,0.074,0.066,0.147,0.203,0.044,-0.039,0.1,-0.002,0.054,-0.019,0.012,-0.041,0.048
131,-0.007,0.011,0.122,-0.019,0.075,0.09,0.122,0.044,-0.026,0.092,0.133,0.084,0.047,0.008,0.05,-0.065,0.048
132,0.001,-0.046,0.165,0.08,-0.025,0.061,0.026,0.031,0.027,-0.085,0.099,-0.029,-0.04,0.153,0.096,-0.022,0.031
133,0.092,-0.079,-0.018,-0.084,0.123,0.049,-0.01,0.023,0.045,-0.029,0.058,0.107,0.13,0.016,0.091,0.203,0.045
134,0.066,-0.018,0.126,0.033,0.038,-0.095,0.093,-0.008,0.038,-0.094,0.175,-0.118,-0.002,-0.117,0.149,0.075,0.021
135,0.02,0.186,0.092,0.046,0.101,0.011,0.141,0.162,-0.054,0.048,0.068,0.104,0.062,-0.095,0.161,0.169,0.076
136,0.002,0.174,0.107,0.042,0.114,-0.026,0.061,0.113,0.045,0.035,0.108,0.033,-0.008,0.068,0.163,0.073,0.069
137,0.133,0.155,0.133,0.186,-0.047,0.091,0.074,0.011,0.063,0.004,0.081,-0.1,0.038,0.155,0.193,0.101,0.08
138,0.018,0.111,0.115,0.069,0.119,-0.021,0.053,-0.131,0.024,-0.067,0.088,-0.026,-0.061,-0.085,0.109,-0.045,0.017
139,0.037,0.101,0.09,0.067,0.064,0.205,0.005,0.256,0.021,0.169,0.119,0.191,-0.068,0.015,0.084,0.102,0.091
140,0.121,0.015,0.075,-0.028,-0.045,0.065,0.108,0.044,0.009,-0.049,0.055,0.118,0.089,0.058,0.116,-0.182,0.035
141,-0.071,0.028,0.113,-0.018,0.044,0.056,0.03,0.022,0.045,0.07,0.119,-0.018,-0.011,0.025,0.045,0.237,0.045
142,0.085,-0.056,0.113,0.096,0.049,0.103,0.105,0.132,0.011,-0.028,0.178,-0.007,0.096,0.051,0.067,0.23,0.076
143,0.03,-0.097,0.167,-0.055,0.014,-0.037,0.182,-0.015,-0.002,-0.013,0.098,0.046,0.19,-0.023,0.128,0.123,0.046
144,0.057,0.027,0.068,0.249,0.057,0.18,0.159,0.034,0.039,0.026,0.072,0.01,0.074,0.06,0.115,0.136,0.085
145,0.023,0.103,0.012,0.124,0.181,0.317,0.168,-0.05,0.07,0.087,0.026,0.262,0.137,0.046,0.002,0.222,0.108
146,-0.067,-0.098,0.091,0.19,0.089,0.079,0.081,0.107,-0.073,0.014,0.039,0.187,0.118,0.008,0.035,0.11,0.057
147,0.018,-0.015,0.09,-0.004,0.148,0.087,0.108,0.189,0.007,0.18,0.121,-0.046,-0.021,-0.061,0.04,-0.107,0.046
148,-0.038,0.035,0.109,0.128,-0.106,0.243,0.001,-0.124,0.134,0.026,0.2,-0.023,0.014,0.03,0.163,-0.111,0.043
149,0.026,0.083,0.171,0.274,0.108,-0.055,-0.061,-0.105,-0.051,0.047,0.184,-0.02,0.05,-0.009,-0.024,0.121,0.046
150,0.13,-0.018,0.107,-0.013,0.006,0.014,0.164,0.193,0.109,0.032,0.08,0.244,0.078,-0.027,0.095,0.077,0.079
151,0.063,-0.103,-0.053,0.025,-0.055,-0.012,0.065,0.084,0.004,-0.14,0.004,0.059,-0.079,0.062,-0.014,0.249,0.01
152,0.029,0.02,0.18,0.165,0.15,0.028,0.17,0.045,0.089,0.086,0.088,0.054,0.022,0.11,0.003,0.306,0.096
153,-0.015,0.094,0.091,0.073,0.029,0.105,-0.099,0.266,0.193,0.097,0.062,0.065,-0.013,-0.114,0.018,0.045,0.056
154,0.104,0.147,-0.01,0.089,0.058,0.072,0.067,0.209,0.006,-0.043,0.055,0.037,0.083,0.035,-0.039,0.059,0.058
155,0.077,0.133,0.094,-0.054,0.043,0.105,0.116,-0.219,0.091,-0.038,0.114,0.007,0.038,0.157,0.109,0.082,0.053
156,0.044,0.099,0.138,0.008,0.092,0.149,0.092,0.029,0.017,0.052,0.054,0.02,0.081,-0.037,0.018,0.276,0.071
157,0.096,0.03,0.161,0.014,0.122,-0.068,0.152,0.161,0.119,-0.009,0.248,-0.003,0.102,0.053,-0.031,0.074,0.076
158,-0.01,0.001,0.119,-0.102,-0.076,0.168,0.033,0.139,0.123,-0.061,0.096,0.087,-0.013,0.033,0.073,0.08,0.043
159,0.063,0.002,0.044,-0.052,-0.046,0.103,-0.003,0.225,0.102,0.01,0.125,0.067,0.068,0.029,-0.019,0.056,0.048
160,0.157,0.053,0.166,0.039,0.087,0.074,-0.022,0.077,0.05,-0.081,0.014,-0.027,0.091,0.17,-0.018,0.153,0.061
161,0.011,-0.085,0.158,0.042,0.068,0.08,-0.075,0.238,0.049,0.034,0.113,0.047,0.066,0.015,-0.008,-0.039,0.045
162,-0.014,0.032,0.203,0.058,0.047,0.005,-0.024,0.161,-0.006,0.011,0.089,0.04,0.03,0.128,0.201,0.357,0.082
163,-0.038,0.034,0.126,0.038,-0.077,0.038,0.093,0.035,-0.058,-0.024,0.167,0.137,0.002,0.083,0.077,0.097,0.046
164,0.057,-0.072,0.078,0.056,0.02,0.106,0.148,-0.108,0.106,0.093,0.173,0.08,0.038,-0.034,0.024,0.146,0.057
165,0.122,-0.041,0.008,0.236,0.087,-0.058,0.021,0.127,0.052,0.106,0.204,0.11,0.018,-0.087,0.164,0.024,0.068
166,0.066,0.081,0.078,0.122,0.055,0.08,-0.052,0.22,0.182,-0.043,0.198,0.158,0.105,0.13,-0.062,0.027,0.084
167,-0.03,0.103,0.149,0.058,0.152,-0.022,0.127,0.014,-0.016,0.055,0.081,0.082,-0.026,0.077,0.182,0.024,0.063
168,0.088,0.167,0.153,0.233,0.095,0.116,0.068,-0.039,0.015,0.215,0.13,0.097,0.033,0.216,0.044,-0.053,0.099
169,0.069,-0.033,0.163,0.168,-0.038,-0.032,0.179,-0.165,0.047,0.1,0.075,0.054,0.087,0.058,-0.033,0.07,0.048
170,0.132,0.032,0.092,-0.056,0.167,0.184,-0.019,0.064,0.066,0.058,0.222,-0.023,-0.016,0.251,0.008,-0.226,0.059
171,0.077,0.079,0.111,0.079,0.142,0.195,0.044,0.139,0.019,-0.079,0.107,0.163,0.077,0.206,0.124,0.004,0.093
172,0.138,-0.032,0.124,0.176,0.083,0.005,0.296,0.051,0.064,0.117,0.163,-0.007,-0.02,0.09,-0.045,0.252,0.091
173,0.116,0.038,0.05,0.116,0.019,-0.005,0.081,0.327,0.086,0.005,-0.032,0.245,0.003,0.019,0.101,0.047,0.076
174,0.136,-0.027,0.039,0.147,0.145,-0.094,0.183,0.199,0.052,0.033,-0.075,0.166,0.022,-0.008,0.158,0.167,0.078
175,0.044,0,0.195,0.133,0.054,0.14,0.07,0.175,0.126,0.045,0.091,0.084,0.172,-0.055,0.067,0.009,0.084
176,0.193,-0.104,0.046,0.327,0.022,-0.069,0.035,-0.108,0.111,-0.02,0.143,0.139,0.018,-0.094,0.155,0.17,0.06
177,0.008,0.136,0.084,0.064,0.061,-0.026,0.192,0.094,0.014,0.133,0.133,0.002,0.058,-0.001,0.222,0.027,0.075
178,0.058,0.003,0.095,-0.048,0.175,0.078,0.174,0.112,0.12,0.005,0.13,0.157,0.041,-0.067,0.13,0.12,0.08
179,0.046,0.069,0.055,0.096,0.231,0.079,0.044,0.003,0.004,0.105,0.091,0.084,-0.007,-0.037,0.018,0.21,0.068
180,0.091,0.025,0.118,0.02,-0.074,0.092,0.137,-0.034,0.119,-0.158,0.186,0.22,0.064,-0.002,0.092,-0.203,0.043
181,0.12,0.044,0.159,0.096,-0.033,-0.041,0.128,0.007,0.082,0.016,0.162,0.123,0.038,-0.181,-0.023,0.011,0.044
182,0.081,0.15,0.12,0.086,0.125,0.164,-0.1,0.167,0.114,0.176,0.025,0.188,0.103,0.172,0.034,0.181,0.112
183,-0.061,-0.144,0.006,-0.003,0.05,0.212,0.051,0.028,0.092,-0.098,0.133,-0.039,0.064,-0.032,0.031,0.308,0.037
184,-0.059,0.155,0.143,-0.159,0.07,0.172,-0.031,-0.121,-0.011,-0.01,0.077,0.078,0.082,-0.012,0.174,0.073,0.039
185,0.11,0.089,0.153,-0.018,0.039,0.026,0.127,-0.138,0.036,0.087,0.045,0.1,0.072,0.064,0.128,0,0.057
