Framework,Sce1.Case1,Sce1.Case2,Sce1.Case3,Sce1.Case4,Sce2.Case1,Sce2.Case2,Sce2.Case3,Sce2.Case4,Sce3.Case1,Sce3.Case2,Sce3.Case3,Sce3.Case4,Sce4.Case1,Sce4.Case2,Sce4.Case3,Sce4.Case4,AVE.
38,-0.004,0.056,-0.079,0.044,-0.026,0.016,-0.062,-0.101,-0.015,0.047,-0.007,-0.055,-0.023,-0.004,-0.036,0.035,-0.013
39,-0.016,0.007,0.024,0.02,0.021,-0.012,-0.031,-0.008,0.031,-0.012,0.003,-0.085,-0.021,-0.029,0.022,0.055,-0.002
40,0.01,-0.047,-0.042,-0.009,-0.035,0.001,0.01,0.04,0.038,0.009,-0.076,-0.045,-0.017,-0.001,0.009,0.086,-0.004
41,0.012,-0.031,0.01,-0.072,0.01,-0.029,-0.017,0.039,-0.046,-0.007,-0.011,-0.072,-0.028,0.116,-0.048,0.037,-0.009
42,0.012,0.021,-0.074,-0.057,0.03,-0.028,-0.054,0.084,-0.033,0.059,-0.079,0.039,-0.028,-0.008,-0.054,0.07,-0.006
43,-0.014,0.039,-0.064,-0.026,-0.034,0.074,0.036,-0.011,-0.013,0.03,-0.047,-0.059,-0.022,0.03,0.04,0.003,-0.002
44,0.029,0.035,0.004,-0.032,-0.038,0.011,0.048,0.064,-0.032,0.023,-0.052,-0.123,-0.022,0.015,0.077,-0.009,0
45,0.047,0.013,-0.012,-0.015,-0.045,-0.031,0.006,0.041,-0.034,0.04,0.031,0.015,-0.016,0.053,0.013,-0.039,0.004
46,-0.081,-0.019,-0.032,0.035,-0.002,0.067,-0.072,0.07,-0.043,0.036,-0.057,-0.043,-0.024,0.01,-0.003,-0.005,-0.01
47,-0.002,0.024,-0.028,0.027,0.006,0.017,-0.059,-0.004,-0.02,-0.045,-0.005,-0.07,0.001,0.034,-0.029,0.011,-0.009
48,-0.027,-0.017,-0.068,-0.022,0.003,-0.031,-0.043,0.011,-0.02,-0.003,-0.035,-0.045,-0.035,0.057,-0.02,-0.033,-0.021
49,0.017,-0.02,-0.032,-0.028,0.028,0.039,-0.027,-0.022,-0.033,-0.041,0.008,0.067,-0.039,-0.038,-0.027,-0.003,-0.009
50,0.008,-0.008,-0.088,0.007,-0.067,0.025,-0.027,0.032,0.02,0.01,-0.056,-0.023,-0.027,0.108,-0.067,-0.045,-0.012
51,-0.017,0.015,0.01,-0.012,-0.029,0.074,-0.034,-0.003,-0.026,-0.02,-0.035,0.007,0.017,0.043,-0.062,-0.044,-0.007
52,-0.034,0.034,-0.102,0.056,0.003,-0.039,-0.07,-0.015,-0.009,0.06,0.016,-0.039,-0.047,0.015,-0.018,-0.049,-0.015
53,0.028,0.008,0.009,-0.013,0.03,0.033,-0.05,0.033,-0.03,-0.011,0.014,-0.014,0.002,0.031,-0.038,0.005,0.002
54,0.01,0.052,-0.044,0.002,-0.007,-0.036,-0.081,-0.026,-0.062,0.005,-0.021,-0.056,-0.029,0.002,-0.007,-0.082,-0.024
55,-0.039,-0.007,-0.059,0.087,0.014,0.141,0.002,0.078,-0.026,-0.08,-0.069,-0.058,-0.07,-0.021,0.003,-0.066,-0.011
56,0.009,0.07,-0.034,0.034,-0.026,0.089,0.005,0.066,0.015,0.011,0.031,0.022,-0.007,0.02,0.011,-0.002,0.02
57,-0.019,0,-0.047,-0.054,0.015,-0.023,-0.048,-0.106,0.005,0.031,-0.015,-0.055,-0.046,-0.043,-0.07,0.029,-0.028
58,-0.025,0.028,-0.062,-0.023,-0.058,-0.05,-0.061,-0.078,0.038,-0.046,-0.055,0.023,0.036,-0.054,0.025,-0.118,-0.03
59,-0.056,0.008,-0.026,-0.001,-0.032,0.005,0.024,0.057,0.003,-0.065,-0.057,-0.132,-0.026,-0.014,-0.069,0.041,-0.021
60,-0.01,-0.007,-0.109,0.082,-0.027,-0.05,-0.003,-0.023,-0.042,0.104,0.003,-0.041,-0.03,0.059,-0.055,-0.056,-0.013
61,-0.054,-0.005,-0.054,-0.101,0.006,0.038,-0.039,-0.012,-0.034,0.048,0.001,0.003,0.01,0.006,-0.045,0.126,-0.007
62,-0.023,0.011,-0.022,-0.016,-0.029,-0.039,0.012,-0.069,-0.002,-0.088,-0.052,-0.037,-0.021,0.043,-0.001,-0.012,-0.022
63,0.033,-0.012,-0.062,-0.028,-0.006,0.097,-0.053,0.009,-0.009,-0.028,-0.022,-0.011,-0.029,0.029,-0.021,-0.046,-0.01
64,0.017,0.067,-0.021,-0.012,-0.038,-0.002,0.039,0.141,-0.088,-0.042,-0.002,0.021,0.01,-0.011,0.017,0.072,0.011
65,-0.002,0.019,-0.025,-0.126,-0.005,0.025,-0.05,-0.049,-0.038,0.013,-0.045,-0.068,0.021,0.024,-0.087,-0.031,-0.027
66,0.021,0.045,-0.082,-0.09,-0.006,0.028,-0.021,-0.036,-0.053,-0.082,-0.034,0.034,-0.047,-0.002,-0.028,-0.081,-0.027
67,-0.026,-0.01,-0.046,0.003,-0.021,0.074,-0.043,0.027,0.022,-0.003,-0.046,0.011,0.074,0.025,-0.009,-0.091,-0.004
68,-0.054,-0.054,-0.073,0.032,0.043,0.097,-0.026,-0.105,-0.026,-0.031,-0.108,-0.067,0.008,0.131,-0.051,0.022,-0.016
69,-0.005,-0.02,-0.064,-0.04,0.039,-0.017,0.052,0.061,-0.013,0.043,-0.085,-0.082,-0.008,0.086,-0.108,-0.119,-0.017
70,-0.021,-0.03,-0.046,-0.008,-0.078,0.001,-0.096,0.014,-0.004,0.047,-0.066,-0.011,0.062,-0.081,0.014,-0.155,-0.029
71,-0.104,-0.058,-0.004,-0.039,-0.01,0.118,-0.013,-0.044,-0.04,-0.001,0.006,-0.065,-0.037,0.069,-0.008,0.036,-0.012
72,-0.026,0.025,-0.033,0.004,-0.058,-0.033,-0.097,0.026,0.025,0.013,0.003,-0.074,-0.057,-0.027,-0.03,0.076,-0.016
73,0.01,0.037,-0.052,-0.113,-0.074,-0.006,-0.091,-0.13,-0.055,0.072,-0.071,-0.043,0.026,-0.019,-0.038,0.005,-0.034
74,-0.057,-0.066,-0.059,-0.074,-0.057,0.022,-0.085,0.082,0.061,-0.066,-0.071,-0.098,0.046,0.019,-0.004,0.147,-0.016
75,-0.028,0.053,-0.046,-0.165,-0.057,0.025,-0.062,-0.071,-0.002,-0.028,-0.048,-0.058,-0.056,0.041,-0.014,-0.025,-0.034
76,0.004,-0.015,-0.013,0.032,0.001,0.019,0.013,0.117,-0.029,-0.034,-0.081,-0.137,0.056,-0.02,0.001,0.071,-0.001
77,-0.058,0.004,-0.066,-0.073,-0.036,0.074,-0.019,-0.061,0,-0.004,-0.042,0.007,-0.045,-0.047,-0.067,-0.049,-0.03
78,-0.042,-0.005,-0.034,0.006,-0.012,0.046,-0.035,-0.101,-0.045,-0.027,-0.072,-0.073,0.004,0.014,-0.04,-0.027,-0.028
79,-0.042,0.116,-0.06,0.02,-0.044,0.052,-0.103,0.024,-0.007,-0.006,-0.043,0.011,0.007,-0.055,0.034,0.05,-0.003
80,-0.07,0.041,0.006,-0.124,-0.039,-0.072,-0.137,-0.074,-0.016,-0.03,-0.006,-0.068,-0.018,0.064,-0.008,-0.021,-0.036
81,0.006,-0.1,-0.111,-0.055,-0.006,-0.042,-0.035,0.064,-0.005,-0.013,0.008,-0.052,0.015,0.128,0.02,-0.079,-0.016
82,-0.007,-0.053,-0.071,-0.025,-0.012,0.082,-0.007,0.021,-0.015,-0.018,-0.011,-0.017,-0.014,0.008,0.041,0.011,-0.006
83,0.006,-0.052,-0.063,-0.132,0.043,-0.016,0.002,-0.088,-0.057,-0.015,-0.095,-0.125,-0.024,-0.019,-0.035,-0.091,-0.048
84,-0.021,0.034,-0.043,-0.008,0.018,-0.001,-0.052,-0.109,-0.053,-0.086,-0.067,-0.059,-0.044,0.008,-0.075,-0.104,-0.041
85,-0.027,-0.053,-0.043,0.005,-0.046,-0.051,-0.015,-0.103,0.027,-0.072,-0.11,-0.038,-0.039,-0.013,0.007,0.056,-0.032
86,-0.068,-0.122,-0.019,0.007,-0.041,0.034,-0.043,-0.124,-0.066,-0.035,-0.13,-0.069,-0.051,0.005,-0.013,0.043,-0.043
87,-0.055,-0.049,-0.069,-0.051,-0.046,0.031,-0.066,-0.083,0.005,-0.044,-0.093,0.041,-0.03,0.025,0.022,-0.132,-0.037
88,-0.058,-0.001,-0.016,-0.095,-0.068,0,-0.05,-0.031,-0.084,-0.096,-0.061,-0.001,-0.112,0.06,-0.073,-0.143,-0.052
89,-0.033,0.013,-0.105,0.026,-0.066,0.064,0.031,0.059,-0.034,0.073,-0.099,-0.163,-0.076,-0.002,-0.102,0.036,-0.024
90,-0.013,-0.054,-0.071,-0.137,0.037,-0.024,-0.076,-0.07,0.021,0.003,-0.007,0.038,-0.078,0.015,-0.044,-0.005,-0.029
91,-0.069,-0.009,-0.1,-0.044,-0.035,-0.008,-0.04,-0.084,-0.023,-0.028,-0.067,-0.102,-0.012,-0.021,-0.097,0.097,-0.04
92,-0.056,-0.028,-0.045,-0.012,0.016,-0.027,-0.076,-0.051,-0.017,-0.011,-0.015,-0.02,-0.075,0.009,-0.029,-0.102,-0.034
93,-0.071,0.074,-0.137,0.05,0.003,0.09,-0.076,-0.009,-0.047,-0.061,-0.036,-0.071,0.046,0.117,-0.045,-0.052,-0.014
94,-0.019,0,-0.096,-0.091,0.016,0.06,-0.061,-0.028,-0.044,-0.093,-0.038,-0.128,-0.051,0.059,-0.053,-0.049,-0.039
95,-0.021,-0.039,-0.061,0.016,-0.026,0.007,-0.07,0.054,-0.038,0.109,-0.048,-0.044,-0.041,0.04,-0.037,0.046,-0.01
96,-0.074,-0.11,-0.015,0.039,0.006,0.044,0.002,0.069,-0.038,-0.023,-0.016,-0.098,0.048,-0.119,-0.035,-0.016,-0.021
97,-0.044,0.018,-0.071,-0.017,-0.086,0.018,-0.092,-0.069,-0.075,0.019,0.051,-0.085,0.033,0.052,-0.02,-0.049,-0.026
98,-0.022,0.024,-0.08,0.011,0.012,0.044,0.02,-0.169,-0.016,-0.038,-0.079,0.007,-0.014,0.045,-0.015,-0.031,-0.019
99,-0.068,0.105,-0.1,-0.083,-0.015,0.064,0.004,0.14,-0.042,-0.023,-0.126,-0.005,-0.072,0.023,-0.109,0.081,-0.014
100,-0.036,0.035,-0.117,-0.056,-0.073,-0.049,-0.025,0.097,-0.084,-0.056,-0.089,-0.041,-0.017,0.091,-0.139,-0.036,-0.037
101,-0.013,-0.048,0.024,0.074,-0.009,0.116,-0.068,-0.08,-0.022,-0.098,-0.011,0.034,-0.072,0.075,-0.074,0.075,-0.006
102,0.024,-0.048,-0.049,-0.064,0.03,0.061,-0.126,-0.007,0.003,-0.094,-0.02,-0.086,-0.016,-0.041,-0.109,-0.002,-0.034
103,-0.058,0.118,-0.005,-0.148,-0.006,0.131,-0.093,-0.16,-0.018,0.018,-0.031,0.01,-0.054,0.156,-0.058,-0.054,-0.016
104,-0.032,-0.052,-0.07,-0.042,-0.092,-0.089,0.041,0.048,-0.073,0.031,-0.104,-0.189,-0.068,0.051,-0.095,-0.141,-0.055
105,-0.023,0.018,0,-0.043,0.012,-0.091,-0.18,-0.085,-0.035,-0.063,-0.112,0.002,-0.059,-0.053,0.028,0.121,-0.035
106,-0.03,0.052,-0.06,-0.142,-0.038,-0.076,-0.074,-0.093,0.004,0.028,-0.006,0.029,-0.005,-0.061,0.007,-0.03,-0.031
107,-0.081,0.034,-0.078,-0.09,-0.012,-0.048,-0.015,0.001,-0.071,-0.089,-0.062,0.04,0.054,-0.041,-0.132,-0.12,-0.044
108,-0.038,0.028,-0.145,-0.122,-0.008,0.064,-0.048,-0.003,-0.094,0.025,-0.073,-0.059,0.009,0.019,-0.058,-0.122,-0.039
109,0.017,-0.092,0.033,-0.052,-0.019,-0.042,-0.1,0.015,-0.016,0.027,0.007,-0.128,-0.076,-0.059,-0.107,-0.131,-0.045
110,-0.061,0.085,-0.105,-0.008,-0.086,0.08,-0.087,0.03,-0.054,-0.008,0.023,-0.112,-0.068,0.004,-0.124,0.014,-0.03
111,-0.028,-0.004,-0.073,-0.12,-0.055,-0.001,-0.013,-0.2,-0.006,0.019,-0.065,-0.065,-0.088,-0.035,-0.075,0.165,-0.04
112,0.001,-0.003,-0.004,0.023,-0.052,0.092,0.035,-0.07,-0.023,0.022,-0.044,-0.14,-0.025,-0.052,-0.042,0,-0.018
113,0.071,0.112,-0.045,-0.062,-0.027,0.048,-0.034,-0.154,-0.046,-0.043,-0.084,-0.165,-0.055,-0.064,-0.055,-0.006,-0.038
114,-0.05,-0.05,-0.024,-0.043,-0.028,0.045,-0.088,-0.012,-0.085,-0.069,0.003,0.035,0.015,-0.09,-0.228,-0.052,-0.045
115,-0.017,-0.087,-0.057,-0.057,0.01,0.104,0.015,0.13,0,-0.027,-0.107,-0.056,0.041,-0.037,-0.018,0.004,-0.01
116,0.019,-0.164,0.005,0.014,-0.061,-0.031,-0.067,0.118,-0.106,0.042,-0.052,-0.121,-0.056,0.084,-0.074,0.058,-0.025
117,-0.051,-0.015,-0.038,-0.023,-0.025,0.184,-0.128,-0.102,-0.039,0.004,-0.084,0.125,-0.085,0.189,-0.005,-0.089,-0.011
118,0.025,-0.037,-0.048,-0.084,-0.117,0.009,-0.115,0.001,-0.016,-0.096,-0.105,-0.098,0.041,-0.006,-0.002,-0.032,-0.042
119,-0.093,-0.202,-0.07,-0.147,-0.169,-0.029,0.056,0.018,0.014,-0.022,-0.146,-0.055,-0.074,0.025,0.02,-0.026,-0.056
120,-0.021,0.037,-0.095,0.035,0.075,0.008,-0.024,0.006,-0.017,0.057,-0.038,-0.041,-0.084,0.065,-0.1,-0.17,-0.019
121,-0.059,-0.038,-0.09,0.095,-0.036,0.013,-0.028,0.122,-0.026,-0.053,-0.018,0.017,-0.014,-0.043,-0.045,0.048,-0.01
122,-0.025,-0.055,-0.065,0.058,0.081,0.119,-0.147,-0.104,0.003,-0.02,0.04,0.015,-0.006,-0.061,0.002,-0.06,-0.014
123,-0.029,-0.06,-0.161,0.054,-0.068,0.106,-0.046,-0.032,-0.155,-0.092,-0.019,-0.084,-0.085,0.033,-0.081,-0.192,-0.057
124,-0.076,-0.004,-0.106,-0.119,0.015,0.067,-0.03,-0.268,0.03,-0.037,-0.073,-0.041,-0.101,-0.042,-0.029,0.088,-0.045
125,-0.046,-0.014,-0.025,-0.06,-0.128,0.036,0.05,-0.059,-0.142,0.021,-0.004,-0.159,-0.002,0.1,-0.164,-0.023,-0.039
126,-0.072,-0.131,-0.002,-0.108,-0.041,0.033,-0.043,0.077,-0.009,-0.022,-0.131,-0.098,-0.068,0.101,-0.154,-0.132,-0.05
127,-0.008,-0.15,-0.048,-0.146,0.009,0.14,0.01,-0.119,-0.071,0.036,-0.032,0.061,-0.06,0.05,-0.208,-0.051,-0.037
128,-0.018,0.11,-0.06,-0.082,-0.217,0.065,-0.011,-0.104,0.018,-0.048,-0.083,-0.074,-0.059,0.007,-0.092,0.025,-0.039
129,-0.04,0.016,-0.201,0.014,-0.062,-0.079,-0.031,-0.12,-0.008,-0.031,-0.176,-0.039,-0.017,-0.061,-0.052,-0.054,-0.059
130,0.012,0.035,-0.025,-0.057,-0.122,0.05,-0.013,-0.069,-0.138,-0.008,-0.117,-0.056,-0.013,-0.057,-0.154,-0.145,-0.055
131,-0.056,-0.016,-0.071,-0.054,-0.054,-0.12,-0.029,-0.095,0.006,0.01,-0.089,-0.058,0.048,-0.123,-0.085,-0.098,-0.055
132,-0.069,-0.17,-0.094,-0.088,-0.025,0.048,-0.066,0.066,0.001,0.043,-0.025,-0.136,-0.049,-0.051,-0.122,-0.059,-0.05
133,-0.014,0.104,-0.18,-0.052,-0.12,-0.005,-0.075,-0.025,-0.02,0.002,-0.11,-0.028,-0.082,0,-0.026,-0.052,-0.043
134,-0.04,-0.001,-0.135,0.075,-0.045,0.03,-0.007,-0.081,-0.024,0.015,0.022,0.059,-0.065,0.122,-0.013,0.063,-0.002
135,-0.142,-0.02,-0.078,-0.041,-0.049,-0.07,-0.087,0.054,-0.084,-0.008,-0.086,-0.079,-0.008,-0.068,-0.094,-0.005,-0.054
136,-0.033,-0.099,-0.135,0.038,-0.006,-0.058,-0.098,-0.008,0.032,0.062,-0.072,-0.036,0.032,-0.064,-0.057,-0.208,-0.044
137,0.066,-0.034,-0.085,-0.122,0.01,-0.026,-0.044,0.018,0.034,0.021,-0.004,-0.041,0.027,0.116,-0.032,-0.072,-0.011
138,-0.062,0.114,-0.094,0.088,-0.006,-0.088,-0.146,-0.124,-0.048,0.005,0.026,-0.152,-0.098,0.157,-0.007,0.114,-0.02
139,0.001,-0.124,-0.109,-0.118,-0.153,-0.042,-0.112,0.077,-0.017,0.096,-0.083,-0.149,-0.011,-0.019,0.006,-0.208,-0.06
140,-0.052,-0.005,-0.002,-0.115,0.013,0.064,-0.04,0.003,-0.079,-0.04,-0.169,-0.06,-0.109,0.009,-0.025,0.027,-0.036
141,-0.035,0.069,-0.006,0.146,-0.038,0.108,-0.043,0.029,-0.033,0.062,-0.029,-0.201,-0.038,-0.102,-0.086,-0.078,-0.017
142,-0.04,0.034,0.02,0.001,-0.116,-0.002,-0.119,-0.12,-0.038,-0.147,-0.095,-0.044,-0.098,0.098,-0.122,0.06,-0.046
143,-0.084,0.134,-0.134,0.026,-0.068,0.06,-0.011,-0.108,-0.121,0.032,-0.076,-0.174,-0.127,0.039,-0.091,-0.011,-0.045
144,0.013,-0.056,-0.182,-0.119,0.012,-0.031,-0.031,0.106,-0.143,0.07,-0.113,-0.023,-0.091,0.153,-0.018,0.066,-0.024
145,-0.025,0.182,-0.11,0.059,0.002,-0.041,-0.032,0,0.065,0.011,-0.094,-0.068,-0.006,0.023,-0.213,-0.073,-0.02
146,-0.062,-0.039,-0.034,0.004,-0.166,-0.054,0.012,-0.157,0.015,0.12,-0.03,-0.062,-0.05,0.182,-0.053,-0.019,-0.025
147,-0.056,-0.017,-0.05,0.012,-0.015,0.028,-0.11,0.009,-0.077,0.079,-0.025,-0.109,-0.084,0.078,-0.049,-0.191,-0.036
148,-0.126,-0.178,-0.068,-0.047,0.016,-0.053,-0.079,0.033,-0.065,0.001,-0.126,-0.077,-0.006,-0.043,-0.076,-0.094,-0.062
149,-0.051,-0.148,-0.143,-0.168,-0.069,0.11,-0.043,-0.049,-0.048,-0.029,0.015,-0.13,-0.038,-0.071,0.035,-0.194,-0.064
150,-0.046,0.014,-0.131,0.008,0.074,0.047,-0.062,-0.073,-0.012,0.064,-0.109,0.152,-0.121,0.068,0.021,0.066,-0.003
151,-0.026,-0.039,-0.132,-0.044,0.019,-0.04,-0.011,0.01,-0.099,0.006,-0.003,0.067,-0.079,0.053,0.035,0.136,-0.009
152,-0.113,0.1,-0.124,0.06,0.013,-0.112,-0.192,-0.014,-0.128,0.035,-0.148,-0.083,0.018,-0.027,-0.115,0.034,-0.05
153,-0.064,-0.112,-0.116,-0.21,-0.101,0.044,-0.126,-0.075,-0.064,-0.04,-0.122,0.096,0.01,0.064,-0.084,-0.027,-0.058
154,-0.04,0.13,-0.055,-0.116,-0.136,0.073,-0.054,-0.11,-0.061,0.025,-0.114,-0.086,-0.004,0.132,-0.08,0.193,-0.019
155,-0.028,-0.137,-0.091,-0.138,-0.097,0.113,-0.103,-0.154,0.003,-0.01,-0.176,-0.055,-0.174,0.033,-0.184,-0.13,-0.083
156,-0.014,0.003,0.011,-0.105,-0.23,-0.056,-0.09,-0.139,0.009,0.064,-0.196,0.092,-0.029,0.22,0.029,0.236,-0.012
157,0.018,0.029,-0.022,0.048,0.007,-0.024,-0.181,0.108,-0.159,0.004,-0.056,-0.076,0.051,0.071,-0.159,-0.134,-0.03
158,-0.126,0.149,-0.042,-0.027,-0.131,0.094,-0.144,0.031,-0.058,0.11,0.081,-0.23,0.017,-0.049,-0.058,0.06,-0.02
159,-0.071,-0.056,-0.128,-0.105,-0.065,-0.073,-0.047,-0.1,-0.136,0.079,-0.073,-0.153,-0.083,-0.099,-0.02,-0.176,-0.082
160,-0.078,0.074,-0.064,-0.112,0.03,0.032,-0.082,-0.136,-0.03,0.058,-0.094,-0.124,0.028,0.053,-0.06,-0.123,-0.039
161,-0.098,0.001,-0.017,-0.02,0.04,0.032,-0.118,-0.044,-0.038,-0.127,-0.122,-0.087,-0.014,-0.07,-0.087,0.095,-0.042
162,-0.102,-0.093,-0.056,-0.102,-0.001,-0.077,-0.182,0.019,-0.017,0.028,-0.099,-0.049,-0.156,-0.079,-0.147,-0.054,-0.073
163,-0.087,0.009,-0.054,0.01,-0.097,0.077,-0.036,0.072,-0.044,0.048,-0.107,-0.106,-0.078,0.045,-0.012,0.1,-0.016
164,-0.036,0.146,-0.024,-0.19,0.082,0.091,-0.108,-0.203,0.048,-0.201,0.075,-0.135,-0.056,0.085,-0.009,-0.022,-0.029
165,-0.007,0.075,-0.117,0.082,-0.048,0.164,-0.007,-0.084,-0.017,-0.08,-0.122,-0.25,-0.02,0.01,-0.141,-0.049,-0.038
166,-0.014,-0.008,-0.058,-0.156,-0.106,0.004,0.032,-0.34,-0.055,0.058,-0.075,0.024,-0.053,-0.007,-0.093,0.112,-0.046
167,0.02,-0.107,-0.034,-0.014,-0.007,-0.065,-0.247,-0.162,-0.075,0.04,-0.172,-0.097,-0.058,0.12,-0.13,-0.075,-0.066
168,0.016,0.029,-0.152,-0.165,-0.042,0.007,-0.016,-0.058,-0.008,-0.053,0.039,-0.008,-0.056,-0.001,-0.041,-0.055,-0.035
169,-0.001,0.059,-0.1,-0.055,-0.075,0.16,-0.007,-0.09,-0.042,0.018,-0.149,-0.082,-0.044,-0.093,-0.018,0.06,-0.029
