Framework,Sce1.Case1,Sce1.Case2,Sce1.Case3,Sce1.Case4,Sce2.Case1,Sce2.Case2,Sce2.Case3,Sce2.Case4,Sce3.Case1,Sce3.Case2,Sce3.Case3,Sce3.Case4,Sce4.Case1,Sce4.Case2,Sce4.Case3,Sce4.Case4,AVE.
74,-0.031,-0.037,-0.076,-0.097,-0.07,-0.028,-0.104,0.037,-0.046,0.049,-0.079,0.013,-0.049,0.038,-0.059,0.026,-0.032
75,-0.046,-0.023,-0.02,-0.065,0.012,0.005,-0.089,-0.048,-0.051,0.06,-0.134,-0.06,-0.054,0.02,-0.088,-0.011,-0.037
76,0.001,-0.088,-0.039,-0.027,-0.035,0.009,-0.011,0.057,0.022,-0.097,-0.018,0.018,-0.006,0.004,0,0.01,-0.013
77,-0.063,-0.016,-0.11,-0.031,-0.07,-0.018,0.007,-0.057,-0.022,-0.015,0.047,-0.052,-0.031,0.01,-0.106,0.071,-0.028
78,-0.028,-0.01,-0.083,0.018,-0.061,0.002,-0.012,-0.083,-0.021,-0.021,-0.042,-0.041,0.021,0.082,-0.036,-0.115,-0.027
79,-0.064,0.025,-0.158,-0.123,-0.054,-0.008,-0.086,-0.083,0.053,0.108,-0.099,-0.05,0.039,-0.023,-0.048,-0.058,-0.039
80,-0.069,0.096,-0.085,0.049,0.034,0.16,-0.047,-0.173,-0.065,-0.024,-0.007,-0.095,-0.012,0.079,-0.028,0.04,-0.009
81,-0.087,-0.076,-0.022,-0.066,-0.069,0.087,-0.056,0,-0.048,-0.039,-0.085,-0.168,-0.122,0.076,0.057,0.017,-0.038
82,-0.094,0.02,-0.006,-0.067,-0.073,0.038,-0.02,-0.201,-0.016,-0.004,-0.05,0.022,-0.035,0.048,-0.024,-0.054,-0.032
83,-0.024,0.088,-0.003,0.041,-0.092,0.005,0.038,-0.075,-0.038,-0.047,-0.03,0.019,-0.033,-0.011,-0.139,-0.022,-0.02
84,0.003,0.075,-0.069,-0.128,0.019,0.029,-0.168,-0.142,-0.065,-0.09,0.032,-0.08,-0.122,0.035,-0.074,-0.014,-0.047
85,-0.038,-0.011,-0.114,0.036,-0.065,-0.03,-0.049,-0.136,-0.095,-0.017,-0.117,0.005,0.019,0.078,-0.091,-0.028,-0.041
86,-0.011,-0.027,0.019,-0.014,-0.017,-0.044,-0.06,-0.038,-0.048,-0.056,-0.126,-0.02,0.051,0.065,-0.029,0.012,-0.021
87,-0.099,-0.014,-0.16,-0.139,-0.009,0.039,-0.058,0.008,-0.1,-0.059,-0.123,-0.083,0.007,-0.018,-0.078,-0.032,-0.057
88,-0.134,-0.008,-0.108,-0.016,-0.056,-0.048,-0.13,-0.028,0.005,-0.01,-0.106,-0.017,0.027,0.003,0.051,-0.072,-0.04
89,-0.107,0.063,-0.149,-0.068,-0.09,-0.001,-0.001,-0.097,-0.022,-0.044,-0.142,-0.004,0.045,0.046,-0.046,0.044,-0.036
90,-0.038,-0.011,-0.098,-0.066,-0.078,-0.002,-0.053,-0.119,-0.01,0.06,-0.023,0.055,-0.029,0.015,-0.099,-0.032,-0.033
91,-0.026,0.12,-0.004,-0.064,-0.05,0.06,-0.062,-0.145,-0.072,0.022,-0.092,-0.08,0,0.048,-0.137,-0.072,-0.035
92,-0.07,0.047,-0.038,-0.036,-0.008,0.053,-0.1,0.052,-0.058,-0.026,-0.074,-0.128,-0.007,-0.032,-0.118,-0.051,-0.037
93,0.002,-0.054,-0.085,-0.087,-0.001,-0.039,0.007,-0.066,-0.011,-0.038,-0.14,-0.079,-0.088,0.043,-0.055,-0.061,-0.047
94,-0.076,0.006,-0.086,-0.182,0.016,0.093,-0.112,-0.15,-0.092,0.024,-0.096,-0.036,0.031,0.033,-0.102,-0.08,-0.051
95,0.007,-0.063,-0.079,0.083,-0.051,-0.054,-0.112,-0.124,-0.083,-0.022,-0.029,-0.082,-0.118,-0.053,-0.09,0.073,-0.05
96,-0.006,-0.101,-0.06,-0.062,-0.056,0.106,-0.134,-0.137,-0.035,0.068,-0.026,-0.049,-0.003,-0.047,-0.19,-0.118,-0.053
97,-0.032,-0.023,-0.112,-0.048,0.01,0.021,-0.18,-0.086,-0.037,-0.05,-0.164,-0.053,-0.014,0.021,-0.089,-0.158,-0.062
98,-0.021,0.022,0.001,-0.129,-0.052,0.003,-0.041,-0.101,0.023,-0.15,-0.085,0.066,-0.023,0.084,-0.073,-0.082,-0.035
99,-0.068,-0.051,-0.084,-0.039,-0.074,-0.034,0.066,-0.096,-0.034,-0.037,-0.068,0.035,0.031,0.041,-0.105,-0.055,-0.036
100,0.013,-0.04,-0.073,-0.079,-0.079,-0.083,-0.032,-0.027,-0.086,0.034,-0.053,-0.045,-0.014,0.079,-0.082,-0.04,-0.038
101,-0.024,0.024,-0.089,-0.121,-0.052,0.03,-0.002,-0.104,0.001,-0.082,-0.064,-0.007,-0.008,-0.067,-0.036,-0.047,-0.041
102,-0.068,-0.021,-0.036,-0.071,-0.053,0.021,-0.15,0.08,-0.009,-0.053,-0.038,-0.072,-0.087,0,-0.025,-0.014,-0.037
103,-0.033,-0.093,-0.115,-0.041,-0.045,0.025,-0.006,-0.084,-0.06,0.047,-0.115,-0.012,-0.072,-0.033,0.049,-0.046,-0.04
104,-0.094,0.097,-0.184,-0.104,-0.041,0.009,-0.065,0.019,-0.102,-0.029,-0.068,-0.129,-0.039,-0.041,-0.071,-0.088,-0.058
105,-0.032,-0.008,-0.121,0.021,-0.155,-0.007,-0.038,-0.015,-0.136,0.017,-0.018,0.029,-0.052,0.136,-0.132,0.106,-0.025
106,-0.058,-0.094,-0.093,-0.008,-0.02,0.018,0,-0.01,-0.083,0.052,-0.112,-0.006,0.056,0.15,-0.081,-0.137,-0.027
107,-0.056,-0.02,-0.148,-0.109,-0.018,0.046,-0.09,0,-0.039,-0.078,-0.129,-0.167,-0.008,0.119,0.021,-0.023,-0.044
108,-0.04,-0.022,-0.127,-0.079,0.021,0.152,-0.05,0.106,-0.095,-0.054,-0.097,-0.065,-0.003,-0.089,-0.094,0.157,-0.024
109,0.007,0.048,-0.118,-0.112,-0.048,0.113,-0.053,-0.057,-0.102,0.036,-0.084,-0.159,-0.075,0.095,-0.024,0.082,-0.028
110,-0.064,-0.096,-0.072,-0.134,-0.06,-0.003,-0.094,-0.029,-0.073,0.011,-0.094,-0.113,-0.146,0.069,-0.141,0.044,-0.062
111,0.017,0.035,-0.001,-0.046,-0.051,0,-0.166,-0.071,-0.059,-0.002,-0.042,0.028,0.047,-0.008,-0.111,0.034,-0.025
112,-0.039,-0.038,-0.06,0.017,-0.09,0.023,-0.057,0.046,0.037,0.013,-0.084,-0.126,0,-0.12,-0.027,0.005,-0.031
113,-0.016,-0.068,-0.077,-0.016,-0.008,0.135,-0.04,-0.172,-0.105,-0.041,-0.086,-0.21,-0.001,0.068,-0.164,-0.179,-0.061
114,-0.07,-0.02,-0.105,-0.021,-0.101,-0.059,-0.09,-0.019,-0.042,-0.055,-0.171,-0.052,-0.039,-0.089,-0.069,-0.094,-0.068
115,-0.025,-0.004,-0.206,-0.024,-0.086,0.018,-0.109,-0.183,-0.082,-0.03,-0.033,-0.143,-0.055,-0.063,-0.028,-0.049,-0.069
116,0.031,0,-0.102,-0.146,-0.04,-0.033,-0.011,-0.014,-0.082,-0.146,-0.153,-0.107,-0.086,0.058,-0.149,0.019,-0.06
117,-0.108,-0.104,-0.052,-0.16,0.042,0.068,-0.213,0,-0.057,0.05,-0.038,0.007,-0.044,-0.014,-0.055,-0.119,-0.05
118,-0.143,-0.08,-0.106,-0.013,0.019,-0.039,-0.081,0.005,-0.067,0.102,-0.125,0.023,-0.042,0.007,-0.088,-0.156,-0.049
119,-0.028,-0.023,-0.161,-0.198,-0.044,-0.083,-0.08,0.026,-0.056,0.111,-0.029,-0.036,-0.057,-0.007,-0.076,-0.022,-0.048
120,-0.113,0.052,-0.076,0.051,-0.034,-0.049,-0.066,0.044,-0.077,0.032,-0.173,0.024,-0.072,-0.072,-0.029,-0.041,-0.037
121,-0.086,-0.163,-0.078,0.065,-0.118,-0.078,-0.046,-0.182,-0.072,-0.018,-0.11,0.149,-0.007,-0.009,-0.046,-0.189,-0.062
122,-0.125,-0.014,-0.155,-0.098,-0.19,0.19,-0.112,-0.012,-0.093,-0.103,-0.061,-0.095,-0.136,0.093,-0.128,-0.123,-0.073
123,-0.085,0.132,-0.069,-0.036,-0.058,0.012,-0.04,-0.137,-0.047,-0.083,-0.158,-0.23,-0.001,0.059,-0.015,0.04,-0.045
124,-0.098,0.007,-0.092,-0.019,-0.074,-0.022,-0.034,-0.097,-0.085,0.05,-0.132,-0.069,-0.073,-0.036,-0.156,-0.019,-0.059
125,0.003,-0.056,-0.128,-0.078,-0.015,0.064,0.049,-0.236,-0.041,-0.071,-0.102,-0.201,-0.074,0.135,-0.164,-0.072,-0.062
126,-0.034,-0.037,-0.134,-0.068,-0.073,0.163,0.034,-0.202,-0.046,-0.028,-0.132,-0.072,0.058,0.065,-0.156,-0.12,-0.049
127,-0.059,0.096,-0.046,-0.097,-0.053,0.03,-0.152,-0.061,0.009,-0.045,-0.12,-0.08,-0.022,-0.057,-0.087,-0.126,-0.054
128,-0.022,-0.05,-0.142,-0.083,-0.026,0.035,-0.128,-0.141,-0.028,-0.092,-0.1,0.042,-0.02,0.124,-0.169,-0.134,-0.058
129,-0.049,-0.069,-0.086,-0.161,-0.149,0.062,-0.13,-0.046,-0.019,0.02,-0.123,-0.078,-0.122,-0.012,-0.232,-0.063,-0.079
130,-0.1,-0.055,-0.013,-0.123,0.009,-0.066,-0.177,-0.018,-0.003,-0.018,-0.139,-0.032,-0.052,0.1,-0.232,-0.105,-0.064
131,-0.046,-0.018,-0.175,-0.198,-0.111,-0.008,-0.121,-0.219,-0.046,0.002,-0.019,0.004,0.001,0.036,-0.001,0.083,-0.052
132,-0.069,-0.045,-0.079,-0.152,-0.079,0,-0.118,-0.01,-0.087,0.049,-0.106,-0.018,-0.034,-0.096,-0.19,-0.064,-0.069
133,-0.092,-0.075,-0.185,-0.087,0.047,-0.079,-0.189,-0.081,-0.019,-0.011,-0.115,-0.208,0.038,0.023,-0.156,-0.122,-0.082
134,-0.124,-0.076,-0.099,-0.066,-0.13,-0.012,-0.044,-0.057,-0.113,0.005,-0.13,-0.182,-0.044,0.102,0.042,-0.089,-0.064
135,-0.07,-0.041,-0.253,-0.204,-0.018,0.046,-0.208,-0.112,0.038,-0.089,-0.2,-0.26,-0.008,-0.041,-0.103,0.11,-0.088
136,-0.068,-0.027,-0.094,-0.2,0.001,0.116,-0.064,-0.159,0.008,-0.026,-0.167,-0.062,-0.006,-0.073,-0.174,-0.052,-0.066
137,-0.057,0.029,-0.027,-0.006,-0.062,0.087,-0.02,-0.02,-0.071,0.03,-0.117,-0.07,-0.018,-0.039,-0.272,-0.209,-0.053
138,-0.033,0.017,-0.153,-0.151,-0.06,-0.014,-0.178,-0.036,-0.066,-0.08,-0.121,-0.11,-0.08,0.014,-0.304,-0.05,-0.088
139,-0.1,0.055,-0.134,-0.128,-0.095,-0.002,-0.115,-0.181,-0.038,-0.019,-0.098,-0.193,-0.035,-0.037,-0.201,-0.012,-0.083
140,-0.171,-0.094,-0.158,-0.066,-0.109,0.06,-0.025,-0.111,-0.067,-0.059,-0.142,0.092,0.023,-0.105,-0.05,-0.229,-0.076
141,-0.011,-0.084,-0.08,-0.032,-0.041,0.014,-0.057,-0.143,0.015,0.094,-0.039,-0.083,-0.081,-0.094,-0.034,-0.084,-0.046
142,-0.049,0.052,-0.222,-0.135,-0.096,-0.063,-0.093,-0.085,-0.089,-0.022,-0.147,-0.139,-0.057,-0.071,-0.053,-0.231,-0.094
143,-0.107,-0.17,-0.066,-0.094,-0.117,-0.085,-0.099,-0.082,-0.08,0.127,-0.208,0.008,-0.055,-0.078,-0.214,0.049,-0.079
144,-0.024,0.018,-0.09,-0.122,-0.052,-0.031,-0.218,-0.129,-0.05,-0.074,-0.214,-0.024,-0.004,-0.136,-0.073,-0.16,-0.086
145,-0.066,-0.084,-0.057,-0.05,-0.066,0.018,-0.256,-0.281,-0.133,-0.086,-0.163,-0.14,0.098,-0.015,-0.093,0.098,-0.08
146,-0.129,0,-0.196,-0.048,0.026,0.086,-0.168,-0.107,-0.052,-0.038,-0.113,-0.151,-0.134,-0.051,-0.17,-0.053,-0.081
147,0.009,-0.074,-0.112,-0.118,-0.041,-0.009,-0.053,-0.16,-0.163,-0.065,-0.077,-0.09,-0.1,0.089,-0.032,-0.241,-0.077
148,-0.084,-0.049,-0.033,-0.1,0.012,0.091,-0.139,-0.011,-0.038,-0.137,-0.109,0.037,-0.058,0.081,-0.053,-0.017,-0.038
149,-0.005,0.003,-0.084,-0.127,-0.071,0.123,0.023,0.11,-0.082,0.007,-0.222,-0.037,-0.071,-0.085,-0.088,-0.034,-0.04
150,-0.079,0.083,-0.15,-0.04,0.018,0.019,-0.085,-0.217,-0.066,-0.152,-0.053,-0.144,-0.007,0.024,-0.139,-0.085,-0.067
151,-0.087,-0.017,-0.119,-0.177,-0.092,0.007,0.039,-0.132,-0.042,0.005,-0.229,-0.051,-0.09,-0.055,-0.25,-0.158,-0.091
152,-0.008,-0.017,-0.082,0.049,-0.052,-0.034,-0.114,-0.138,-0.083,-0.023,-0.172,-0.09,-0.174,-0.093,-0.15,-0.137,-0.082
153,-0.004,-0.036,-0.257,0.035,-0.078,0.042,-0.122,0.02,-0.044,-0.156,-0.127,-0.096,0.027,0.092,-0.138,-0.144,-0.062
154,-0.071,0.034,-0.073,0.003,-0.012,0.196,-0.012,-0.111,-0.04,-0.095,-0.143,-0.103,-0.053,-0.017,-0.131,-0.225,-0.053
155,-0.11,0.011,-0.189,-0.095,-0.105,-0.086,-0.068,-0.072,-0.034,-0.035,-0.119,-0.103,-0.08,-0.082,-0.17,-0.314,-0.103
156,-0.062,0.178,-0.068,-0.191,-0.041,0.124,-0.277,-0.034,0.009,0.016,-0.126,-0.082,-0.098,-0.067,-0.153,-0.164,-0.065
157,-0.002,-0.053,-0.12,-0.174,-0.058,-0.068,-0.152,-0.181,-0.008,-0.096,-0.137,-0.157,-0.147,-0.003,-0.25,0.094,-0.095
158,-0.013,-0.124,-0.104,-0.168,-0.083,-0.176,-0.13,-0.191,-0.051,-0.066,-0.093,-0.151,-0.172,-0.078,-0.165,0.001,-0.11
159,-0.021,0.002,-0.202,-0.136,-0.101,0.006,-0.136,-0.134,-0.053,-0.07,-0.1,-0.008,-0.05,-0.123,-0.033,-0.095,-0.078
160,-0.126,-0.006,-0.193,-0.287,0.037,0.071,-0.043,-0.176,-0.078,-0.017,-0.053,-0.193,0.045,-0.048,-0.176,-0.171,-0.088
161,-0.094,-0.066,-0.182,-0.216,-0.099,-0.114,-0.143,-0.088,-0.031,-0.052,-0.151,-0.003,-0.047,-0.048,-0.194,-0.233,-0.11
162,-0.008,-0.005,-0.109,-0.146,-0.203,0.031,-0.116,0.14,-0.04,-0.072,-0.182,-0.163,-0.22,0.136,-0.124,-0.074,-0.072
163,-0.134,0.007,-0.041,-0.187,-0.048,0.266,-0.096,-0.15,-0.057,0.023,-0.088,-0.201,-0.092,-0.116,-0.235,-0.063,-0.076
164,-0.046,-0.01,-0.141,-0.02,-0.047,-0.034,-0.236,-0.186,-0.084,0.067,-0.102,-0.271,0.037,-0.007,-0.21,0.089,-0.075
165,-0.07,-0.049,-0.197,-0.165,-0.029,-0.01,-0.16,-0.227,0.013,-0.06,-0.253,-0.085,0.034,0.047,-0.159,-0.151,-0.095
166,-0.041,-0.02,-0.132,-0.026,-0.028,0.097,-0.161,-0.178,-0.033,0.003,-0.122,-0.179,-0.022,-0.108,-0.252,0.08,-0.07
