Framework,Sce1.Case1,Sce1.Case2,Sce1.Case3,Sce1.Case4,Sce2.Case1,Sce2.Case2,Sce2.Case3,Sce2.Case4,Sce3.Case1,Sce3.Case2,Sce3.Case3,Sce3.Case4,Sce4.Case1,Sce4.Case2,Sce4.Case3,Sce4.Case4,AVE.
13,-0.003,-0.009,0.015,0.018,0,0.026,-0.003,0.025,0.014,-0.004,0.011,0.011,-0.013,0.011,0.031,0.027,0.01
14,-0.002,0.004,-0.011,-0.012,0.001,-0.001,0.013,0.036,0.027,0.004,0.033,0.017,0.011,0.011,0.016,0.063,0.013
15,-0.016,0.002,0.017,0.017,-0.015,-0.013,0.031,0.047,-0.003,0.008,0.006,0.03,0.026,0.02,-0.011,0.052,0.012
16,0.013,0.014,0.039,-0.015,0.026,-0.003,0.001,-0.054,-0.023,0.009,0.01,-0.024,0.006,0.07,0.017,0.032,0.007
17,0.009,-0.028,0.002,0.031,0.018,0.043,0.007,0.047,0.018,0.03,0.004,0.002,0.008,0.059,0.016,0.039,0.019
18,0.005,0.026,-0.012,0.018,0.044,0.03,0.008,0.047,0.012,0.031,0.016,0.01,0.001,0.021,0.022,0,0.017
19,-0.007,-0.005,0.034,-0.007,-0.011,0.045,0.002,0.027,0.018,0.022,0.02,0.001,0.022,0.017,-0.001,0.042,0.014
20,0.012,0.002,0.005,0.012,0.043,0.022,0.043,0.009,0.013,0.044,-0.002,0.001,-0.005,0.031,0.001,0.005,0.015
21,-0.004,0.006,0.016,0.047,0.011,0.053,0.009,-0.02,-0.012,0.028,0.006,0.007,-0.012,0.038,-0.01,0.023,0.012
22,-0.023,0.005,0.008,-0.006,-0.019,0.038,0.02,0.023,0.006,0.007,0.046,-0.013,0.018,0.013,-0.009,0.013,0.008
23,-0.006,0.029,-0.011,0.053,0.023,0.03,0.054,0.029,0.014,0.04,0.013,0.016,-0.017,0.032,-0.01,0.018,0.019
24,0.03,0.013,0.011,-0.013,0.003,0.031,-0.002,0.059,0.019,-0.026,0.015,0,0.017,0.024,0.009,-0.051,0.009
25,0.004,0.032,0.017,-0.048,0.014,0.056,-0.023,0.005,0.002,0.003,0.029,-0.045,0.034,0.014,0.018,0.014,0.008
26,0.014,0.018,0.05,0.009,0.055,0.04,0.007,-0.017,-0.029,-0.005,-0.005,0.066,0.048,0.028,-0.01,0.036,0.019
27,0.029,0.056,0.018,0.025,-0.012,0.029,0.008,-0.011,0.031,0.018,0.029,0.017,0.002,0.035,-0.023,0.022,0.017
28,0.022,0.016,-0.001,0.036,0.002,0.044,-0.006,0.055,0.007,-0.009,-0.02,0.037,0.036,0.058,-0.011,0.055,0.02
29,0.01,0.035,0.013,0.027,0.011,-0.012,0.008,0.067,0.001,-0.001,0.003,0.012,0.016,0.009,0.049,-0.013,0.015
30,-0.016,-0.002,0.021,-0.025,0.02,0.029,0.038,0.003,-0.008,0.014,0.018,0.038,0.041,0.001,0.01,0.036,0.014
31,0.01,0.06,0.022,0.073,0.019,-0.009,0.013,0.035,-0.012,-0.004,0.002,-0.012,0.041,0.057,0.005,0.005,0.019
32,0.033,0.022,0.044,0.084,0.033,-0.001,0.018,0.056,0.02,0.044,0.001,0.002,0.054,0.016,0.038,0.044,0.032
33,-0.037,0.056,0.005,0.012,0.032,0.005,0.015,0.062,-0.032,-0.01,0.007,-0.063,0.006,-0.034,0.036,0.002,0.004
34,0.006,0.042,0.028,0.04,-0.007,0.05,0.021,-0.012,0.02,0.013,-0.017,0.035,0.008,0.032,0.055,-0.044,0.017
35,0.014,-0.016,0.004,-0.015,0.025,0.025,-0.001,0.048,-0.024,0.017,0.008,-0.037,0.031,0.058,0.009,0.078,0.014
36,0.023,0.052,0.003,-0.007,0.053,0.066,-0.002,-0.006,0.008,0.029,0.032,0.045,0.022,-0.011,0.041,0.087,0.027
37,0.049,0.014,0.052,-0.029,0.035,0.018,0.01,0.077,0.035,-0.017,0.038,0.056,0.017,0.016,0.017,0.015,0.025
38,-0.003,0.022,0.022,0.034,0.006,-0.024,0.043,0.045,0.034,0.007,0.03,0.075,0.059,0.05,0.021,0.014,0.027
39,0.02,-0.004,0.04,-0.005,-0.022,0.091,-0.003,0.026,0.004,0.022,0.011,-0.043,-0.002,0.022,0.047,0.03,0.015
40,0.038,-0.016,0.055,-0.008,0.001,0.079,-0.033,0.107,0,0.013,0.019,0.042,0.044,0.072,0.02,0.029,0.029
41,-0.011,-0.046,0.047,0.03,0.017,0.026,0.045,0.041,0.003,-0.011,0.028,-0.002,0.056,0.026,0.04,0.024,0.019
42,0.045,0.048,0.048,0.041,-0.03,0.052,0.009,0.146,0.039,0,-0.007,0.026,0.012,-0.017,0.011,-0.061,0.023
43,-0.014,-0.075,-0.01,0.042,0.023,0.067,0.042,0.031,0,0.011,0.004,0.134,0.023,0.046,0.005,-0.032,0.019
44,0.071,-0.024,0.047,-0.062,-0.025,0.018,0.042,0.008,-0.05,-0.052,0.05,-0.007,0.012,0.036,0.027,0.031,0.008
45,0.041,0.045,0.039,-0.023,0.029,-0.036,0.004,0.074,0.01,0.021,-0.023,-0.02,-0.018,0.002,0.082,0.021,0.015
46,0.026,0.044,0.023,0.024,0.021,0.044,0.055,0.059,0.027,0.029,0.004,-0.038,0.015,0.05,-0.005,0.073,0.028
47,0.013,0.033,0.066,0.006,0.028,0.063,-0.017,0.05,-0.03,0.064,0.041,0.045,0.012,-0.009,0.026,0.025,0.026
48,0.008,0.078,0.02,0.038,0.054,0.072,0.026,0.072,0.048,0.075,0.012,0.035,0.027,0.102,-0.016,0.065,0.045
49,0.047,-0.014,0.062,0.102,-0.013,0.092,-0.018,-0.012,0.023,0.038,0.046,0.066,0.067,0.037,0.059,0.083,0.041
50,-0.001,0.024,0.041,0.082,0.047,0.073,-0.053,0.065,0.042,0.047,0.014,0.016,0.01,0.029,0.056,0.002,0.031
51,-0.024,0.002,0.044,0.023,0.039,0.014,0.016,0.092,0.02,0.031,0.058,0.072,0.049,0.039,-0.005,0.02,0.031
52,0.084,0.087,0.032,0.039,-0.022,0.045,0.007,0.005,0.04,-0.052,0.017,0.128,0.027,-0.008,0.056,0.136,0.039
53,0.022,0.038,0.034,0.046,0.036,-0.006,0.006,0.072,0,0.034,0.018,0.034,0.069,-0.023,0.028,-0.035,0.023
54,-0.019,-0.037,0.058,0.034,0.032,0.112,0.09,0.041,0.022,-0.015,0.019,0.108,-0.004,0.079,-0.019,0.07,0.036
55,0.024,0.033,0.038,-0.034,-0.02,0.11,0.019,0.014,0.054,0.045,0.002,0.052,0.014,-0.031,0.047,-0.05,0.02
56,0.065,-0.02,0.041,0.068,0.052,0.093,0.012,0.089,-0.005,-0.012,0.072,0.018,0.016,0.065,0.057,0.032,0.04
57,0.008,-0.022,0.081,0.057,0.036,0.084,-0.02,0.038,0.007,-0.1,0.03,0.103,0.037,0.026,0.061,-0.02,0.025
58,0.032,0.007,0.044,0.016,0.045,-0.041,0.008,0.034,0.031,0.003,0.035,0.008,0.014,0.157,0.044,0.013,0.028
59,0.009,-0.004,0.043,0,0.026,0.044,0.028,0.017,0,0.047,0.042,0.009,-0.018,0.046,0.026,0.028,0.021
60,0.013,0.046,0.015,0.017,0.033,0.022,0.028,0.002,0.005,0.075,0.066,0.043,0.014,0.031,0.034,0.042,0.03
61,0.035,-0.042,0.029,0.05,-0.067,0.078,0.107,0.035,0.031,0.075,0.024,0.046,0.063,0.019,-0.033,0.042,0.031
62,-0.01,-0.092,0.082,0.107,0.029,0.008,0.082,0.015,0.031,0.009,0.008,0.089,-0.002,0.154,0.009,-0.014,0.032
63,0.039,-0.019,0.047,0.023,0.044,-0.001,0.117,0.14,0.065,-0.021,0.011,0.03,-0.005,0.053,0.11,-0.012,0.039
64,0.042,0.094,0.084,0.015,0.045,0.057,0.031,-0.039,-0.01,0.076,0.01,-0.029,0.028,0.073,0.023,0.149,0.041
65,0.023,0.014,-0.025,0.005,0.023,-0.068,0.094,0.062,-0.041,0.037,0.002,0.002,-0.031,0.021,0.035,0.007,0.01
66,0.024,0.058,0.016,0.001,0.046,0.01,0.038,0.098,0.009,0.086,0.068,0.122,0.016,0.074,-0.007,0.065,0.045
67,0.003,0.024,0.004,0.037,0.03,0.012,0.058,0.093,0.05,0.081,0.1,-0.036,0.061,0.071,0.04,0.004,0.04
68,0.058,0.077,0.053,0.002,0.025,0.004,0.071,0.137,-0.01,0.022,0.056,0.057,0.006,0.079,0.006,0.028,0.042
69,0.032,0.047,0.081,0.101,0.051,0.112,0.015,0.071,0.076,0.147,0.04,0.114,0.029,0.05,0.029,0.091,0.068
70,-0.018,-0.043,0.059,0.064,0.006,0.049,0.017,-0.105,0.01,0.119,0.041,0.055,-0.006,0.014,0.029,-0.019,0.017
71,0.022,-0.026,0.002,0.056,0.015,-0.011,0.055,0.044,0.005,-0.006,0.06,0.101,0.066,0.01,0.095,0.094,0.036
72,0.038,0.01,0.058,0.118,-0.016,0.04,0.028,0.035,0.01,0.022,0.047,0.08,0.052,0.089,0.034,0.061,0.044
73,0.02,-0.054,0.05,0.058,0.034,-0.021,0.012,0.074,0.08,0.061,0.046,0.091,0.019,0.022,0.082,-0.115,0.029
74,0.083,-0.019,0.032,0.037,0.003,0.039,0.051,0.027,0.01,0.074,-0.007,-0.032,0.015,0.009,0.044,0.007,0.023
75,0.059,0.019,0.053,0.046,0.062,0.175,0.038,0.086,0.044,0.029,0.018,0.069,0.021,-0.027,-0.021,0.135,0.05
76,-0.021,-0.014,0.089,0.032,0.075,0.061,0.135,-0.025,0.015,-0.014,-0.002,0.02,0.076,0.093,0.043,0.141,0.044
77,0.073,-0.028,0.003,0.009,0.026,-0.036,0.126,0.114,0.032,0.099,0.064,0.086,0.016,0.008,0.05,0.061,0.044
78,-0.013,-0.066,0.059,0.05,0.027,0.154,0.065,0.017,0.039,0.147,0.074,0.128,0.061,0.062,0.08,0.111,0.062
79,0.043,0.029,0.08,0.082,-0.006,-0.019,0.029,0.136,0.052,0.055,0.061,0.029,0.048,-0.026,0.009,-0.008,0.037
80,0.038,0.003,0.094,0.146,0.02,0.152,0.074,0.047,0.071,0.017,0.043,0.066,0.047,0.067,0.058,0.001,0.059
81,0.006,-0.106,0.007,0.008,0.029,-0.017,0.071,-0.018,0.018,0.072,0.046,0.056,0.072,0.09,0.06,0.116,0.032
82,0.017,0.064,0.054,0.092,0.016,0.087,0.087,0.12,0.033,0.007,0.056,0.077,0.069,0.024,0.049,0.055,0.057
83,0.061,0.04,0.111,0.054,0.036,0.005,0.066,0.153,0.065,-0.055,0.083,0.076,0.039,-0.009,0.062,0.025,0.051
84,0.02,0.02,0.01,-0.014,0.049,0.183,0.002,0.021,0.047,-0.041,-0.017,-0.093,0.044,0.071,0.149,0.135,0.036
85,-0.015,-0.052,0.033,0.08,0.065,-0.024,0.081,0.082,0.036,0.015,0.053,-0.016,0.058,0.148,-0.001,0.153,0.043
86,0.049,0.029,0.062,0.028,0.112,0.045,-0.048,0.063,0.069,0.168,0.041,0.104,0.066,0.145,-0.005,0.053,0.061
87,-0.012,0.124,-0.028,0.1,0.044,0.061,0.132,0.044,0.011,0.09,0.05,0.025,0.163,-0.029,0.042,-0.065,0.047
88,0.048,-0.05,0.034,0.032,0.046,0.049,0.02,0.174,0.011,0.055,-0.004,0.104,0.023,0.032,0.131,0.028,0.046
89,0.02,0.023,0.048,0.065,0.02,0.02,0.082,0.028,0.03,-0.003,0.043,0.064,0.098,0.118,0.042,0.221,0.057
90,0.004,0.065,-0.026,0.02,0.037,-0.001,0.057,0.063,0.048,-0.014,0.061,0.159,0.146,0.071,0.01,0.044,0.047
91,0.078,0.154,0.128,0.071,-0.002,0.058,0.11,0.059,0.044,0.126,0.112,0.073,0.032,0.066,0.057,0.048,0.076
92,0.046,0.071,0.058,0.154,0.07,0.094,0.115,0.088,0.077,0.01,0.036,0.072,0.038,0.057,0.071,0.109,0.073
93,-0.041,-0.114,0.041,0.102,0.054,0.149,0.035,0.109,0.065,0.031,0.106,0.073,0.124,-0.009,0.047,0.073,0.053
94,0.042,0.127,0.052,0.054,0.062,-0.069,-0.02,0.17,0.017,0.051,0.147,0.071,0.029,0.145,0.127,-0.043,0.06
95,0.038,0.081,0.015,0.137,0.131,0.068,0.114,-0.009,0.017,0.053,0.115,-0.064,0.102,0.056,0.107,0.007,0.061
96,0.074,0.066,0.007,0.038,0.049,-0.051,0.1,-0.032,0.025,0.009,0.134,0.07,0.089,0.024,0.003,0.044,0.04
97,0.007,0.087,0.062,0.051,0.099,-0.034,0.063,-0.004,-0.033,0.094,0.094,0.15,-0.024,0.071,0.146,0.039,0.054
98,0.021,0.014,0.024,0.045,0.051,0.104,0.109,-0.025,0.083,0.084,0.097,0.19,0.06,0.06,0.052,0.057,0.064
99,-0.023,0.005,0.041,0.007,0.09,-0.014,0.067,0.095,0.04,0.069,0.086,0.101,0.076,0.075,0.143,0.099,0.06
100,0.078,-0.053,0.068,0.061,-0.018,-0.085,-0.048,0.019,0.017,-0.025,0.046,0.146,0.039,0.155,0.044,0.053,0.031
101,0.033,-0.007,0.06,0.148,0.096,0.027,0.046,-0.01,0.005,0.053,0.03,0.024,-0.034,0.044,0,-0.009,0.032
102,0.092,0.05,0.033,0.071,0.051,-0.055,0.048,0.046,-0.01,0.134,0.041,0.032,0.008,0.105,-0.012,0.09,0.045
103,0.081,0.099,0.126,0.102,0.034,0.146,0.056,0.098,0.013,-0.001,0.072,0.037,0.087,0.124,0.077,0.04,0.074
104,0.002,-0.008,0.065,0.038,0.021,0.066,0.031,0.053,0.071,0.041,0.059,-0.069,0.018,0.135,0.07,0.089,0.043
105,0.027,0.004,0.117,-0.027,-0.002,0.116,0.044,-0.018,0.05,0.149,0.038,0.089,0.086,0.076,0.074,-0.085,0.046
106,0.027,0.092,0.068,0.086,-0.061,0.044,0.045,0.048,0.049,0.106,0.063,0.058,-0.008,0.105,0.101,0.124,0.059
107,-0.003,-0.002,0.066,-0.037,0.118,-0.007,0.103,0.139,0.079,-0.008,0.027,0.152,0.03,-0.031,-0.043,0.07,0.041
108,0.038,-0.043,0.111,0.104,0.07,-0.007,0.048,0.271,0.066,0.122,0.017,0.124,0.1,-0.018,0.058,0.146,0.075
109,0.1,0.042,0.021,0.076,0.035,-0.013,0.051,0.101,0.045,-0.023,0.01,-0.004,0.078,-0.001,0.051,0.105,0.042
110,-0.016,-0.049,0.073,0.168,0.056,0.007,0.084,0.069,0.051,0.162,0.066,0.067,0.006,0.167,0.099,0.007,0.064
111,-0.078,0.1,0.008,0.17,0.06,0.1,0.056,0.138,0.008,-0.051,0.123,-0.087,0.082,-0.064,0.002,0.045,0.038
112,0.016,0.028,0.124,0.008,0.028,0.089,0.101,0.123,0.052,-0.058,0.133,-0.048,0.066,0.108,0.053,0.068,0.056
113,0.035,0.098,0.044,0.173,0.068,0.06,0.125,0.09,0.016,0.038,0.097,0.097,0.087,0.111,0.076,0.219,0.09
114,0.078,0.016,0.038,0.163,0.031,0.097,0.008,0.046,0.057,0.058,0.033,0.134,0.027,0.084,0.022,-0.03,0.054
115,0.069,0.051,0.015,0.199,0.084,0,0.116,0.022,0.035,0.032,0.122,0.031,0.005,0.158,0.068,0.173,0.074
116,0.05,0.078,0.081,0.05,-0.023,0.11,0.037,0.13,0.032,0.06,0.059,0.045,0.089,0.147,0.057,0.105,0.069
117,0.1,0.078,0.085,0.063,0.085,0.041,0.049,0.169,-0.008,0.002,-0.025,0.147,-0.005,0.202,0.071,0.08,0.071
118,0.067,0.029,0.02,0.172,0.066,0.075,0.059,0.11,-0.008,0.104,0.107,0.034,0.084,0.03,0.065,0.07,0.068
119,0.024,0.013,0.067,0.131,0.09,0.194,0.067,0.248,0.024,0.069,0.103,-0.016,-0.085,0.031,0.1,-0.014,0.065
120,0.078,-0.011,0.173,0.084,0.043,-0.035,0.113,0.075,0.058,-0.012,0.162,0.132,0.048,0.182,0.084,0.115,0.08
121,-0.015,0.016,0.08,0.113,0.029,0.101,0.078,0.089,0.037,0.017,0.032,0.002,0.076,0.112,0.002,0.095,0.054
122,0.093,0.112,0.115,0.043,0.029,0.045,0.056,-0.048,0.053,0.061,0.085,0.054,0.109,-0.014,0.133,0.125,0.066
123,0.085,0.069,0.022,0.027,0.08,0.123,0.063,0.181,0.054,0.113,0.118,0.068,0.077,-0.017,0.063,0.108,0.077
124,0.03,0.009,0.065,0.107,0.041,-0.063,0.118,0.227,0.03,0.122,-0.022,0.019,0.047,0.087,0.103,-0.013,0.057
125,0.052,0.209,0.016,0.065,0.068,-0.014,0.075,0.151,0.08,0.06,0.021,0.116,0.095,-0.045,0.132,-0.017,0.066
126,0.033,0.08,0.119,0.035,0.007,0.087,0.089,0.101,0.06,0.165,0.068,0.109,0.06,0.094,0.02,0.045,0.073
127,0.011,0.083,0.102,0.155,-0.039,0.07,-0.011,0.13,0.089,0.114,0.145,-0.066,0.093,-0.022,0.1,0.045,0.062
128,0.05,0.204,0.11,0.075,0.069,0.008,0.051,0.126,0.076,0.131,0.031,0.172,0.049,0.147,0.04,0.143,0.093
129,0.051,0.106,0.148,0.09,-0.01,-0.004,0.043,0.183,0.023,0.037,0.096,0.042,0.169,0.117,0.118,0.119,0.083
130,0.107,0.091,0.074,0.096,0.084,0.002,0.024,-0.042,0.069,0.044,0.029,-0.036,0.009,0.116,0.084,0.041,0.049
131,0.013,0.079,0.088,0.137,0.087,-0.068,0.07,0.173,0.048,0.072,0.08,0.13,0.001,-0.085,0.094,0.2,0.07
132,0.022,-0.011,0.149,0.122,0.018,-0.048,0.161,0.171,0.078,-0.014,0.042,0.008,0.074,0.118,0.042,0.274,0.075
133,0.051,0.111,0.107,0.062,0.095,0.041,0.029,0.04,0.05,-0.122,0.132,-0.047,0.04,0.056,0.072,0.113,0.052
134,0.048,0.231,0.017,-0.109,0.018,-0.004,0.212,0.281,0.031,0.053,0.082,0.027,0.063,0.175,0.079,0.135,0.084
135,0.065,-0.043,0.057,0.254,0.137,-0.061,0.113,0.191,0.064,0.026,0.085,0.147,0.006,0.062,0.091,0.015,0.076
136,-0.01,0.167,0.117,0.06,0.037,-0.044,0.036,-0.032,0.051,0.044,0.183,0.113,0.062,0.096,0.061,0.024,0.06
137,0.074,0.079,0.136,0.058,0.021,0.178,0.119,0.079,-0.021,0.075,0.06,0.056,-0.091,0.059,0.091,0.169,0.071
138,0.087,-0.029,0.192,0.005,0.13,-0.029,0.113,0.273,0.09,-0.137,0.193,0.097,0.108,-0.029,0.124,0.053,0.078
139,-0.024,0.185,0.09,0.072,0.05,0.018,0.121,0.161,0.071,0.05,0.088,0.013,0.034,0.05,0.068,0.215,0.079
140,0.084,0.062,0.066,0.051,0.087,0.238,0.105,0.123,0.054,0.137,0.151,0.154,0.062,0.037,0.126,0.084,0.101
141,0.098,0.026,0.066,0.062,0.054,0.042,0.09,-0.067,-0.017,0.025,0.096,-0.021,0.067,0.053,0.044,0.116,0.046
142,0.051,0.081,0.149,0.004,-0.012,0.066,0.099,0.203,0.033,0.085,0.061,0.064,0.007,0.178,0.06,0.117,0.078
143,0.116,0.029,0.13,0.181,0.086,0.048,0.129,0.102,0.095,0.131,0.16,0.014,0.089,0.196,-0.042,0.072,0.096
144,-0.026,0.051,0.121,0.084,-0.022,0.06,0.136,0.069,0.088,-0.026,0.108,0.164,0.004,-0.041,0.162,0.255,0.074
145,0.01,0.076,0.089,0.18,0.046,-0.044,0.051,0.146,0.037,-0.043,0.095,0.175,0.044,0.22,0.15,0.168,0.087
146,-0.002,0.091,0.021,0.046,0.027,0.171,0.048,0.151,0.035,0.195,0.129,0.056,0.066,0.06,-0.01,0.033,0.07
147,-0.03,0.161,0.12,0.235,0.071,0.166,0.07,0.151,0.028,0.03,0.065,0.107,0.005,0.026,0.109,0.062,0.086
148,0.066,0.054,0.138,0.147,0.081,0.016,0.073,0.231,0.081,0.12,0.132,0.09,0.045,0.124,0.1,-0.017,0.093
149,0.077,-0.048,0.061,0.02,0.102,-0.014,0.112,0.239,0.099,-0.012,0.137,-0.184,0.036,0.163,0.094,0.015,0.056
150,0.041,0.164,0.025,0.091,0.033,0.069,0.113,0.029,0.07,0.134,0.029,0.139,0.052,0.102,-0.013,0.006,0.068
151,0.042,0.073,0.138,0.068,-0.028,-0.011,0.084,0.108,-0.011,0.013,0.064,0.115,0.034,0.083,0.082,0.104,0.06
152,0.05,0.178,0.122,0.061,0.092,0.05,0.129,0.186,0.036,0.099,0.134,0.254,0.095,-0.021,0.114,0.102,0.105
153,-0.004,0.055,0.092,0.069,0.074,0.038,0.074,0.215,0.057,-0.035,0.023,0.157,0.027,0.099,0.078,0.177,0.075
154,0.06,0.053,0.104,0.107,0.097,-0.007,0.087,0.245,0.056,0.026,0.041,0.22,0.033,0.124,0.099,0.009,0.085
155,0.071,0.016,0.185,0.09,0.011,0.041,0.088,0.191,0.107,0.078,0.093,0.147,0.069,0.219,0.161,0.093,0.104
156,0.142,0.088,0.044,0.163,0.034,0.01,0.104,-0.02,-0.036,0.005,0.086,0.102,0.11,0.243,0.061,0.083,0.076
157,-0.039,0.062,0.064,0.198,0.018,0.15,0.174,0.126,0.007,-0.068,0.089,0.091,0.106,0.084,0.133,0.187,0.086
158,0.082,0.067,0.11,0.157,0.071,0.204,0.082,0.121,0.079,-0.087,0.14,0.047,0.158,0.042,0.141,0.077,0.093
159,0.041,0.083,0.111,-0.057,0.072,0.094,0.052,0.05,0.084,-0.039,0.036,0.064,0.037,0.126,0.07,0.01,0.052
160,0.08,0.181,0.144,0.163,0.089,0.177,0.109,0.061,-0.032,0.209,0.062,-0.143,0.036,0.262,0.074,0.142,0.101
161,0.042,0.045,0.139,0.079,0.129,0.021,0.223,0.175,0.047,0.25,0.13,-0.011,0.025,0.086,0.07,0.035,0.093
162,0.112,0.115,0.122,0.027,0.069,0.052,0.082,0.207,0.062,0.11,0.027,0.033,0.111,0.066,0.095,0.257,0.097
163,-0.006,-0.041,0.13,0.099,0.085,-0.091,0.163,0.301,0.08,0.002,0.164,0.052,0.107,0.106,0.132,0.158,0.09
164,0.036,0.129,0.001,0.106,-0.003,0.037,-0.007,0.11,0.091,0.09,0.109,0.17,0.044,0.183,0.14,-0.003,0.077
165,0.083,0.294,0.043,0.173,0.117,0.194,0.138,-0.008,0.057,0.102,0.015,0.196,0.117,0.101,0.034,-0.016,0.102
166,0.105,0.16,0.113,-0.041,0.095,0.107,0.157,0.202,0.093,0.015,0.076,0.146,0.011,0.031,0.089,0.126,0.093
167,0.029,0.06,0.173,0.169,0.057,0.12,0.166,0.018,0.07,0.052,0.168,0.067,0.161,-0.108,0.117,0.15,0.092
168,0.024,0.106,0.193,0.138,0.159,0.005,0.177,0.111,0.051,0.197,0.047,0.05,0.115,0.151,0.068,0.262,0.116
169,0.101,0.069,0.11,0.112,0.088,0.024,0.095,-0.075,0.046,-0.074,0.137,-0.046,0.058,0.132,0.106,0.011,0.056
170,-0.003,0.006,0.176,0.085,0.018,0.124,0.149,0.12,0.058,0.069,0.129,0.175,0.12,0.203,0.207,0.104,0.109
171,0.033,-0.025,0.154,0.058,0.015,0.068,0.064,0.052,0.067,0.037,0.119,0.081,0.062,0.241,0.083,0.042,0.072
172,0.153,0.116,0.054,0.097,0.088,0.164,0.02,0.138,0.126,-0.01,0.06,-0.073,-0.012,0.143,0.093,0.217,0.086
173,0.087,0.129,0.129,0.19,0.074,0.072,-0.008,0.071,0.033,0.134,0.093,0.176,0.036,-0.036,0.165,0.138,0.093
174,0.039,0.139,0.187,0.196,0.039,0.083,0.126,0.272,0.046,0.026,0.094,0.171,-0.009,0.201,0.15,0.216,0.123
175,0.082,-0.026,0.049,0.189,0.109,0.161,0.042,0.135,0.039,0.088,0.172,0.032,0.16,0.136,0.104,0.06,0.096
176,0.079,-0.042,0.119,0.28,0.092,0.246,0.111,0.107,0.124,0.168,0.149,0.097,0.065,0.245,0.195,0.121,0.135
177,0.054,0.157,0.021,0.02,-0.028,-0.086,0.194,0.068,0.056,0.159,0.155,-0.061,0.089,0.001,0.065,0.312,0.073
178,0.067,0.191,0.141,0.045,0.067,0.181,0.107,0.169,0.095,0.008,0.078,0.114,-0.018,0.119,0.205,0.16,0.108
179,0.094,-0.018,0.107,0.049,0.138,0.073,0.063,0.211,0.109,0.078,0.16,0.053,0.048,0.169,0.112,-0.011,0.09
180,-0.006,0.097,0.099,0.056,0.038,-0.009,0.243,0.198,0.031,-0.013,0.111,0.188,0.106,0.043,0.145,0.11,0.09
181,0.125,-0.161,0.135,0.096,-0.003,0.112,0.127,0.165,0.07,0.147,0.138,0.203,0.14,0.136,0.144,0.007,0.099
182,0.033,0.02,0.093,0.083,0.01,0.308,0.043,0.081,0.142,0.129,0.096,0.144,0.083,0.056,0.145,-0.07,0.087
183,0.05,0.152,0.074,0.124,0.118,0.176,0.184,0.166,0.14,0.055,0.151,0.036,0.068,0.244,0.25,0.144,0.133
184,0.109,-0.01,0.078,0.053,0.06,0.064,0.157,0.005,0.069,0.119,0.193,0.053,0.038,-0.037,0.19,0.152,0.081
185,0.089,0.043,0.148,0.336,0.024,0.156,0.13,-0.081,0.074,-0.05,0.148,0.065,0.045,0.169,0.143,0.005,0.09
186,0.111,0.152,0.143,0.111,0.06,0.211,0.101,0.282,0.047,-0.136,0.125,0.099,0.095,-0.041,0.154,0.201,0.107
187,0.066,0.067,0.157,0.159,-0.008,0.133,0.018,0.348,0.143,-0.01,0.064,0.315,0.081,0.125,0.029,0.05,0.109
188,0.078,0.2,0.146,0.062,0.067,0.042,0.051,0.09,0.095,0.01,0.085,0.08,0.155,0.159,0.09,0.103,0.094
189,0.037,-0.029,0.128,0.25,0.132,0.096,0.133,0.095,0.085,0.078,0.049,0.038,0.054,0.269,0.117,0.105,0.102
