Framework,Sce1.Case1,Sce1.Case2,Sce1.Case3,Sce1.Case4,Sce2.Case1,Sce2.Case2,Sce2.Case3,Sce2.Case4,Sce3.Case1,Sce3.Case2,Sce3.Case3,Sce3.Case4,Sce4.Case1,Sce4.Case2,Sce4.Case3,Sce4.Case4,AVE.
13,-0.099,-0.078,-0.044,0.05,0.055,-0.09,-0.002,-0.076,-0.038,-0.078,-0.088,-0.012,0.042,0.087,0.011,-0.098,-0.029
14,-0.082,-0.001,-0.009,-0.006,-0.076,-0.071,-0.01,-0.083,0.091,0.02,0.001,0.077,-0.009,0.004,-0.05,0.006,-0.012
15,0.039,0.005,0.029,-0.095,0.092,0.001,0.026,-0.098,-0.041,0.063,-0.068,0.045,0.066,-0.051,0.071,-0.077,0
16,-0.082,-0.014,0.096,-0.069,0.029,-0.1,-0.069,-0.055,0.075,0.011,0.002,0.073,0.081,0.05,-0.051,-0.097,-0.008
17,-0.092,-0.06,-0.022,0.013,-0.081,0.02,0.035,0.052,0.04,-0.046,0.099,0,-0.035,-0.015,-0.05,-0.016,-0.01
18,-0.062,-0.025,0.018,-0.005,0,-0.089,-0.048,-0.032,-0.001,-0.078,-0.011,-0.055,0.026,-0.035,0.035,-0.077,-0.027
19,-0.087,0.085,0.045,0.038,-0.02,-0.064,-0.097,-0.06,-0.061,-0.019,0.03,0.08,-0.011,0.091,0.026,-0.075,-0.006
20,0.069,-0.068,0.033,0.055,-0.026,0.044,-0.071,0.002,-0.06,-0.096,-0.061,0.07,0.014,0.08,0.016,-0.049,-0.003
21,0.09,0.054,0.097,-0.031,0.098,0.019,-0.052,-0.064,-0.079,-0.014,0.083,-0.084,0.025,0.056,0.022,0.053,0.017
22,-0.081,-0.082,-0.032,-0.027,0.05,0.053,-0.083,-0.083,-0.093,0.022,-0.061,0.083,-0.029,0.004,0.089,-0.024,-0.018
23,-0.043,-0.048,0.025,0.035,0.087,-0.017,-0.084,0.052,-0.007,-0.079,0.086,-0.075,-0.015,-0.053,0.026,-0.066,-0.011
24,-0.008,0.013,-0.036,0.053,0.011,-0.064,0.057,0.077,0.032,0.061,0.001,-0.046,0.076,0.012,-0.025,0.002,0.014
25,0.084,-0.024,-0.03,-0.041,-0.018,-0.045,0.069,-0.004,0.086,0.077,0.043,-0.052,0.06,-0.014,-0.099,-0.028,0.004
26,-0.097,-0.017,0.022,0.038,0.079,-0.086,0.066,-0.01,0.079,0.021,-0.046,-0.057,0.061,0.024,0.036,-0.093,0.001
27,0.077,-0.099,0.023,0.044,-0.08,0,0.014,0.051,-0.047,-0.044,-0.031,0.081,-0.073,0.086,-0.046,0.063,0.001
28,0.048,0.023,-0.024,-0.032,0.02,-0.074,-0.013,0.088,-0.084,0.012,0.01,0.009,0.044,0.08,-0.075,-0.086,-0.003
29,0.033,-0.033,0.074,-0.097,-0.051,0.095,-0.085,0,0.054,-0.08,0.086,0.039,0.029,-0.016,-0.072,0.011,-0.001
30,-0.049,0.021,0.095,-0.041,-0.036,0.01,-0.05,0.009,-0.02,0.029,0.032,0.038,-0.058,-0.081,-0.078,0.085,-0.006
31,-0.084,0.091,0.001,-0.027,0.038,-0.05,0.031,-0.077,0.087,-0.003,0.024,-0.071,-0.059,0.002,-0.084,-0.099,-0.018
32,0.073,-0.035,-0.061,0.071,-0.008,0.008,0.014,0.022,-0.093,0.041,-0.011,0.003,-0.039,0.048,0.049,-0.097,-0.001
33,-0.096,0.072,-0.085,0.026,0.023,-0.053,-0.087,-0.071,-0.088,-0.002,0.012,-0.014,0.046,-0.041,0.007,0.092,-0.016
34,0.033,-0.052,-0.048,-0.039,-0.07,0.047,0.029,0.085,0.084,0.073,0.022,-0.039,0.04,0.052,-0.068,-0.092,0.004
35,0.087,-0.008,-0.097,-0.05,0.025,0.043,0.049,-0.015,-0.001,-0.021,-0.086,-0.087,0.083,-0.071,0.035,0.026,-0.005
36,0.087,-0.027,-0.028,-0.005,0.07,0.044,0.069,-0.073,-0.013,-0.065,0.03,-0.076,-0.043,0.039,0.003,0.076,0.006
37,0.003,0.07,-0.083,-0.037,-0.066,-0.09,0.026,0.039,-0.038,0.099,0.049,0.087,0.027,-0.038,-0.012,0.098,0.008
38,-0.021,0.016,-0.064,-0.047,-0.05,-0.098,-0.069,0.031,0.096,-0.006,0.076,0.007,0.088,0.059,-0.054,-0.026,-0.004
39,-0.016,0.032,0.001,-0.039,-0.074,-0.023,-0.068,0.024,0.087,-0.034,0.088,-0.049,0.082,0.022,-0.069,-0.007,-0.003
40,0.056,-0.085,-0.024,0.094,0.072,-0.053,-0.078,0.073,-0.008,0.041,0.081,-0.003,0.035,0.018,0.077,0.017,0.02
41,0.007,-0.042,-0.088,0.082,-0.058,0.053,0.053,-0.065,0.032,-0.025,0.005,0.005,0.05,0.097,0.089,-0.004,0.012
42,0.099,-0.089,0.064,0.064,0.038,0.063,-0.003,0.028,0.107,0.053,0.038,-0.031,0.07,0.019,0.068,0.015,0.038
43,0.063,0.053,0.093,0.015,-0.028,0.083,0.082,0.064,-0.054,-0.045,-0.004,-0.054,-0.067,-0.081,0.029,0.031,0.011
44,0.005,0.074,-0.037,0.003,0.03,0.078,0.086,-0.034,-0.05,-0.033,-0.035,0.063,-0.013,0.018,0.002,-0.035,0.008
45,0.011,-0.024,-0.035,-0.004,0.041,-0.077,-0.063,0.018,-0.059,-0.035,-0.088,0.029,-0.098,0.026,0.047,-0.094,-0.025
46,-0.075,-0.049,-0.025,-0.023,0.035,0.006,0.063,0.079,-0.001,-0.09,0.024,-0.094,0.031,-0.089,0.029,-0.073,-0.016
47,-0.011,0.073,0.067,-0.068,-0.052,-0.068,-0.058,-0.068,0.085,-0.024,-0.096,-0.084,0.029,0.099,-0.016,0.025,-0.01
48,-0.099,-0.098,0.066,-0.033,-0.007,0.001,-0.043,0.011,0.061,-0.052,-0.059,0.075,-0.013,-0.005,-0.023,0.036,-0.011
49,-0.016,0.012,-0.036,0.092,0.062,0.069,0.073,0.082,0.095,0.052,0.109,0.06,-0.017,-0.094,-0.024,0.016,0.033
50,-0.018,0.038,0.084,-0.064,-0.081,-0.026,-0.015,0.061,0.049,-0.02,0.072,0.065,-0.042,-0.049,-0.095,0.018,-0.001
51,-0.025,0.013,0.003,0.077,0.083,0.023,-0.077,-0.067,-0.088,-0.003,-0.078,-0.011,0.005,0.077,-0.023,0.003,-0.005
52,0.004,-0.008,0.041,-0.075,-0.037,0.027,0.012,0.078,0.01,-0.048,0.082,-0.026,-0.026,0.042,0.098,0.086,0.016
53,0.09,-0.024,0.022,0.083,-0.093,0.102,0.001,0.093,-0.097,-0.011,0.016,-0.053,-0.065,-0.068,-0.006,-0.016,-0.002
54,-0.091,-0.066,0.041,0.081,0.023,-0.024,0.002,-0.082,-0.039,-0.007,-0.064,0.11,-0.049,0.07,0.095,-0.046,-0.003
55,-0.073,0.068,-0.086,0.065,-0.015,0.009,-0.07,0.086,0.004,0.043,0.007,0.01,0.06,-0.041,-0.05,-0.004,0.001
56,-0.092,0.009,0.073,0.002,-0.03,0.024,0.031,-0.085,-0.068,0.033,0.065,-0.096,-0.07,0.026,-0.043,-0.048,-0.017
57,0.016,0.003,0.066,-0.093,-0.08,0.034,0.021,0.042,-0.002,0.059,-0.065,0.09,0.06,0.053,0.101,0.047,0.022
58,0.063,0.013,0.016,-0.018,0.05,0.047,0.106,-0.029,-0.032,0.013,-0.039,-0.099,0.024,0.08,-0.033,0.028,0.012
59,0.093,0.056,0.015,0.057,-0.049,0.095,-0.091,-0.062,0.002,-0.059,0.024,0.018,-0.021,-0.021,-0.057,0.022,0.001
60,0.011,0.083,-0.069,-0.077,-0.05,-0.021,-0.091,-0.007,0.055,-0.01,-0.06,0.058,0.06,-0.031,-0.046,-0.083,-0.017
61,-0.045,-0.064,-0.094,-0.096,0.054,0.097,-0.069,-0.031,0.036,0.095,0.1,0.02,-0.001,-0.084,-0.079,-0.075,-0.015
62,0.084,0.09,-0.062,-0.042,-0.031,0.106,0.014,0.056,0.091,-0.07,-0.099,-0.067,-0.082,-0.094,0.054,0.048,0
63,0.109,-0.018,0.037,-0.081,0.021,-0.082,0.023,0.039,-0.007,0.048,-0.043,0.016,-0.008,0.07,-0.015,0.032,0.009
64,0.016,0.001,-0.062,-0.008,0.077,0.032,-0.013,-0.081,0.083,-0.004,0.01,-0.039,0.07,-0.084,0.108,-0.026,0.005
65,-0.058,-0.009,-0.043,0.005,0.092,0.028,0.108,-0.021,-0.098,-0.076,0.087,0.043,-0.041,-0.078,0.108,0.034,0.005
66,-0.079,0.003,-0.095,-0.009,0.017,0.056,-0.041,-0.051,0.017,0.028,-0.032,0.011,-0.038,-0.093,0.103,0.056,-0.009
67,0.035,-0.088,0.01,-0.062,-0.098,-0.082,-0.096,-0.049,0.099,0.047,-0.021,-0.046,0.01,0.073,-0.082,-0.082,-0.027
68,-0.023,0.091,0.026,-0.023,0.029,-0.054,0.069,0.095,0.047,0.073,0.01,-0.067,-0.026,-0.004,-0.047,0,0.012
69,-0.064,-0.099,0.075,0.09,-0.071,0.088,0.037,-0.074,0.066,-0.015,-0.032,-0.087,-0.017,-0.025,-0.021,-0.069,-0.014
70,0.087,0.032,-0.063,0.101,0.012,0.107,0.027,-0.052,-0.022,0.033,-0.018,-0.037,0.054,0.082,-0.095,0,0.016
71,0.083,0.081,0.028,0.001,0.046,0,0.014,0.094,0.072,-0.066,-0.086,-0.046,0.004,0.008,0.077,-0.047,0.016
72,-0.096,-0.008,-0.074,-0.039,-0.001,-0.014,0.082,-0.021,0.003,0.107,-0.072,0.017,0.001,-0.058,-0.079,0.101,-0.009
73,-0.055,-0.095,-0.094,-0.084,0.03,-0.094,0.02,-0.036,0.099,0.031,0.012,0.056,-0.051,0.036,0.037,0.029,-0.01
74,0.03,0.039,-0.053,-0.011,0.041,0.103,0.035,0.054,0.057,-0.055,-0.013,-0.058,-0.096,0.07,-0.024,0.023,0.009
75,-0.026,0.027,-0.018,0.051,-0.083,0.098,0.083,0.048,0.04,-0.059,-0.036,0.066,0.005,0.061,-0.051,0.103,0.019
76,0.036,0.102,0,-0.005,0.004,0.105,0.029,0.062,0.018,0.096,0.005,-0.084,0.08,-0.098,-0.028,-0.078,0.015
77,-0.081,0.069,-0.08,0.051,-0.046,0.012,-0.084,0.099,-0.033,0.066,0.009,0.038,-0.015,0.086,0.103,0.017,0.013
78,-0.046,-0.015,0.072,-0.027,0.086,-0.048,-0.007,0.105,-0.044,-0.046,0.043,0.073,0.061,0.079,0.069,-0.01,0.022
79,0.022,-0.031,-0.044,0.069,-0.1,-0.063,0.108,0.057,0.042,-0.076,0.079,0.083,-0.003,0.026,0.02,-0.074,0.007
80,0.027,0.103,-0.003,0.064,0.027,-0.035,0.015,0.027,-0.073,0.071,0.004,-0.077,-0.02,-0.067,0.074,-0.036,0.006
81,0.028,0,-0.047,-0.053,-0.021,-0.13,-0.095,-0.093,-0.008,0.067,-0.015,0.054,-0.067,0.073,0.06,-0.064,-0.019
82,-0.092,-0.087,-0.022,-0.108,-0.073,-0.017,0.1,-0.052,0.128,0.094,0.1,-0.002,-0.102,0.004,-0.1,0.027,-0.013
83,0.086,-0.076,0.032,0.044,-0.09,0.097,-0.012,-0.107,0.04,-0.056,-0.103,-0.023,0.033,-0.093,-0.115,-0.07,-0.026
84,0.136,-0.123,-0.06,0.033,-0.11,0.035,-0.118,0.011,0.066,0.02,0.066,0.074,0.009,0.001,0.006,-0.126,-0.005
85,0.084,0.126,0.083,0.044,0.094,0.105,-0.01,0.128,-0.116,0.009,-0.092,-0.071,0.062,0.116,-0.043,0.002,0.033
86,0.087,-0.116,0.019,0.13,0.088,-0.064,0.082,-0.09,-0.081,0.041,-0.008,-0.084,-0.119,-0.113,0.023,0.064,-0.009
87,0.131,-0.12,0.04,0.036,0.01,-0.027,-0.068,0.137,-0.052,0.064,-0.011,-0.087,0.128,-0.09,-0.04,0.016,0.004
88,-0.022,0.045,-0.03,0.049,0.137,-0.103,0.044,0.131,-0.105,-0.102,-0.075,0.058,-0.013,0.116,0.048,0.08,0.016
89,0.076,0.018,0.09,0.108,-0.031,0.05,0.025,-0.064,-0.1,0.104,-0.103,0.096,-0.114,-0.106,0.055,-0.058,0.003
90,0.008,0.019,-0.105,-0.068,-0.077,-0.079,0.129,0.029,0.111,-0.115,-0.116,0.034,0.016,0,-0.031,-0.057,-0.019
91,0.071,0.093,-0.103,0.052,-0.097,-0.01,0.094,-0.064,-0.093,0.134,-0.026,0.058,0.033,0.092,-0.038,0.015,0.013
92,0.059,-0.081,0.112,0.015,-0.063,-0.059,0.038,-0.043,-0.104,0.062,0.021,0.076,0.038,-0.043,0.103,-0.041,0.006
93,0.009,-0.061,-0.018,0.068,0.137,0.081,0.029,0.121,0.004,0.062,-0.039,0.089,-0.118,0.136,-0.036,0.004,0.029
94,-0.079,-0.078,-0.017,0.005,0.061,0.093,-0.029,-0.124,0.006,-0.02,-0.1,0.088,-0.075,0.085,-0.018,-0.1,-0.019
95,0.108,-0.105,-0.097,-0.084,-0.077,0.026,0.116,0.091,0.054,0.132,0.089,-0.064,0.049,0.023,0.057,-0.039,0.017
96,-0.129,-0.093,-0.103,-0.059,0.041,-0.028,-0.067,-0.042,-0.085,0.072,-0.011,-0.055,-0.032,-0.01,0.098,0.073,-0.027
97,-0.001,0.085,0.085,0.137,-0.065,-0.126,0.122,-0.041,-0.057,0.058,0.023,-0.118,-0.062,0.017,0.097,-0.062,0.006
98,-0.105,-0.076,-0.093,0.062,-0.084,-0.032,0.086,-0.111,0.027,-0.112,0.122,-0.037,0.122,0.047,0.08,0.109,0
99,0.064,0.088,-0.088,0.023,0.013,0.101,-0.129,0.086,-0.091,0.058,0.064,0.05,0.09,-0.124,0.019,-0.053,0.011
100,-0.079,0.096,0.043,0.075,-0.102,0.112,0.127,-0.079,-0.114,-0.052,0.033,0.006,0.101,0.095,-0.111,0.003,0.01
101,0.074,-0.084,-0.121,-0.107,-0.097,0.126,0.048,0.11,0.017,0.089,-0.077,0.074,-0.071,-0.034,-0.072,-0.121,-0.015
102,-0.039,0.066,0.008,0.085,0.09,0.085,-0.079,0.122,-0.124,-0.039,0,0.071,0.105,0.116,-0.086,0.054,0.027
103,0.122,0.135,0.068,0.08,-0.005,0.025,0.114,-0.063,-0.051,0.004,0.051,-0.053,0.134,0,0.027,0.057,0.04
104,-0.115,-0.101,-0.078,-0.087,-0.071,-0.026,0.031,0.05,-0.006,0.07,0.028,0.069,0.013,0.033,0.082,-0.091,-0.012
105,-0.11,0.128,0.021,-0.055,0.129,0.113,0.086,0.02,-0.027,-0.065,0.029,-0.093,0.005,-0.096,-0.123,0.094,0.004
106,0.03,0.025,0.083,-0.031,0.081,0.094,0.077,-0.068,0.097,0.088,-0.012,-0.062,-0.078,0.059,-0.115,0.125,0.025
107,-0.082,0.04,-0.112,0.025,-0.12,0.041,0.13,-0.09,-0.086,-0.081,0.056,-0.064,0.053,0.139,-0.053,-0.013,-0.014
108,0.041,0.051,-0.012,-0.049,0.059,-0.121,0.043,-0.079,0.04,-0.108,0.122,0.101,0.113,-0.058,0.088,0.077,0.019
109,0.092,0.023,-0.072,0.029,0.101,0.059,0.134,0.066,-0.068,0.072,-0.101,-0.069,-0.096,-0.056,-0.109,-0.097,-0.006
110,0.052,-0.049,0.087,0.073,-0.126,0.073,0.124,0.057,0.133,-0.127,-0.065,-0.121,0.083,0.053,0.017,-0.007,0.016
111,-0.025,-0.129,-0.071,0.102,0.111,-0.069,-0.037,-0.035,-0.086,0.133,-0.001,-0.076,0.026,0.097,-0.012,0.077,0
112,-0.117,-0.084,0.057,-0.073,0.138,0.137,-0.006,0.081,-0.123,0.015,0.02,0.021,0.007,0.036,0.015,-0.036,0.006
113,0.075,0.017,-0.019,0.011,0.038,-0.035,0.129,0.104,0.01,-0.05,0.128,0,0.125,0.04,0.022,-0.055,0.034
114,0.03,0.13,-0.034,0.067,0.005,-0.018,0.104,0.037,0.13,-0.124,-0.078,-0.12,0.093,0.113,-0.098,0.045,0.018
115,-0.064,0.109,-0.009,-0.022,0.13,0.021,0.006,0.03,0.13,0.099,-0.108,0.016,0.076,0.067,-0.091,0.114,0.032
116,0.106,-0.032,0.102,0.058,-0.089,-0.042,0.049,0.072,0.137,-0.029,0.044,-0.071,-0.016,0.045,0.12,-0.08,0.023
117,-0.025,0.04,-0.067,-0.07,-0.085,-0.015,-0.004,-0.038,0.044,0.056,-0.079,-0.068,-0.01,0.083,0.1,-0.116,-0.016
118,0.074,-0.015,0.014,0.107,-0.077,0.029,0.133,0.081,0.055,-0.06,0.023,0.069,0.065,-0.097,-0.025,-0.074,0.019
119,-0.085,-0.006,0.049,0.016,0.096,-0.097,-0.004,-0.001,-0.017,-0.035,0.054,-0.003,-0.061,-0.02,-0.108,0.075,-0.009
120,0.007,0.064,0.031,-0.114,0.11,0.084,-0.071,0.102,-0.007,-0.07,0.034,0.11,-0.123,0.031,-0.075,0.029,0.009
121,-0.046,0.105,0.062,-0.08,-0.026,0.006,-0.092,0.092,0.112,-0.027,-0.064,0.043,-0.08,0.094,0.006,0.147,0.016
122,-0.055,0.05,0.149,0.082,-0.078,0.101,-0.111,-0.088,-0.062,-0.049,0.039,0.044,0.094,-0.127,-0.111,-0.003,-0.008
123,0.011,0.085,0.04,-0.069,-0.079,0.098,-0.045,-0.123,-0.057,-0.096,0.076,0.149,-0.114,-0.001,0.046,0.126,0.003
124,-0.09,0,-0.129,-0.086,0.123,0.019,0.113,-0.128,-0.091,-0.042,-0.111,-0.13,0.147,0.094,0.121,-0.016,-0.013
125,0.12,0.057,0.002,-0.055,0.087,0.097,-0.005,-0.04,0.09,0.101,-0.069,-0.099,-0.105,0.03,0.065,0.098,0.023
126,0.136,-0.01,0.005,0.149,-0.063,0.039,0.11,-0.086,0.006,0.122,0.113,-0.045,-0.055,0.008,-0.063,-0.13,0.015
127,0.009,-0.125,0.028,-0.03,-0.113,0,0.138,-0.049,0.104,0.035,0.09,-0.074,-0.054,-0.09,-0.13,0.108,-0.01
128,0.117,-0.025,0.132,-0.039,-0.017,0.014,0.089,0.081,-0.045,-0.122,-0.079,-0.046,0.044,0.137,-0.054,0.048,0.015
129,0.017,0.016,-0.075,-0.004,0.072,0.131,-0.067,-0.103,-0.011,0.075,-0.056,0.028,0.061,-0.007,-0.102,-0.097,-0.008
130,-0.031,0.112,-0.115,0.057,0.028,-0.069,0.143,0.136,-0.014,0.082,-0.027,0.072,0.144,-0.126,-0.119,-0.089,0.012
131,-0.105,-0.016,-0.072,0.03,-0.066,0.074,-0.103,0.14,0.144,-0.038,-0.03,-0.11,-0.088,-0.093,0.015,-0.022,-0.021
132,-0.026,-0.072,0.143,0.143,-0.034,-0.025,-0.078,-0.028,0.013,-0.017,0.013,-0.051,0.078,0.149,0.135,0.057,0.025
133,0.083,0.126,0.089,-0.068,0.034,-0.12,0.107,-0.022,0.139,-0.028,0.065,-0.012,0.075,0.008,-0.107,0.011,0.024
134,-0.034,0.077,-0.1,0.093,0.121,0.028,0.013,0.028,0.08,0.089,-0.059,-0.099,0.035,-0.112,-0.055,0.126,0.014
135,-0.033,0.133,0.124,0.039,-0.065,-0.023,-0.006,0.143,0.07,-0.099,0.056,-0.112,0.022,-0.116,-0.123,0.037,0.003
136,0.059,0.069,0.05,-0.053,0.132,0.117,-0.12,-0.001,-0.061,0.041,0.021,0.097,-0.101,0.083,-0.121,-0.061,0.009
137,0.135,0.024,-0.06,-0.079,0.039,-0.015,0.122,-0.055,-0.109,0.086,-0.087,-0.054,-0.086,0.142,0.134,0.093,0.014
138,-0.05,-0.086,0.14,-0.1,0.097,-0.03,-0.009,0.028,0.051,-0.035,-0.002,0.063,-0.031,-0.111,0.093,0.128,0.009
139,-0.069,-0.024,0.028,-0.008,-0.078,-0.049,-0.028,0.06,0.146,0.012,0.091,0.009,-0.008,-0.075,-0.033,0.078,0.003
140,-0.127,0.128,-0.024,-0.127,0.034,-0.113,0.017,0.058,-0.001,-0.044,0.061,-0.047,-0.012,-0.043,-0.022,0.037,-0.014
141,0.085,0.099,-0.102,0.108,-0.005,0.065,-0.09,-0.044,-0.059,-0.077,0.122,-0.039,0.063,0.069,-0.032,-0.053,0.007
142,-0.014,-0.12,0.101,0.108,0.039,0.072,0.051,-0.087,-0.048,-0.124,-0.044,-0.099,-0.031,-0.043,-0.022,0.034,-0.014
143,-0.106,-0.12,0.06,0.052,0.056,-0.081,-0.061,0.08,-0.047,0.082,0.03,0.041,0.139,-0.017,0.112,0.078,0.019
144,-0.083,-0.007,0.089,0.089,0.003,0.052,-0.109,-0.036,0.013,-0.099,0.015,-0.039,-0.111,0.124,0.097,-0.012,-0.001
145,0.145,-0.104,0.008,0.125,0.118,-0.003,0.134,-0.098,0.057,0.018,0.131,0.004,0.082,0.121,0.083,0.009,0.052
146,0.066,0.018,0.104,0.023,-0.075,0.114,0.115,0.069,0.117,0.029,-0.051,0.075,-0.066,-0.104,-0.098,0.044,0.024
147,0.004,0.004,0.115,0.107,0.028,-0.115,0.027,0.058,0.143,-0.052,0.062,0.096,-0.115,0.113,-0.035,0.044,0.03
148,-0.112,-0.017,-0.036,0.09,0.073,-0.08,-0.085,-0.103,0.034,-0.097,0.134,0.096,-0.099,-0.033,-0.075,0.054,-0.016
149,-0.046,-0.109,-0.046,0.072,-0.073,-0.104,0.018,0.096,0.149,0.044,-0.007,0.057,-0.111,-0.009,0.033,-0.1,-0.009
150,0.142,-0.126,0.1,0.118,0.073,0.059,0.052,0.074,0.101,0.103,-0.129,0.094,-0.023,0.008,-0.098,-0.01,0.034
151,-0.127,0.086,-0.077,0.12,-0.105,-0.079,-0.067,-0.028,-0.003,0.023,-0.024,0.092,-0.049,-0.079,0.073,-0.034,-0.017
152,-0.016,-0.057,0.092,0.133,0.127,-0.068,0.025,0.099,0.04,0.035,0.074,-0.13,0.12,0.09,0.064,-0.049,0.036
153,0.026,0.08,-0.052,0.073,-0.043,0.08,0.149,0.019,0.097,0.006,-0.116,-0.101,-0.107,-0.056,0.098,0.065,0.014
154,0.03,0.04,0.039,0.145,-0.029,0.035,-0.117,-0.077,0.122,-0.101,0.005,0.053,0.035,0.126,-0.055,-0.108,0.009
155,0.109,-0.129,-0.057,-0.123,0.128,-0.061,-0.098,-0.026,-0.093,-0.026,0.007,-0.125,0.073,-0.097,-0.118,-0.064,-0.044
156,-0.062,-0.079,-0.091,0.121,0.125,0.014,0.146,0.059,0.093,0.07,0.121,0.059,-0.074,-0.067,-0.111,-0.026,0.019
157,-0.025,0.11,-0.043,0.043,-0.026,-0.042,0.132,-0.122,-0.05,0.064,-0.03,0.144,-0.022,-0.065,0.068,0.048,0.012
158,0.067,0.123,-0.003,-0.046,-0.018,0.064,-0.016,-0.079,0.127,-0.011,0.129,0.02,0,0.105,-0.032,-0.094,0.021
159,-0.121,0.082,0.077,0.117,0.091,0.049,-0.038,-0.117,0.092,0.017,-0.03,-0.048,-0.089,0.106,0.061,0.096,0.022
160,0.113,-0.018,-0.112,-0.065,0.087,-0.062,-0.121,-0.071,0.146,-0.079,-0.011,0.04,-0.037,0.02,-0.115,0.04,-0.015
161,0.053,0.079,0.07,0.019,0.065,-0.054,0.176,-0.087,0.03,-0.129,0.112,-0.068,0.006,-0.095,0.083,0.173,0.027
162,0.172,0.013,-0.083,-0.095,-0.004,0.034,-0.054,0.13,0.153,-0.044,0.083,-0.057,-0.023,0.043,0.076,0.074,0.026
163,0.083,-0.084,0.158,-0.094,0.048,0.108,-0.138,0.115,0.128,0.097,0.116,0.109,-0.046,-0.059,-0.014,0.048,0.036
164,0.15,0.189,0.022,0.085,0.083,0.063,-0.116,0.063,0.179,-0.096,0.102,0.161,-0.014,-0.08,-0.032,0.141,0.056
165,-0.12,0.035,-0.094,-0.027,0.002,0.07,-0.001,0.084,0.043,-0.053,0.035,0.006,-0.103,0.076,0.013,0.04,0
166,0.144,0.176,-0.126,-0.135,0.006,0.177,-0.134,0.184,0.034,-0.119,0.169,-0.025,-0.079,-0.138,-0.125,-0.008,0
167,0.053,-0.123,0.184,-0.123,0.021,-0.135,-0.004,0.136,-0.105,-0.123,-0.072,0.147,0.046,-0.001,-0.065,-0.095,-0.016
168,0.138,0.104,0.124,-0.002,-0.136,-0.133,0.127,0.061,-0.097,-0.004,0.039,-0.018,-0.024,0.066,0.019,0.105,0.023
169,-0.085,0.103,0.19,0.118,-0.008,0.092,0.063,0.184,0.088,0.126,-0.041,0.039,0.058,0.023,-0.019,-0.133,0.05
170,0.112,-0.004,-0.045,0.096,0.067,-0.116,-0.131,-0.068,-0.133,0.178,-0.082,0.159,0.035,-0.033,0.109,-0.144,0
171,0.036,0.117,0.152,-0.003,0.12,-0.101,-0.063,-0.144,-0.057,-0.122,-0.041,0.075,0.094,0.048,-0.029,-0.08,0
172,0.158,0.016,-0.056,-0.057,0.185,0.066,-0.084,-0.082,0.087,-0.02,0.16,-0.049,-0.084,0.095,-0.135,0.167,0.023
173,-0.086,0.04,-0.058,0.151,-0.004,-0.03,-0.05,0.081,-0.123,-0.078,0.142,-0.095,0.121,-0.12,0.066,0.107,0.004
174,-0.107,0.137,-0.131,-0.132,0.013,0.177,-0.098,0.189,0.103,-0.073,0.049,0.145,-0.139,-0.003,0.056,0.073,0.016
175,0.13,0.093,-0.143,0.084,0.056,-0.095,-0.04,-0.133,0.157,-0.061,0.136,-0.025,0.019,0.164,-0.065,0.13,0.025
176,-0.037,0.014,0.151,-0.11,-0.098,-0.034,-0.132,-0.102,0.069,0.073,-0.086,-0.015,0.041,0.186,0.069,0.053,0.003
