Framework,Sce1.Case1,Sce1.Case2,Sce1.Case3,Sce1.Case4,Sce2.Case1,Sce2.Case2,Sce2.Case3,Sce2.Case4,Sce3.Case1,Sce3.Case2,Sce3.Case3,Sce3.Case4,Sce4.Case1,Sce4.Case2,Sce4.Case3,Sce4.Case4,AVE.
74,0.054,0.025,0.03,0.031,0.108,0.024,0.012,0.055,-0.048,-0.006,0.088,-0.055,0.035,0.037,0.048,-0.01,0.027
75,0.079,-0.05,0.087,0.123,0.071,0.172,0.066,0.098,0.049,0.096,0.008,0.047,-0.016,0.052,0.077,0.176,0.071
76,0.001,-0.014,0.095,0.07,0.068,0.027,0.037,0.075,0.03,0.046,0.007,0.103,0.044,0.072,0.087,-0.026,0.045
77,0.08,0.054,0.094,0.001,0.068,0.004,0.029,0.086,0.007,0.026,0.04,0.176,-0.011,0.049,0.043,0.05,0.05
78,0.038,0.006,0.1,0.048,0.067,0.021,0.048,0.017,0.028,0.09,0.074,0.002,-0.024,0.053,0.055,-0.13,0.031
79,-0.007,-0.026,0.086,-0.006,0.071,-0.022,0.148,0.073,0.042,0.036,0.073,0.115,0.001,0.107,0.192,0.203,0.068
80,0.028,0.09,0.08,0.011,-0.003,0.1,0.032,0.148,0.078,0.022,0.092,0.048,0.006,0.056,0.072,-0.009,0.053
81,0.068,-0.045,0.071,0.114,0.091,0.101,0.089,0.091,0.098,-0.009,0.085,0.118,0.029,0.006,0.031,0.019,0.06
82,0.006,0.046,0.109,0.078,0.063,-0.026,0.093,0.032,0.046,0.128,0.007,-0.096,0.018,0.017,0.075,0.084,0.042
83,0.014,0.011,0.042,0.057,-0.021,0.024,0.107,0.096,0.08,0.049,0.074,0.019,0.13,-0.068,0.042,-0.031,0.039
84,-0.022,0.052,0.105,0.031,0.023,0.021,0.041,-0.055,0.1,0.108,0.05,0.102,0.062,0.095,0.145,0.026,0.055
85,0.075,0.092,0.093,0.14,0.013,0.051,0.129,0.207,0.043,0.094,0.106,0.067,-0.016,0.019,0.025,0.073,0.076
86,0.007,0.074,0.031,0.001,-0.003,0.014,0.049,0.11,0.022,0.06,0.139,0.148,-0.034,0.029,0.022,0.067,0.046
87,0.006,0.095,0.09,-0.053,0.081,0.063,0.13,-0.039,0.05,0.043,0.025,0.063,0.109,0.074,0.033,0.127,0.056
88,0.038,-0.04,0.059,0.051,0.002,0.025,0.112,0.002,0.071,0.132,0.075,-0.017,0.063,0.037,0.051,0.042,0.044
89,0.018,0.111,0.13,0.08,-0.038,0.042,0.071,0.22,0.032,0.012,0.057,0.014,0.019,-0.026,0.091,-0.047,0.049
90,0.095,0.057,0.098,0.016,0.045,0.087,0.123,0.131,0.045,0.027,0.146,0.128,-0.002,0.078,0.052,-0.074,0.066
91,0.029,0.095,0.087,0.082,-0.021,-0.004,0.041,0.107,0.012,0.162,0.055,0.101,0.109,0.07,0.135,-0.052,0.063
92,0.003,-0.027,0.068,0.039,0.078,0.033,0.065,0.129,0.068,0.136,-0.021,-0.028,0.002,0.113,0.145,0.016,0.051
93,0.05,0.121,0.095,0.098,0.052,0.023,0.103,0.034,0.044,0.14,0.152,0.045,-0.012,0.056,0.128,0.015,0.071
94,0.056,-0.011,0.106,0.022,-0.011,-0.008,0.045,-0.066,0.089,-0.025,0.031,0.116,0.08,0.024,0.116,0.055,0.039
95,0.081,0.138,0.14,0.03,0.033,0.044,0.083,0.081,-0.02,0.052,0.129,0.025,0.051,0.098,0.033,-0.05,0.059
96,0.136,-0.022,0.06,0.077,0.043,0.043,0.06,0.156,0.043,0.003,0.095,0.08,-0.022,0.021,0.018,0.092,0.055
97,0.024,0.133,0.152,0.124,0.014,0.091,0.107,-0.053,0.02,0.05,0.081,-0.035,-0.004,-0.007,0.095,-0.018,0.048
98,0.021,0.099,0.07,0.014,-0.012,0.02,0.046,-0.072,0.063,-0.026,0.092,0.169,0.003,0.114,-0.019,0.063,0.04
99,0.06,-0.025,0.103,0.068,0.006,-0.017,0.058,0.147,0.06,0.113,0.096,-0.01,0.06,0.083,0.04,-0.029,0.051
100,0.022,0.058,0.071,0.102,0.038,0.074,0.071,0.081,0.068,0.164,0.093,0.042,0.074,0.052,0.044,0.061,0.07
101,0.063,0.041,0.083,0.025,0.063,-0.038,0.049,0.038,0.014,0.09,0.081,0.069,0.061,0.04,0.087,0.018,0.049
102,0.093,-0.047,0.134,0.11,0.069,0.009,0.099,0.054,0.153,0.067,0.066,0.048,-0.042,0.087,0.043,0.063,0.063
103,0.038,0.104,0.065,0.122,0.087,0.05,0.133,0.072,0.036,-0.01,0.168,0.11,-0.023,0.013,0.044,-0.152,0.054
104,0.063,-0.005,0.114,0.112,0.076,0.121,0.059,0.103,0.028,0.089,0.169,0.022,0.06,0.057,0.101,0.055,0.077
105,0.106,-0.045,0.056,0.144,0.027,-0.024,0.097,-0.071,0.092,-0.041,0.101,0.091,0.069,0.182,0.114,0.071,0.06
106,-0.006,-0.023,0.141,-0.013,0.071,0.098,0.095,0.077,0.07,0.085,0.149,0.069,0.095,0.007,0.128,0.156,0.075
107,0.103,0.027,0.114,0.138,0.096,0.009,0.076,0.071,0.006,0.069,0.075,0.218,0.046,0.03,0.148,0.067,0.081
108,0.115,0.086,0.048,0.001,0.107,0.077,0.045,-0.073,0.063,0.021,0.004,0.006,0.031,0.008,0.067,-0.031,0.036
109,0.082,-0.014,0.12,0.19,0.108,0.146,0.092,0.061,0.017,0.032,0.039,0.059,0.037,0.004,0.125,0.034,0.071
110,0.062,0.096,0.138,0.145,0.155,0.188,0.142,0.12,0.117,0.068,0.088,0.142,0.02,0.025,0.092,0.038,0.102
111,0.01,-0.003,0.043,0.025,0.088,0.178,0.113,0.097,0.043,0.066,0.12,0.156,-0.006,-0.071,0.083,0.109,0.066
112,0.109,0.071,0.03,0.181,0.041,-0.047,0.129,0.023,0.072,0.006,0.069,0.073,0.081,-0.037,0.152,0.213,0.073
113,0.046,0.013,0.053,0.053,0.146,0.03,0.08,0.011,0.05,0.031,0.116,0.13,0.086,0.019,0.118,0.009,0.062
114,0.029,0.148,0.09,0.233,-0.019,0.007,0.014,0.075,0.07,0.102,0.165,0.079,0.066,-0.003,0.041,0.062,0.072
115,0.013,0.051,0.117,0.086,0.125,0.094,0.086,-0.095,0.054,0.112,0.202,0.079,0.001,0.024,0.051,-0.045,0.06
116,0.089,-0.049,0.114,0.12,0.024,-0.031,0.07,-0.039,0.027,-0.088,0.075,0.051,0.018,0.073,0.072,0.086,0.038
117,0.114,-0.047,0.026,0.179,0.076,-0.019,0.098,0.065,0.123,0.067,0.131,0.203,0.046,-0.048,0.132,0.187,0.083
118,0.154,-0.016,0.101,0.066,0.151,0.071,0.187,0.069,0.081,0.084,0.101,0.104,0.036,0.09,0.098,0.013,0.087
119,0.048,-0.016,0.126,-0.007,0.125,0.009,0.135,0.063,0.025,0.02,0.168,-0.102,0.065,0.143,0.134,0.031,0.06
120,0.107,0.173,0.126,0.125,0.124,0.009,0.037,-0.041,0.067,-0.011,0.093,0.276,0.103,0.09,0.111,0.045,0.09
121,0.127,0.08,0.11,0.177,0.089,0.118,0.105,0.288,0.034,0.061,0.101,0.092,0.082,0.009,0.166,0.11,0.109
122,0.062,0.09,0.086,0.147,0.067,0.212,0.103,0.1,0.051,0.156,0.159,0.015,0.038,0.038,0.141,0.138,0.1
123,0.086,0.026,0.199,0.077,0.063,0.092,0.08,0.13,0.028,0,0.094,0.266,0.036,0.079,0.153,0.062,0.092
124,0.108,0.14,0.092,-0.03,0.008,0.057,-0.019,0.198,0.061,0.049,0.046,-0.014,0.035,0.016,0.062,0.164,0.061
125,0.057,0.223,0.122,0.121,0.058,0.066,0.053,0.131,0.088,0.044,0.082,0.042,0.062,0.166,0.121,-0.017,0.089
126,0.08,0.179,0.199,0.224,0.089,0.079,0.105,0.185,0.073,0.057,0.157,0.141,-0.024,0.036,0.023,0.161,0.11
127,0.08,0.055,0.195,0.123,0.026,0.098,0.044,0.086,0.092,0.025,0.128,0.047,0.132,-0.062,0.133,0.126,0.083
128,0.011,0.099,0.168,0.131,-0.025,0.064,0.182,-0.024,0.1,0.126,0.169,0.191,0.068,0.179,0.114,0.07,0.101
129,0.049,0.08,0.187,0.065,0.13,0.018,0.052,-0.035,0.076,0.066,0.059,0.01,0.1,0.129,0.105,0.126,0.076
130,0.075,0.088,0.14,0.077,0.033,0.093,0.084,0.136,0.133,0.094,0.11,0.132,0.118,-0.058,0.15,0.128,0.096
131,0.1,0.112,0.123,0.032,0.085,0.017,0.067,-0.192,0.056,0.026,0.15,-0.016,0.016,0.037,0.167,0.02,0.05
132,0.056,0.06,0.099,0.143,0.067,0.076,0.234,0.048,0.046,0.051,0.155,0.233,0.024,0.144,0.152,0.156,0.109
133,-0.015,-0.025,0.087,0.121,0.073,-0.04,0.151,-0.004,0.076,0.142,0.185,0.124,0.068,-0.018,0.126,0.073,0.07
134,0.074,-0.086,0.083,0.034,0.125,0.213,0.088,0.014,0.065,0.009,0.114,0.081,0.102,0.008,0.104,0.071,0.069
135,0.065,0.067,0.062,0.122,-0.013,-0.008,0.162,-0.099,0,0.085,0.186,0.092,0.052,0.225,0.171,0.096,0.079
136,0.08,-0.033,0.087,-0.059,0.036,0.016,0.076,0.17,0.07,0.081,0.097,0.058,0.106,0.091,0.139,0.165,0.074
137,0.005,0.059,0.156,0.138,0.057,0.094,0.099,0.022,0.079,0.078,0.08,0.068,0.095,0.071,0.053,0.118,0.079
138,0.074,0.001,0.115,0.2,-0.052,0.035,0.153,0.248,0.03,0.078,0.109,0.088,0.053,0.102,0.165,0.157,0.097
139,-0.056,0.207,0.158,0.165,0.069,0.092,0.083,0.147,0.014,-0.032,0.122,0.176,-0.002,0.075,0.072,0.204,0.094
140,0.116,-0.005,0.141,0.173,0.002,0.079,0.161,-0.16,-0.009,0.072,0.12,-0.068,0.064,0.181,0.16,0.211,0.077
141,0.107,0.263,0.162,0.015,0.006,0.086,0.178,0.011,0.058,0.022,0.135,0.105,0.088,0.064,0.009,0.116,0.089
142,0.071,0.178,0.104,0.055,0.076,-0.033,0.15,0.025,0.116,0.198,0.074,0.129,0.034,0.093,0.129,0.058,0.091
143,0.131,0.041,0.126,-0.054,0.016,0.027,0.107,0.084,0.065,0.092,0.177,0.06,0.1,0.1,0.142,0.089,0.081
144,0.058,0.059,0.122,0.158,0.022,-0.014,0.216,0.041,0.043,-0.045,0.154,0.132,0.057,0.012,-0.031,0.179,0.073
145,0.045,0.068,0.135,0.123,-0.02,0.048,0.173,0.175,0.051,0.043,0.196,0.189,0.081,0.079,0.164,0.226,0.111
146,0.129,0.1,0.148,0.101,0.125,-0.025,0.123,0.249,0.116,0.11,0.136,0.105,0.083,0.096,0.088,0.106,0.112
147,0.061,0.085,0.103,0.034,0.091,-0.066,0.165,-0.019,0.04,0.052,0.056,-0.064,0.079,-0.018,0.244,0.123,0.06
148,0.123,0.041,0.22,0.108,0.087,0.08,0.019,0.192,0.093,0.234,0.102,0,0.059,0.003,0.198,0.125,0.105
149,0.145,0.066,0.144,0.164,0.094,-0.044,0.171,0.076,0.042,-0.038,0.096,0.195,0.062,0.074,0.209,0.014,0.092
150,-0.017,0.166,0.137,0.048,0.091,-0.053,0.174,0.108,0.11,0.062,0.169,0.045,-0.042,-0.089,0.056,0.1,0.066
151,0.112,0.148,0.058,0.212,0.07,-0.023,0.144,0.142,0.056,-0.096,0.251,0.099,0.028,0.095,0.169,-0.033,0.09
152,0.038,-0.102,0.177,0.075,0.136,0.059,0.104,0.187,0.06,0,0.147,0.008,-0.025,0.088,0.195,0.025,0.073
153,-0.067,-0.054,0.212,0.203,0.123,0.107,0.161,0.095,0.113,-0.03,0.073,0.067,0.142,0.103,0.044,-0.057,0.077
154,0.106,-0.042,0.131,0.094,0.018,-0.023,0.185,0.154,0.092,0.115,0.158,0.271,0.107,0.048,0.008,0.177,0.1
155,0.077,0.111,0.198,0.032,0.096,-0.03,0.129,0.068,0.046,0.136,0.107,0.174,0.122,0.107,0.13,0.146,0.103
156,0.091,0.027,0.167,0.058,-0.017,0.11,0.146,0.046,0.1,0.005,0.127,0.095,0.109,-0.022,0.067,0.138,0.078
157,0.112,0.152,0.129,-0.047,0.004,0.152,0.021,-0.013,0.095,-0.1,0.189,0.157,0.045,0.065,0.153,0.326,0.09
158,0.014,0.082,0.008,0.11,0.198,0.114,0.184,0.156,0.109,0.001,0.12,0.004,0.064,0.11,0.149,0.257,0.105
159,0.003,-0.021,0.234,0.267,0.177,0.038,0.171,0.062,0.002,0.063,0.135,-0.03,0.131,0.104,0.04,0.157,0.096
160,0.044,-0.018,0.147,0.171,0.152,-0.056,0.082,0.031,0.122,0.101,0.101,0.218,0.047,0.067,0.062,0.028,0.081
161,0.05,-0.027,0.082,0.139,0.01,0.071,0.066,-0.017,0.06,0.102,0.196,-0.022,0.144,0.074,0.145,-0.139,0.058
162,0.125,0.138,0.109,-0.041,0.043,0.027,0.147,0.117,0.079,-0.015,0.15,0.045,0.15,0.156,0.221,0.087,0.096
163,0.078,0.084,0.098,0.119,0.075,0.085,0.203,0.187,0.107,0.003,0.178,0.331,0.113,-0.034,0.067,0.136,0.114
164,0.099,-0.022,0.076,0.167,0.042,0.239,0.097,0.052,0.091,0.126,0.102,0.161,0.038,0.014,0.074,0.079,0.09
165,0.121,-0.113,0.127,0.167,0.184,0.097,0.047,0.023,0.147,0.025,0.112,0.069,0.063,0.162,0.183,-0.043,0.086
166,0.095,0.016,0.161,0.06,0.052,0.048,0.172,0.139,0.055,-0.011,0.125,0.123,0.015,0.076,0.197,0.118,0.09
167,0.053,0.012,0.18,0.137,0.062,-0.017,0.161,0.296,0.046,0.088,0.037,0.084,0.062,0.044,0.012,0.321,0.099
168,0.109,0.211,0.196,0.179,0.143,0.049,0.156,0.094,0.023,0.034,0.189,0.318,0.058,-0.027,0.206,0.176,0.132
169,0.17,0.01,0.118,0.184,0.068,-0.062,0.213,0.165,-0.005,-0.071,0.186,0.155,0.18,0.152,0.151,0.049,0.104
170,0.085,-0.036,0.077,0.135,0.061,0.192,0.07,0.176,0.032,0.115,0.051,0.184,0.079,0.163,0.143,-0.03,0.094
171,0.102,0.172,0.101,0.092,0.088,0.053,0.253,0.126,0.08,0.077,0.21,0.064,0.094,0.056,0.085,0.25,0.119
172,0.06,-0.012,0.187,0.272,0.061,0.017,0.18,0,-0.067,0.112,0.23,0.263,0.151,0.071,0.113,0.204,0.115
173,0.09,0.053,0.118,0.073,0.133,0.153,0.218,0.197,0.044,0.071,0.208,0.045,0.063,0.07,0.245,0.076,0.116
174,0.137,0.072,0.147,0.218,0.042,-0.026,0.081,0.018,0.134,-0.009,0.224,0.092,0.206,-0.017,0.074,0.072,0.092
175,0.118,0.062,0.153,0.263,0.112,-0.015,0.213,0.08,0.074,0.134,0.147,0.097,0.141,-0.039,0.15,0.169,0.116
176,0.048,0.192,0.111,0.23,0.104,0.272,0.253,0.187,0.116,0.111,0.09,0.054,0.06,-0.041,0.169,-0.039,0.12
177,0.118,0.069,0.133,0.027,0.128,0.099,0.148,0.01,0.073,0.018,0.129,0.204,0.038,0.017,0.228,-0.063,0.086
178,0.114,0.013,0.117,0.142,0.223,0.056,0.127,0.041,0.083,-0.003,0.146,0.184,0.159,0.071,0.16,0.097,0.108
179,0.112,0.226,0.134,0.139,0.069,-0.106,0.101,0.3,0.143,0.088,0.154,0.018,0.082,0.111,0.077,0.286,0.121
180,0.073,-0.035,0.226,0.304,0.155,0.014,0.15,0.235,0.116,0.003,0.234,0.238,0.085,-0.003,0.145,0.051,0.125
181,0.076,0.173,0.117,0.126,0.031,0.085,0.13,0.125,0.073,0.044,0.122,0.156,0.125,-0.102,0.176,0.027,0.093
182,0.082,0.054,0.198,0.245,0.078,0.022,0.056,0.031,0.075,0.125,0.157,0.176,0.099,0.145,0.194,0.098,0.115
183,0.124,-0.018,0.232,0.112,0.149,0.014,0.255,0.138,0.129,0.068,0.157,-0.058,0.068,0.08,0.159,0.162,0.111
184,0.109,0.095,0.205,0.163,0.17,0.125,0.201,0.221,0.133,0.194,0.178,0.16,0.053,-0.047,0.071,0.11,0.134
185,0.058,0.098,0.229,0.12,0.131,-0.118,0.077,0.096,0.15,0.107,0.207,0.124,0.03,0.045,0.137,0.031,0.095
186,0.019,0.076,0.253,-0.04,0.023,0.02,0.195,0.105,0.099,0.115,0.196,0.232,0.045,-0.014,0.243,-0.092,0.092
187,0.107,0.06,0.17,0.122,0.037,-0.025,0.074,0.231,0.093,-0.047,0.159,0.043,0.011,0.099,0.06,0.132,0.083
188,0.073,-0.128,0.14,0.218,-0.016,0.116,0.32,-0.003,0.062,0.123,0.066,0.148,0.188,0.066,0.125,0.051,0.097
189,0.094,0.087,0.223,0.104,0.136,0.262,0.243,0.143,0.122,0.07,0.142,0.03,0.152,-0.061,0.307,0.042,0.131
