Framework,Sce1.Case1,Sce1.Case2,Sce1.Case3,Sce1.Case4,Sce2.Case1,Sce2.Case2,Sce2.Case3,Sce2.Case4,Sce3.Case1,Sce3.Case2,Sce3.Case3,Sce3.Case4,Sce4.Case1,Sce4.Case2,Sce4.Case3,Sce4.Case4,AVE.
44,-0.062,0.072,-0.047,-0.081,0.108,-0.092,0.011,0.035,-0.062,-0.018,-0.086,-0.042,-0.078,0.086,0.09,-0.063,-0.014
45,0.068,-0.022,-0.058,0.068,0.088,0.073,0.095,0.006,-0.088,0.068,-0.084,0.067,-0.021,-0.042,0.107,0.026,0.022
46,0.089,0.101,0.024,-0.004,-0.01,-0.059,0.107,-0.008,-0.034,-0.043,0.019,0.07,-0.048,-0.005,0.068,0.093,0.022
47,-0.024,-0.041,-0.076,-0.081,0.046,0.069,-0.048,-0.065,0.088,0.072,0.053,-0.032,0.007,0.06,0.037,0.046,0.007
48,0.062,0.038,0.085,0.06,-0.013,-0.058,-0.025,-0.074,0.003,0.081,0.089,-0.064,-0.033,-0.014,0.028,0.088,0.016
49,0.043,0.074,0.029,0.099,0.05,0.047,0.097,0.075,-0.015,0.006,0.002,-0.085,0.042,-0.086,-0.065,0.045,0.022
50,-0.056,-0.024,0.065,0.099,-0.036,-0.038,0.03,0.095,0.044,-0.094,0.082,-0.035,-0.01,0.002,-0.098,-0.086,-0.004
51,0.072,-0.039,0.092,0.051,0.075,-0.063,0.062,-0.065,0.028,0.053,-0.074,0.105,0.074,0.032,0.094,0.044,0.034
52,-0.062,0.092,0.095,0.059,0.041,-0.036,0.052,-0.062,-0.032,-0.052,-0.005,0.033,0.081,-0.077,-0.028,0.098,0.012
53,0.072,-0.023,0.005,-0.075,0.019,0.049,0.04,0.006,0.058,0.085,-0.024,0.075,-0.055,0.036,-0.097,-0.013,0.01
54,0.103,-0.054,0.07,0.047,-0.008,-0.088,-0.055,-0.058,0.05,0.099,0.006,-0.055,-0.059,-0.077,-0.014,0.093,0
55,-0.089,-0.05,0.095,0.024,0.015,0.015,0.067,0.101,0.047,0.027,0.084,-0.058,-0.02,0.088,0.086,0.001,0.027
56,-0.031,-0.078,-0.067,0.079,-0.058,-0.06,-0.041,0.014,0.087,-0.059,0.032,-0.098,0.067,0.035,0.097,0.109,0.002
57,-0.017,-0.029,-0.049,0.046,0.076,0.018,0.046,0.05,0.085,0.017,-0.004,-0.064,-0.081,0.038,-0.058,-0.024,0.003
58,-0.024,0.081,0.004,0.07,0.007,0.072,-0.072,-0.038,-0.026,-0.002,0.069,-0.065,-0.054,0.029,0.028,0.081,0.01
59,0.028,-0.081,-0.07,0.05,0.008,0.09,0.069,0.041,-0.083,-0.089,0.105,-0.055,0.056,-0.011,0.011,-0.066,0
60,-0.046,0.033,-0.015,0.088,-0.099,0.029,0.065,-0.028,0.046,-0.021,0.057,0.032,-0.079,0.029,0.086,-0.058,0.007
61,0.054,-0.019,-0.065,0.09,-0.033,0.075,0.047,0.043,-0.092,-0.035,0.063,0.065,-0.005,0.034,0.016,0.037,0.017
62,-0.097,0.049,-0.086,-0.045,0,0.019,0.017,0.103,-0.014,-0.005,0.09,-0.018,-0.096,0.048,-0.029,0,-0.004
63,0.043,0.031,-0.089,0.078,0.016,0,0.1,-0.064,0.028,-0.079,0.103,0.014,-0.068,-0.033,0.061,-0.005,0.008
64,0.019,0.075,0.072,0.018,-0.022,-0.068,-0.063,0.084,-0.036,0.048,0.042,0.028,0.011,0.093,-0.096,-0.082,0.008
65,0.025,-0.05,-0.027,0.053,-0.025,-0.016,-0.1,0.105,0.018,-0.091,0.071,-0.082,0.038,-0.035,0.024,-0.026,-0.007
66,-0.066,0.044,0.102,0.088,-0.084,0.009,-0.028,-0.062,-0.055,0.005,0.026,0.046,0.074,0.086,-0.077,0.068,0.011
67,0.061,0.018,0.097,-0.056,-0.015,0.07,0.012,-0.045,0.034,0.09,0.023,-0.036,0.091,-0.033,0.072,-0.067,0.02
68,0.011,0.028,0.072,-0.088,-0.066,0.031,0.104,0.056,-0.074,-0.078,0.067,-0.036,-0.028,0.059,0.099,0.014,0.011
69,0.054,0.109,0.102,-0.048,0.07,-0.082,0.058,0.102,-0.032,-0.081,-0.099,-0.004,0.01,0.107,0.046,0.003,0.02
70,-0.065,-0.022,0.001,0.103,-0.01,0.032,0.011,0.096,0.004,0.056,-0.039,0.058,0.002,0.108,-0.049,0.07,0.022
71,0.065,0.012,-0.064,0,0.083,0.039,0.024,0,-0.071,-0.083,-0.034,0.107,0.043,0.088,-0.054,0.078,0.015
72,0.03,0.092,0.106,-0.005,0.021,-0.064,0.056,0.105,-0.017,-0.004,0.105,0.013,0.098,0.027,0.056,0.041,0.041
73,0.062,-0.055,0.077,-0.05,0.076,-0.032,0.003,0.051,-0.099,-0.082,0.065,0.108,-0.099,-0.092,-0.096,0.058,-0.007
74,-0.087,-0.095,-0.068,0.093,-0.049,0.054,0.05,0.092,0.098,-0.083,0.02,-0.073,0.063,-0.086,-0.028,0.105,0
75,-0.087,-0.098,0.03,-0.053,0.067,-0.028,-0.031,-0.023,0.061,0.096,-0.086,-0.02,0.008,0.014,-0.016,-0.004,-0.011
76,-0.011,0.087,0.094,-0.06,-0.044,0.016,0.04,0.072,-0.015,-0.069,-0.026,-0.072,-0.003,0.02,-0.017,0.052,0.004
77,0.072,-0.079,-0.078,-0.038,0.012,0.099,-0.043,-0.08,0.083,0.015,0.029,-0.019,-0.032,-0.049,-0.035,0.057,-0.005
78,-0.071,-0.041,0.079,0.017,-0.084,-0.065,0.041,-0.079,0.011,0.084,-0.008,0.074,-0.007,0.031,-0.069,-0.013,-0.006
79,0.065,0.062,-0.086,-0.087,-0.008,-0.096,0.102,0.081,-0.091,-0.06,0.056,0.068,0.007,-0.059,0.048,-0.032,-0.002
80,-0.04,0.102,-0.04,-0.093,-0.053,-0.066,-0.003,-0.031,-0.091,-0.017,0.059,-0.052,-0.089,-0.04,0.001,0.079,-0.023
81,0.016,0.074,0.082,0.05,0.089,-0.077,-0.113,0.085,0.084,0.082,-0.12,-0.034,0.136,-0.121,-0.062,0.053,0.014
82,0.027,0.002,-0.094,0.133,0.009,-0.047,0.011,0.096,-0.055,-0.042,0.076,-0.044,0.066,0.136,-0.075,-0.083,0.007
83,-0.005,-0.039,-0.109,-0.036,-0.123,0,-0.023,0.097,-0.119,0.024,-0.028,-0.006,-0.122,0,0.114,0.058,-0.02
84,-0.111,-0.124,0.109,0.071,0.066,-0.129,0.022,0.017,-0.013,0.005,-0.092,-0.048,-0.103,-0.013,0.065,-0.038,-0.02
85,0.002,-0.107,0.029,0.08,0.137,-0.118,-0.105,-0.007,0.134,0.009,0.008,0.027,-0.097,0.007,0.066,0.053,0.007
86,0.025,-0.112,-0.069,-0.061,-0.09,0.04,0.023,0.064,-0.083,0.113,0.093,-0.031,-0.023,-0.1,-0.101,-0.099,-0.026
87,-0.089,0.047,-0.046,0.078,0.021,-0.094,-0.113,-0.033,-0.082,-0.055,0.134,0.106,-0.004,0.086,0.111,0.001,0.004
88,-0.011,-0.114,0.021,0.047,0.088,0.021,-0.058,0.102,0.117,0.073,-0.019,0.09,0.024,0.126,0.004,-0.047,0.029
89,-0.032,0.045,0.132,0.043,0.029,-0.094,0.05,-0.015,0.136,-0.106,0.088,0.106,-0.097,0.092,0.034,-0.015,0.025
90,-0.006,-0.042,-0.053,-0.072,0.069,-0.008,0.133,-0.028,0.069,-0.061,-0.12,-0.079,0.094,-0.042,0.001,-0.002,-0.009
91,0.07,-0.065,-0.067,0.002,0.091,-0.059,-0.106,-0.083,-0.096,-0.09,0.016,-0.068,-0.02,0.08,0.105,0.054,-0.015
92,-0.04,-0.047,0.093,-0.003,0.11,0.059,-0.046,0.008,0.045,0.024,-0.097,0.012,0.019,0.069,-0.108,-0.01,0.005
93,0.018,-0.101,0.114,-0.015,0.03,-0.07,0.08,-0.109,0.035,0.053,0.07,-0.065,-0.12,0.07,-0.009,0.064,0.003
94,0.047,0.074,0.091,-0.047,0.1,-0.023,0.009,-0.093,-0.124,0.069,-0.121,0.098,-0.03,0.013,0.135,-0.094,0.007
95,0.132,0.071,-0.072,0.023,-0.09,-0.104,0.118,-0.094,0.122,-0.043,0.031,-0.088,-0.076,0.071,0.095,-0.025,0.004
96,0.08,-0.127,-0.077,-0.115,0.023,-0.112,0.085,0.051,0.123,-0.091,-0.003,-0.101,-0.075,-0.036,0.02,-0.104,-0.029
97,-0.128,-0.118,-0.104,0.033,0.074,-0.079,0.128,-0.119,-0.014,-0.088,0.097,-0.061,0.131,0.118,-0.075,-0.061,-0.017
98,-0.02,0.064,0.133,0.038,0.123,0.035,-0.095,-0.11,0.041,0.096,0.06,0.102,-0.041,-0.085,-0.058,-0.022,0.016
99,0.1,0.011,0.04,-0.12,0.024,0.064,0.084,-0.093,-0.117,0.015,0.076,-0.078,0.033,-0.045,-0.011,-0.091,-0.007
100,-0.118,-0.064,0.089,0.008,0.109,0.105,0.12,-0.012,0.02,0.003,0.117,-0.09,-0.127,0.071,0.1,0.044,0.023
101,0.036,-0.12,0.083,-0.091,-0.086,0.122,0.044,-0.045,0.132,-0.015,0.125,-0.096,-0.001,0.037,-0.043,0,0.005
102,-0.016,-0.018,-0.003,-0.029,-0.109,-0.1,0.11,-0.129,0.006,0.045,0.033,0.046,0.062,0.097,0.139,0.022,0.01
103,0.043,0.075,0.072,-0.121,0.018,0.115,-0.099,-0.114,-0.099,0.035,0.082,0.055,0.052,0.135,0.013,-0.111,0.009
104,-0.001,0.052,0.048,-0.116,-0.059,0.023,0.048,-0.037,0.018,-0.064,0.135,0.105,-0.116,0.009,0.023,-0.036,0.002
105,0.058,0.134,-0.103,-0.041,0.121,0.035,-0.063,-0.075,-0.092,0.046,0.136,-0.012,-0.093,0.028,-0.097,-0.031,-0.003
106,0.012,0.012,0.092,0.043,0.061,-0.07,0.069,0.008,-0.099,0.046,-0.004,-0.042,0.126,0.058,-0.119,0.008,0.013
107,0.053,0.035,0.076,-0.122,-0.097,-0.051,-0.033,-0.108,-0.026,-0.045,0.047,0.073,-0.082,0.089,0.066,-0.047,-0.011
108,-0.127,-0.087,0.034,-0.077,-0.044,0.106,-0.056,-0.114,-0.032,0.135,0.129,0.074,0.064,0.115,-0.054,0.06,0.008
109,-0.024,0.015,-0.006,0.002,-0.062,-0.128,0.02,-0.061,0.091,-0.075,0.014,-0.067,-0.101,-0.117,-0.025,0.138,-0.024
110,0.14,-0.032,-0.013,-0.113,0.009,0.036,-0.009,-0.087,0.072,0.096,0.084,0.138,-0.087,-0.002,0.016,0.117,0.023
111,0.036,0.104,0.031,0.063,-0.104,-0.021,-0.032,0.088,0.136,0.06,0.008,0.006,-0.016,-0.112,-0.034,-0.102,0.007
112,0.026,-0.126,0.01,-0.062,0.038,-0.002,0.053,-0.129,0.052,0.055,-0.064,-0.117,-0.018,-0.06,0.048,0.123,-0.011
113,0.108,-0.118,-0.124,-0.033,-0.094,0.076,0.12,-0.101,0.096,-0.086,0.139,-0.075,0.117,-0.093,0.136,-0.093,-0.002
114,-0.091,0.034,0.055,-0.097,0.048,-0.037,0.056,-0.005,0.009,-0.119,-0.105,0.056,-0.055,0.109,0.115,-0.004,-0.002
115,0.034,0.116,-0.005,-0.038,-0.03,0.03,-0.126,0.094,-0.11,-0.003,0.074,-0.09,0.014,-0.071,0.056,0.118,0.004
116,-0.029,-0.034,0.026,-0.084,0.109,-0.018,0.138,0.121,0.043,-0.029,-0.026,-0.128,0.127,0.103,0.038,-0.035,0.02
117,-0.022,-0.003,0.023,-0.022,-0.103,0.059,-0.048,0.065,0.037,0.018,0.002,0.09,-0.017,0.053,-0.035,-0.084,0.001
118,-0.024,-0.039,-0.006,0.014,0.003,0.03,0.036,0.007,-0.049,0.009,-0.025,-0.032,0.027,0.054,-0.122,0.113,0
119,-0.104,-0.066,-0.042,0.112,-0.114,0.14,-0.035,0.03,-0.127,0.124,-0.001,0.085,0.01,-0.087,0.104,-0.118,-0.006
120,0.052,-0.103,0.074,-0.1,0.008,-0.086,-0.046,-0.034,-0.046,0.117,-0.034,0.062,0.112,0.077,-0.12,-0.035,-0.006
121,0.002,0.014,0.084,0.062,-0.036,-0.044,-0.081,0.09,0.1,-0.074,0.141,0.145,-0.017,0.025,0.003,-0.1,0.02
122,0.077,-0.117,0.096,-0.101,-0.1,-0.072,-0.083,-0.048,-0.026,0.118,0.107,-0.017,0.128,-0.105,-0.034,-0.058,-0.015
123,0.041,0.111,-0.021,-0.03,0.084,0.099,-0.124,-0.05,-0.032,0.054,0.116,-0.119,-0.124,0.102,0.041,-0.002,0.009
124,-0.088,0.071,0.077,-0.087,-0.02,0.145,0.044,-0.077,-0.099,0.122,0.117,0.034,-0.079,0.025,0.07,-0.027,0.014
125,-0.084,0.109,-0.047,0.13,0.14,0.021,0.065,0.065,-0.086,-0.055,0.132,0.067,-0.041,-0.008,0.056,0.068,0.033
126,-0.058,-0.066,0,0.032,-0.04,0.041,-0.012,-0.118,-0.092,-0.054,-0.027,0.04,-0.052,0.109,0.076,-0.12,-0.021
127,-0.1,-0.087,0.086,-0.048,0.125,0.144,0.089,0.107,-0.075,0.139,-0.103,-0.021,-0.076,-0.092,0.053,0.138,0.017
128,0.07,-0.052,0.135,0.149,0.066,0.109,0.013,0.019,-0.11,0.133,0.051,0.016,0.111,0.106,0.092,-0.074,0.052
129,-0.061,0.147,0.073,-0.005,0.031,-0.108,0.076,0.101,0.038,-0.095,-0.025,0.062,0.142,-0.03,-0.114,0.046,0.017
130,-0.112,0.071,0.06,-0.129,0.015,-0.006,0.016,0.08,0.049,0.046,-0.104,0.05,0.131,-0.126,0.091,-0.103,0.002
131,0.112,-0.076,0.061,-0.086,0.037,-0.09,-0.125,0.134,-0.036,0.061,-0.004,-0.112,-0.091,-0.034,-0.005,0.011,-0.015
132,0.143,-0.006,0.017,0.108,-0.069,-0.058,-0.097,0.022,0.138,-0.125,0.058,-0.048,0.144,-0.016,-0.038,-0.106,0.004
133,-0.115,-0.07,0.143,0.045,0.146,-0.089,-0.114,0.077,0.1,-0.028,0.071,0.005,-0.077,0.111,0.078,-0.017,0.017
134,0.015,0.097,0.029,-0.11,-0.101,0.024,0.115,0.041,0.117,-0.064,-0.006,-0.129,0.029,0.118,0.007,0.04,0.014
135,-0.102,-0.033,0.001,0.028,0.142,0.097,0.105,0.07,0.078,-0.04,0.078,-0.072,-0.076,-0.037,-0.081,0.047,0.013
136,0.047,0.087,0.037,0.068,0.041,-0.003,-0.021,0.043,0.051,0.136,-0.068,0.105,-0.093,-0.045,-0.014,0.137,0.032
137,-0.115,0.134,0.11,-0.046,-0.037,-0.074,-0.099,0.045,-0.048,-0.042,0.015,-0.026,0.131,0.008,0.035,-0.09,-0.006
138,0.102,-0.057,-0.002,0.021,0.044,0.119,0.149,-0.049,-0.097,-0.1,-0.113,0.13,-0.012,-0.008,0.007,0.134,0.017
139,0.117,-0.072,0.04,0.059,0.055,-0.067,0.127,0.012,0.12,0.103,0.074,-0.118,0.039,-0.11,0.107,0.1,0.037
140,0.11,0.043,-0.098,-0.118,0.064,-0.047,0.04,-0.049,-0.005,0.128,-0.09,0.058,-0.079,0.034,0.073,0.048,0.007
141,0.034,-0.057,0.053,0.001,0.043,0.006,-0.121,0.01,0.04,-0.074,0.086,-0.045,0.105,-0.108,0.141,0.141,0.016
142,0.056,0.139,0.139,-0.11,-0.113,-0.116,0.11,-0.099,0.031,-0.013,-0.111,-0.1,-0.057,0.033,0.035,0.008,-0.01
143,0.021,0.024,0.072,-0.087,0.082,0.024,0.034,0.118,0.136,-0.08,0.12,-0.009,0.011,0.084,0.131,-0.051,0.039
144,-0.039,0.046,0.107,0.001,0.025,0.007,0.129,-0.037,-0.091,0.124,0.102,-0.017,-0.006,-0.126,0.054,0.076,0.022
145,0.059,-0.034,-0.027,0.146,-0.097,-0.129,0.006,0.093,0.119,0.013,0.149,0.022,0.023,-0.005,-0.047,0.047,0.021
146,0.052,-0.1,-0.085,0.026,-0.011,-0.036,-0.106,0.026,0.117,0.093,-0.007,0.018,-0.126,0.108,0.027,0.011,0
147,-0.094,0.053,0.046,-0.009,0.045,0.079,0.058,-0.025,0.116,0.051,0.049,-0.016,0.044,0.071,-0.096,0.139,0.032
148,-0.12,-0.012,0.105,0.082,0.082,0.094,0.146,0.04,-0.072,0.128,0.088,0.141,-0.014,-0.024,-0.019,-0.027,0.039
149,0.065,0.083,-0.127,-0.107,-0.109,0.036,-0.003,0.131,-0.046,0.096,-0.015,0.036,0.119,0.106,0.135,-0.002,0.025
150,-0.095,0.02,-0.024,-0.044,-0.087,0.037,0.032,-0.076,-0.003,0.116,-0.108,0.139,0.109,0.058,0.048,0.127,0.016
151,0.064,0.092,0.108,-0.014,0.089,-0.122,0.111,0.107,0.073,-0.097,0.096,0.115,-0.104,0.017,-0.012,0.055,0.036
152,-0.016,0.105,-0.062,-0.06,0.028,0.14,-0.077,-0.036,-0.058,-0.057,0.133,-0.096,-0.008,0.119,0.126,0.069,0.016
153,0.043,0.125,-0.118,-0.072,-0.106,-0.032,0.012,0.118,0.032,-0.109,-0.11,-0.096,0.073,0.117,-0.078,0.099,-0.006
154,0.019,-0.079,0.014,-0.123,-0.047,0.141,0.149,0.144,-0.09,0.044,-0.007,-0.067,-0.056,0.004,-0.104,0.149,0.006
155,0.133,0.086,-0.127,0.074,-0.056,-0.11,-0.078,0.139,0.119,-0.001,0.075,-0.069,0.029,0,-0.019,0.057,0.016
156,-0.004,-0.06,0.028,0.027,-0.001,0.008,0.124,0.049,0.029,-0.115,-0.012,-0.032,-0.121,-0.122,0.059,0.005,-0.009
157,-0.053,-0.05,0.046,-0.102,0.093,-0.053,-0.009,0.086,-0.044,-0.054,0.04,-0.119,-0.079,-0.126,0.095,0.06,-0.017
158,-0.005,-0.125,-0.048,-0.036,-0.008,0.073,0.071,0.031,-0.113,0.137,-0.043,0.143,-0.038,0.043,0.143,0.057,0.018
159,0.029,-0.038,-0.061,-0.016,0.014,-0.08,-0.061,-0.124,0.129,-0.109,-0.051,-0.066,0.149,-0.075,0.036,-0.013,-0.021
160,0.105,-0.127,0.127,-0.017,0.008,0.125,0.135,-0.07,0.024,-0.103,0.071,-0.096,-0.088,-0.008,0.105,0.138,0.021
161,0.027,0.038,0.031,0.13,-0.143,0.103,-0.143,-0.147,0.074,0.121,-0.142,-0.127,-0.079,0.049,0.021,0.123,-0.004
162,-0.012,-0.063,-0.148,0.019,-0.095,0.028,0.077,0.095,0.134,-0.087,0.184,-0.128,0.112,0.152,0.149,0.016,0.027
163,0.096,0.141,0.09,0.046,0.091,-0.053,0.156,0.156,-0.037,-0.097,-0.051,0.184,0.135,0.095,-0.059,0.176,0.067
164,-0.14,0.105,-0.044,0.049,0.094,-0.089,-0.035,0.011,0.005,0.139,-0.145,0.097,0.138,0.03,0.105,0.033,0.022
165,0.051,-0.08,0.176,-0.038,-0.13,-0.133,0.185,-0.131,-0.024,-0.026,0.129,-0.104,-0.101,-0.072,-0.066,-0.057,-0.026
166,-0.13,-0.003,-0.086,-0.009,-0.1,-0.024,-0.113,0.098,-0.043,0.132,0.022,0.174,-0.05,0.19,0.093,-0.109,0.003
167,0.081,-0.057,0.027,0.139,-0.099,0.09,-0.018,-0.023,0.076,-0.049,0.078,-0.105,0.098,0.047,-0.059,0.11,0.021
168,-0.063,0.177,0.061,0.039,0.138,-0.029,0.147,0.141,0.035,-0.08,-0.112,0.049,0.149,0.043,-0.025,-0.129,0.034
169,0.053,-0.031,0.033,0.048,0.129,0.018,0.155,0.062,-0.148,0.129,-0.142,0.146,0.19,-0.136,-0.044,-0.093,0.023
170,0.13,-0.1,0.128,0.011,0.156,0.036,-0.06,0.035,0.045,-0.137,-0.042,-0.008,0.106,-0.053,0.023,-0.009,0.016
171,0.057,-0.115,0.155,-0.074,-0.109,-0.146,-0.141,0.1,-0.002,-0.013,0.077,0.155,0.166,-0.076,-0.035,0.133,0.008
172,-0.014,-0.148,0.168,0.178,0.03,-0.041,0.104,0.056,0.039,0.095,-0.012,0.116,0.158,-0.002,0.11,0.132,0.061
173,-0.063,0.03,-0.032,-0.054,0.156,-0.059,0.177,0.044,-0.148,-0.035,0.058,-0.141,0.057,0.185,0.076,-0.013,0.015
174,0.026,-0.051,0.008,0.126,0.142,0.071,0.017,0.046,0.065,0.033,-0.049,0.163,0.13,-0.058,0.098,0.076,0.053
175,0.077,0.134,0.079,0.151,-0.149,0.073,-0.045,-0.14,0.166,-0.072,0.108,-0.075,-0.01,0.132,0.075,-0.032,0.03
176,-0.109,0.095,0.037,0.017,-0.046,0.03,0.06,-0.061,0.093,0.152,-0.046,0.1,0.076,-0.048,0.084,-0.033,0.025
