Framework,Sce1.Case1,Sce1.Case2,Sce1.Case3,Sce1.Case4,Sce2.Case1,Sce2.Case2,Sce2.Case3,Sce2.Case4,Sce3.Case1,Sce3.Case2,Sce3.Case3,Sce3.Case4,Sce4.Case1,Sce4.Case2,Sce4.Case3,Sce4.Case4,AVE.
88,0.02,0.126,-0.009,-0.236,0.025,0.103,0.016,-0.232,0.051,0.124,0.039,-0.11,0.084,-0.202,-0.271,0.295,-0.011
89,-0.18,-0.056,-0.026,-0.029,-0.069,0.158,0.109,-0.222,-0.086,0.103,-0.02,0.058,0.008,0.218,-0.121,-0.065,-0.014
90,0.01,0.095,0.011,0.211,-0.07,0.126,-0.132,0.106,-0.016,0.198,0.045,-0.138,-0.174,0.286,0.066,-0.269,0.022
91,-0.013,0.179,-0.136,0.14,0.036,0.263,-0.182,0.155,-0.012,0.143,-0.127,0.17,0.114,0.156,0.081,-0.15,0.051
92,0.003,0.291,0.002,-0.218,0.071,0.244,0.074,0.024,0.143,0.184,-0.292,0.153,0.037,0.017,0.219,0.122,0.067
93,0.014,0.092,-0.081,0.05,0.02,0.236,-0.015,0.001,0.008,0.262,0.072,-0.148,0.202,0.109,0.11,0.091,0.064
94,-0.062,0.211,0.151,-0.01,0.165,0.123,-0.118,-0.181,-0.01,0.281,0.223,-0.018,-0.02,0.102,0.116,0.266,0.076
95,-0.161,-0.012,-0.053,-0.049,0.022,0.219,-0.196,0.062,0.094,0.056,-0.029,-0.049,-0.139,0.064,-0.063,0.101,-0.008
96,0.096,-0.114,0.006,-0.167,0.032,0.255,0.011,0.019,-0.042,0.191,-0.096,-0.025,-0.147,0.126,-0.001,0.008,0.009
97,-0.104,-0.038,-0.037,0.005,0.054,0.018,0.286,0.195,0.203,-0.121,0.206,-0.066,0.173,0.076,-0.119,-0.08,0.041
98,0.172,-0.161,-0.027,-0.081,-0.023,0.101,0.049,0.115,0.188,0.031,0.035,-0.049,0.05,0.133,-0.016,0.106,0.039
99,-0.05,0.109,0.125,-0.202,0.17,0.103,0.26,-0.16,-0.12,0.191,-0.098,0.207,0.072,0.283,-0.18,0.083,0.05
100,-0.095,0.206,0.018,0.016,0.118,0.198,0.013,-0.079,0.136,0.145,-0.024,-0.175,-0.057,0.07,-0.178,-0.114,0.012
101,0.005,0.15,0.135,0.101,0.069,0.202,-0.114,0.173,0.034,0.218,0.196,0.222,0.204,0.135,0.097,0.177,0.125
102,-0.115,0.093,0.068,-0.187,-0.072,0.279,0.032,0.016,0.046,0.147,0.014,0.138,0.143,0.069,0.164,0.154,0.062
103,-0.085,0.154,-0.03,0.197,0.047,0.277,-0.082,0.03,0.007,-0.064,0.008,0.011,0.105,0.111,0.232,0.008,0.058
104,-0.007,0.094,0.017,0.012,-0.119,0.157,0.236,-0.118,0.032,0.106,0.007,0.223,0.177,0.101,0.146,-0.282,0.049
105,-0.091,-0.008,-0.071,0.034,0.076,0.25,-0.146,-0.046,0.104,0.226,0.291,-0.022,-0.215,0.262,-0.222,-0.158,0.016
106,0.06,0.24,-0.146,0.157,0.209,0.204,0.034,-0.035,0.213,0.245,-0.082,0.219,-0.077,0.068,-0.101,0.143,0.084
107,-0.065,0.021,0.046,0.087,0.095,0.12,0.133,-0.012,-0.062,0.259,-0.119,-0.111,-0.11,0.172,0.209,0.114,0.049
108,0.156,-0.005,0.167,0.262,0.034,0.293,0.187,-0.102,0.024,0.114,-0.09,-0.201,0.018,0.164,0.031,0.131,0.074
109,-0.079,0.245,-0.019,0.105,-0.001,0.257,-0.143,0.18,-0.085,-0.163,0.117,0.101,-0.077,0.066,-0.2,-0.286,0.001
110,-0.07,0.013,-0.063,-0.205,0.094,0.236,-0.116,0.144,-0.015,-0.145,-0.069,0.219,0.127,0.041,0.062,-0.02,0.015
111,0.046,0.005,0.035,-0.237,0.12,0.271,-0.114,0.146,-0.085,0.1,-0.112,0.028,0.065,0.146,0.192,0.053,0.041
112,0.002,0.028,0.08,0.138,-0.04,0.148,0.14,0.281,0.205,0.109,-0.11,0.069,0.161,0.113,0.106,0.164,0.1
113,0.124,0.108,-0.171,-0.278,-0.015,0.206,-0.086,0.114,-0.037,0.154,0.158,0.278,0.071,-0.196,0.249,0.008,0.043
114,-0.067,-0.03,0.006,0.176,0.256,0.076,-0.288,0.242,0.242,0.139,0.262,0.271,0.041,0.12,0.15,0.115,0.107
115,-0.147,-0.129,-0.108,0.186,-0.046,0.126,-0.134,0.057,-0.093,0.039,0.139,-0.007,-0.059,0.15,0.105,0.056,0.008
116,0.022,0.081,-0.075,0.247,0.159,0.139,0.083,0.255,0.045,0.132,0.019,-0.269,-0.183,0.128,-0.203,-0.168,0.026
117,-0.033,-0.005,-0.056,0.215,-0.002,0.24,-0.063,0.146,0.083,0.102,0.134,-0.108,-0.062,0.124,-0.108,-0.076,0.033
118,-0.053,0.059,0.142,-0.082,0.02,0.161,-0.072,0.031,0.01,-0.262,-0.176,0.134,0.113,0.093,0.096,0.063,0.017
119,-0.042,0.225,-0.08,-0.022,-0.018,-0.239,0.033,0.257,-0.117,-0.039,0.253,-0.056,0.161,0.075,0.054,0.222,0.042
120,-0.05,0.029,0.007,0.129,0.02,0.15,-0.106,-0.252,0.057,0.196,0.103,-0.063,0.03,0.165,0.009,-0.199,0.014
121,-0.012,-0.097,-0.279,0.053,-0.101,-0.018,0.013,0.101,0.074,0.181,0.054,-0.005,0.198,0.115,-0.293,-0.143,-0.01
122,-0.019,0.103,0.079,0.014,-0.107,0.194,0.013,0.082,-0.119,-0.129,-0.186,0.176,0.17,0.066,-0.213,0.078,0.013
123,0.222,0.139,-0.131,0.286,0.008,-0.026,0.161,0.158,0.127,0.103,-0.008,0.206,-0.121,0.146,0.047,0.14,0.091
124,0.043,0.224,-0.12,0.077,0.072,0.291,0.071,0.209,-0.114,-0.082,-0.008,-0.152,-0.01,0.21,-0.262,-0.063,0.024
125,0.119,0.21,-0.038,-0.108,0.111,0.104,-0.1,0.109,-0.101,0.153,-0.188,0.07,0.212,0.067,0.18,0.167,0.06
126,-0.093,0.036,0.123,0.13,0.101,0.272,-0.072,0.146,-0.037,0.191,-0.045,-0.252,-0.127,0.064,-0.083,0.066,0.026
127,-0.071,0.065,0.059,0.121,0.081,0.128,-0.119,0.132,-0.033,0.115,0.093,0.153,0.172,0.137,-0.111,-0.006,0.057
128,-0.021,0.217,0.238,-0.161,0.193,0.257,-0.095,0.01,0,0.152,-0.144,0.067,0.144,0.109,-0.113,0.231,0.068
129,-0.106,-0.048,0.025,0.102,-0.105,0.23,-0.119,0.138,0.219,-0.117,0.086,0.099,-0.125,0.228,0.061,0.09,0.041
130,-0.057,-0.111,-0.28,0.155,-0.058,0.265,-0.025,0.224,0.049,0.114,-0.062,0.106,-0.166,0.068,-0.082,-0.004,0.009
131,0.104,-0.182,0.027,-0.012,0.157,0.11,-0.204,-0.138,-0.096,0.272,0.118,-0.219,0.128,0.282,0.052,0.078,0.03
132,-0.13,0.165,-0.149,0.186,0.042,0.023,0.174,0.125,-0.055,0.243,0.168,0.06,-0.247,0.29,-0.15,-0.058,0.043
133,0.034,0.129,0.289,0.009,0.232,0.113,0.086,-0.227,0.016,0.208,-0.01,0.092,0.136,0.159,-0.102,0.243,0.088
134,-0.039,0.146,-0.078,0.045,-0.15,0.265,-0.08,0.145,0.054,0.114,0.17,0.086,0.084,0.081,0.11,-0.206,0.047
135,0.124,0.178,0.02,-0.148,-0.001,0.072,-0.034,0.13,0.204,0.181,0.103,-0.081,0.118,0.09,-0.211,0.254,0.062
136,-0.011,0.137,0.11,-0.034,-0.063,0.127,0.037,-0.126,0.072,-0.069,-0.192,0.16,0.162,0.281,-0.161,0.051,0.03
137,-0.044,-0.094,-0.115,0.123,0.019,0.188,0.032,0.288,0.031,0.066,0.18,-0.041,-0.253,-0.3,0.076,0.074,0.014
138,0.182,0.258,-0.052,0.164,0.052,0.138,-0.059,0.081,0.063,-0.096,0.142,0.107,-0.175,0.119,0.116,0.116,0.072
139,0.034,0.254,-0.101,-0.233,0.014,0.281,0.01,0.031,0.106,0.035,-0.002,-0.015,-0.151,0.071,0.191,-0.15,0.023
140,-0.022,-0.031,0.205,0.139,-0.224,0.069,-0.085,0.134,0.164,0.24,-0.181,0.061,0.088,0.078,0.208,-0.134,0.044
141,0.03,0.147,-0.071,0.229,0.094,0.069,-0.016,0.035,-0.04,-0.142,-0.127,0.06,0.132,0.071,0.112,0.158,0.046
142,0.12,0.123,0.105,-0.133,-0.124,0.067,0.065,0.18,0.064,-0.034,0.026,-0.081,-0.124,0.189,0.08,0.065,0.037
143,-0.162,0.045,0.028,-0.076,0.241,0.139,0.066,0.127,0.147,0.148,0.228,-0.091,0.186,0.142,0.168,0.081,0.089
144,0.078,-0.136,0.216,0.272,-0.044,0.212,0.031,0.031,-0.161,-0.159,0.052,0.199,0.221,0.096,0.042,-0.033,0.057
145,-0.016,0.117,0.184,-0.17,0.013,0.028,-0.081,0.164,0.092,0.181,-0.093,-0.158,0.129,0.292,-0.131,0.193,0.047
146,0.054,0.049,0.104,-0.072,-0.162,0.144,0.007,-0.106,0.033,0.214,-0.067,-0.125,-0.05,0.209,0.059,-0.068,0.014
147,0.186,0.003,0.113,0.224,-0.005,0.11,0.117,0.247,0.193,0.196,-0.123,-0.091,-0.158,0.083,-0.005,0.19,0.08
148,-0.182,0.046,0.018,0.038,0.236,0.262,-0.018,-0.14,-0.109,0.072,0.153,-0.27,0.108,0.118,0.158,-0.178,0.02
149,0.026,0.15,0.196,0.002,0.029,0.113,0.064,-0.123,-0.072,-0.079,0.05,-0.172,0.115,-0.173,0.128,-0.064,0.012
150,-0.04,-0.023,-0.136,-0.062,-0.024,0.113,-0.082,-0.175,0.073,0.082,0.073,0.045,0.138,0.135,-0.295,0.137,-0.003
151,0.009,0.038,-0.287,0.213,0.197,0.124,-0.061,0.154,-0.084,0.078,-0.124,-0.277,-0.294,0.063,0.065,-0.074,-0.016
152,-0.185,-0.133,0.153,-0.015,0.163,-0.033,-0.157,-0.012,-0.062,-0.069,0.145,0.086,0.166,0.07,0.036,-0.086,0.004
153,-0.067,-0.087,-0.196,0.136,-0.036,0.104,0.09,0.264,0.135,-0.021,0.035,-0.086,-0.044,0.13,0.125,-0.017,0.029
154,-0.072,0.137,0.051,-0.21,-0.088,0.119,0.25,0.017,0.098,-0.08,0.006,0.236,0.296,0.084,0.284,-0.219,0.057
155,0.011,0.187,0.095,0.193,-0.077,0.099,-0.291,0.117,-0.276,-0.007,0.117,-0.063,0.106,0.131,-0.12,-0.149,0.005
156,-0.043,0.053,0.166,0.214,-0.013,0.141,0.124,0.117,0.072,0.153,-0.06,0.143,0.019,0.084,0.001,0,0.073
157,0.047,0.256,-0.037,0.227,0.128,0.087,0.108,0.25,-0.058,0.143,-0.064,0.074,0.058,0.102,-0.116,-0.126,0.067
158,0.189,0.118,-0.039,0.095,-0.057,0.13,0.042,-0.117,0.104,0.086,0.23,-0.174,-0.026,0.134,-0.186,0.209,0.046
159,-0.121,0.003,0.104,-0.149,-0.256,0.153,-0.116,-0.104,-0.001,-0.068,-0.28,-0.096,-0.12,0.081,-0.13,0.086,-0.063
160,0.027,-0.058,-0.186,-0.045,0.18,0.19,-0.008,0.126,-0.007,0.128,0.088,0.137,0.274,0.117,-0.103,0.139,0.062
161,-0.147,0.102,-0.021,0.235,0.226,0.157,0.009,0.005,0.116,-0.141,0.075,-0.089,0.03,0.283,0.15,0.045,0.065
162,0.16,0.112,0.099,0.11,0.091,0.142,0.014,-0.106,0.023,0.156,0.048,-0.074,0.023,-0.094,0.127,-0.117,0.045
163,0.053,0.106,0.236,0.178,-0.055,0.102,-0.004,-0.119,0.082,0.25,-0.105,-0.133,0.147,0.121,0.033,0.16,0.066
164,0.15,0.128,0.167,0.162,-0.076,0.154,-0.086,0.043,-0.112,-0.148,0.211,0.036,0.247,0.128,0.15,0.023,0.074
165,0.061,0.192,-0.005,-0.078,0.046,0.206,0.24,0.179,-0.05,-0.128,0.258,0.119,0.08,0.119,-0.221,-0.104,0.057
166,-0.017,-0.121,0.078,0.052,0.075,0.065,0.104,-0.073,-0.138,0.173,-0.254,-0.112,-0.054,0.154,-0.08,0.07,-0.005
167,0.006,-0.005,0.214,0.13,0.051,0.049,0.146,0.105,-0.046,-0.133,0.178,-0.128,-0.164,0.108,0.006,-0.123,0.025
168,-0.037,-0.107,0.155,0.064,0.107,0.009,-0.111,0.064,0.13,0.214,0.063,-0.115,-0.121,0.144,0.136,-0.286,0.019
169,-0.19,0.067,-0.06,-0.148,0.262,0.129,-0.037,-0.168,0.244,0.181,-0.225,0.119,0.013,0.089,0.11,-0.155,0.014
170,-0.075,-0.22,0.059,0.181,-0.043,0.243,0.137,-0.212,-0.088,-0.099,0.054,0.056,-0.244,0.068,0.112,-0.15,-0.014
171,-0.081,-0.02,0.086,0.062,-0.052,0.204,0.184,0.057,0.02,0.127,0.242,0.219,0.026,0.152,-0.221,-0.282,0.045
172,0.007,-0.026,0.124,-0.146,0.125,-0.153,-0.132,-0.044,0.057,-0.086,0.155,0.05,0.223,0.067,-0.169,-0.244,-0.012
173,0.036,0.155,0.091,-0.04,0.068,0.22,-0.289,0.074,0.146,-0.034,-0.01,0.072,-0.138,0.115,-0.1,-0.086,0.017
174,0.23,0.083,-0.028,0.255,0.275,0.122,0.065,-0.004,0.082,0.143,0.051,-0.133,0,0.113,0.073,0.013,0.084
175,-0.033,-0.247,0.099,-0.224,0.102,0.121,0.2,0.15,0.049,0.07,-0.133,0.127,0.21,0.093,0.019,0.122,0.045
176,-0.092,0.295,0.092,-0.146,0.06,0.1,0.178,0.056,0.174,0.213,0.166,0.247,0.039,0.292,0.013,-0.005,0.105
177,0.112,0.11,-0.183,0.177,0.2,0.106,-0.089,0.068,-0.099,0.112,-0.123,-0.201,-0.062,0.139,-0.063,0.11,0.02
178,-0.17,0.115,0.103,0.01,0.03,-0.026,-0.074,0.147,-0.046,0.102,-0.006,0.081,0.201,0.14,0.002,0.084,0.043
179,-0.034,0.145,-0.069,-0.025,-0.204,0.109,0.089,-0.09,0.129,-0.039,0.128,0.244,-0.217,0.099,0.145,-0.035,0.023
180,0.067,0.057,0.049,0.118,-0.084,0.144,-0.259,0.072,-0.199,-0.211,-0.104,-0.043,0.142,0.08,0.191,-0.197,-0.011
181,0.047,-0.003,0.136,-0.18,0.062,0.156,0.039,0.113,-0.129,0.063,0.284,0.035,0.151,0.083,-0.16,0.083,0.049
