Framework,Sce1.Case1,Sce1.Case2,Sce1.Case3,Sce1.Case4,Sce2.Case1,Sce2.Case2,Sce2.Case3,Sce2.Case4,Sce3.Case1,Sce3.Case2,Sce3.Case3,Sce3.Case4,Sce4.Case1,Sce4.Case2,Sce4.Case3,Sce4.Case4,AVE.
37,0.017,0.079,0.026,0.003,-0.021,0.04,0.038,0.031,0.019,0.043,-0.037,-0.005,0.049,0.02,0.02,0.053,0.023
38,0.013,0.044,-0.03,0.129,0.017,0.048,-0.023,-0.019,-0.013,0.025,-0.006,-0.002,0.041,-0.004,0.073,-0.035,0.016
39,-0.016,0.013,-0.002,0.072,0.041,0.011,-0.011,0.012,0.044,0.021,0.034,0.068,0.023,0.058,-0.036,-0.05,0.018
40,0.078,0.069,0.025,0.117,0.001,0.015,0.041,0.062,0.014,0.092,-0.025,0.041,0.001,0.084,-0.03,-0.052,0.033
41,-0.022,0.019,0.065,-0.039,0.045,0.098,0.054,-0.029,0.009,0.125,-0.035,-0.008,0.069,0.101,0.042,0.052,0.034
42,-0.01,0.01,0.011,-0.02,0.027,-0.002,0.038,0.001,0.029,0.018,0.025,0.008,-0.022,-0.025,-0.046,0.045,0.006
43,0.005,0.048,0.095,0.048,0.007,-0.002,0.06,0.088,0.01,0.002,0.113,0.086,-0.034,0.049,0.1,0.078,0.047
44,0.065,-0.013,-0.074,0.031,0.031,-0.009,0.036,-0.044,-0.005,-0.012,0.033,0.03,0.016,-0.006,0.041,-0.001,0.008
45,0.021,0.015,-0.017,0.052,0.016,0.064,-0.017,0.124,-0.007,0.099,-0.02,0.298,-0.004,0.012,0.008,0.087,0.046
46,-0.051,0.125,0.079,0.079,-0.027,-0.019,0.028,0.082,-0.005,-0.025,0.015,-0.021,0.098,0.037,-0.01,0.021,0.025
47,-0.052,0.006,0.039,-0.015,0.065,-0.004,0.008,-0.052,-0.05,0.04,-0.021,-0.024,-0.003,0.097,-0.011,0.029,0.003
48,0.018,0.018,0.029,0.089,0.069,0.054,0.09,0.114,0.005,0.006,0.007,-0.051,-0.026,0.047,0.044,0.016,0.033
49,-0.017,0.052,0.089,0.007,0.021,0.159,-0.108,-0.05,0,0.086,0.008,-0.044,0.063,0.143,0.035,-0.069,0.023
50,0.007,0.075,0.084,0.063,-0.017,0.001,-0.027,0.09,0,0.078,0.049,0.121,-0.033,0.056,0.028,0.043,0.039
51,-0.021,0.017,-0.006,-0.036,0.005,0.032,0.059,-0.068,-0.027,0.002,0.145,0.068,-0.045,0.059,0.068,0.033,0.018
52,0.085,-0.013,0.07,0.07,0.014,0.026,0.037,0.055,0.028,0.03,0.043,-0.017,-0.066,-0.017,0.013,0.111,0.029
53,0.07,0.02,0.036,0.065,0.037,0.03,0.04,0.001,0.067,0.034,-0.004,-0.049,0.021,0.027,-0.076,0.035,0.022
54,0.057,0.025,-0.028,0.057,0.064,0.086,0.039,-0.008,0.002,-0.006,-0.021,-0.007,0.058,0.016,0.069,-0.057,0.022
55,0.052,0.097,0.062,0.013,0.031,0.192,0.031,0.064,0.045,0.073,0.157,0.12,0.003,-0.021,0.067,0.088,0.067
56,0.004,0.068,0.046,-0.028,0.041,0.069,0.001,-0.027,0.041,-0.012,-0.027,0.028,0.057,0.12,0.219,0.133,0.046
57,-0.045,-0.039,0.119,0.004,0.004,0.026,0.058,-0.02,0.016,0.074,0.03,0.085,0.026,-0.034,0.078,0.207,0.037
58,-0.06,-0.075,0.094,0.088,0.043,0.048,0.077,0.002,-0.019,0.037,0.007,-0.025,0.051,-0.052,-0.01,0.01,0.014
59,-0.012,0.058,0.015,0.041,0.061,0.043,0.036,0.109,0.004,0.036,0.023,0.071,0.059,0.076,0.047,0.092,0.047
60,0.056,0.029,0.075,-0.015,-0.05,0.072,-0.026,0.136,-0.01,-0.016,0.081,0.054,0.008,0.034,0.146,0.084,0.041
61,0.038,0.04,0.047,0.13,-0.051,0.084,0.106,0.068,0.002,0.093,-0.011,0,0.061,0.126,0.026,-0.02,0.046
62,0.015,0.012,0.048,0.115,-0.037,0.148,0.061,0.037,0.037,0.06,-0.008,-0.055,-0.003,0.137,0.168,0.039,0.048
63,0.028,-0.038,0.007,-0.059,0.064,0.168,0.084,0.051,0.022,0.092,0.098,-0.02,0.056,0.011,-0.005,-0.011,0.034
64,0.076,0.056,0.042,0.018,-0.008,0.168,-0.088,-0.096,0.034,0.03,-0.05,0.056,0.005,0.029,0.074,-0.006,0.021
65,-0.065,0.037,0.005,0.142,0.011,0.093,-0.009,-0.034,0.095,-0.04,-0.074,0.044,0.054,-0.016,-0.007,0.114,0.022
66,0.032,-0.051,0.073,0.012,0.003,-0.019,-0.045,0.029,0.056,0.018,0.021,-0.023,0.042,0.023,-0.079,-0.016,0.005
67,0.032,0.013,-0.004,-0.01,0.073,-0.016,-0.044,-0.028,0.018,0.1,0.105,0.015,0.007,0.094,-0.007,0.075,0.026
68,0.044,0.035,0.009,0.132,0.091,0.009,0.013,-0.034,0.051,0.04,0.048,-0.008,0.046,0.084,0.017,0.072,0.041
69,0.031,0.054,0.058,-0.045,0.083,0.038,-0.002,0.015,0.076,0.02,0.127,0.018,-0.043,-0.011,0.102,-0.014,0.032
70,0.011,-0.013,0.046,0.136,-0.064,0.106,0.075,0.127,0.031,0.163,0.008,-0.005,-0.076,-0.047,0.057,0.134,0.043
71,-0.01,0.06,0.083,-0.019,0.073,0.082,-0.03,0.115,-0.017,-0.037,-0.051,0.161,-0.024,0.013,0.068,0.164,0.04
72,0.009,-0.01,0.12,-0.067,0.011,0.031,-0.051,0.13,-0.029,0.045,0.03,0.123,-0.037,0.107,0.186,0.063,0.041
73,0.029,0.08,0.041,0.182,0.047,-0.042,0.151,0.188,0.01,0.027,-0.008,0.028,0.067,0.137,0.089,0.076,0.069
74,0.031,0.029,0.014,-0.003,0.007,0.055,0.07,0.045,-0.013,0.011,-0.001,-0.013,0.054,0.102,-0.022,0.049,0.026
75,0.096,-0.04,0.006,0.029,-0.097,0.151,0.067,-0.004,0.011,0.05,0.094,-0.128,0.044,0.021,0.025,0.08,0.025
76,0.084,0.016,0.027,-0.009,0.003,0.07,0.094,0.038,0.048,0.177,0.099,0.088,0.018,-0.002,0.033,0.079,0.054
77,0.01,0.073,0.044,0.129,0.002,0.086,0.051,-0.186,-0.011,0.026,0.005,-0.022,0.062,-0.03,0.057,-0.057,0.015
78,0.052,0.1,0.054,0.163,0.084,-0.037,0.068,0.021,0.06,-0.026,-0.028,-0.052,0.015,0.068,0.068,-0.104,0.032
79,0.062,-0.004,0.099,0.036,0.019,0.072,0.023,0.223,0.014,-0.02,0.052,0.099,0.063,-0.01,0.01,-0.058,0.042
80,0.032,0.106,-0.051,-0.021,0.091,0.06,-0.028,0.102,-0.02,0.015,0.07,0.1,-0.006,-0.03,0.066,0.055,0.034
81,-0.014,0.045,0.031,0.14,0.057,0.185,0.137,0.144,-0.01,0.118,0.012,0.029,0.114,0.058,-0.066,-0.037,0.059
82,-0.02,0.067,0.069,0.13,-0.023,-0.001,0.024,0.189,0.008,0.077,-0.002,0.091,0.102,0.078,0.083,-0.071,0.05
83,0.079,0.066,0.042,0.027,0.056,0.091,0.112,0.02,0.038,0.049,0.226,0.067,-0.026,0.063,0.152,0.036,0.069
84,-0.031,0.042,0.21,0.008,0.052,0.036,-0.033,0.139,0.063,0.042,0.148,-0.129,0.013,0.055,0.095,0.174,0.055
85,0.031,0.103,0.084,-0.066,0.145,-0.02,0.06,0.005,0.03,0.057,0.073,0.024,0.043,0.112,0.071,0.018,0.048
86,0.061,0.031,0.034,-0.014,0.007,0.006,0.16,0.18,0.069,0.005,0.162,-0.027,0.038,-0.033,0.063,0.104,0.053
87,-0.012,0.016,0.152,-0.102,0.015,-0.018,0.018,0.226,0.014,0.008,-0.002,0.097,-0.013,0.072,0.064,-0.061,0.03
88,-0.032,0.1,0.179,0.06,0.101,-0.007,0.095,0.141,0.015,0.127,0.067,0.012,0.004,0.081,0.109,0.195,0.078
89,-0.002,0.086,0.07,0.037,0.074,0.142,0.06,0.058,0.004,0.112,0.095,0.033,0.014,0.008,0.124,0.184,0.069
90,0.078,0.05,0.058,0.077,0.034,0.125,0.104,0.112,0.028,0.171,0.123,0.026,0.024,0.124,-0.032,-0.039,0.066
91,0.065,0.021,0.083,-0.034,-0.056,0.023,-0.007,0.009,-0.015,0.006,-0.016,0.17,0.089,0.021,-0.005,0.061,0.026
92,-0.018,0.044,0.097,0.053,-0.028,0.065,0.217,-0.029,0.011,-0.083,0.053,0.156,-0.043,0.096,0.173,0.136,0.056
93,-0.011,0.098,0.024,0.057,-0.011,0.02,-0.045,-0.016,0.035,0.13,0.207,0.136,0.043,0.257,0.129,0.065,0.07
94,0.017,0.081,0.051,-0.021,-0.004,-0.024,-0.032,-0.038,-0.047,0.012,0.11,0.056,0.071,0.051,0.157,-0.028,0.026
95,0.038,0.125,0.104,0.113,0.147,-0.052,0.05,0.179,0.102,-0.074,0.12,0.056,0.058,0.092,-0.031,-0.023,0.063
96,-0.04,0.097,0,0.004,0.052,0.095,0.094,0.147,0.105,0.094,0.021,0.116,0.029,-0.045,0.092,0.207,0.067
97,0.048,0.088,0.058,0.117,0.131,0.008,0.067,-0.006,0.026,0.163,0.009,0.049,0.135,0.005,0.152,0.209,0.079
98,0.082,0.14,0.122,0.005,-0.002,-0.037,0.062,0.03,0.068,-0.044,0.147,-0.149,0.107,0.184,0.04,0.215,0.061
99,0.09,-0.091,0.064,0.138,0.013,0.126,-0.042,-0.167,0.076,-0.005,0.096,0.042,-0.043,-0.03,0.125,-0.049,0.021
100,0.074,0.106,0.115,0.175,0.019,0.057,-0.027,0.071,0.118,-0.019,0.088,-0.017,0.052,0.084,0.034,0.149,0.067
101,0.043,0.027,0.174,0.031,0.086,-0.01,0.133,0.113,-0.02,-0.044,0.057,0.01,-0.052,0.187,0.055,-0.033,0.047
102,0.045,0.099,0.102,0.013,0.113,-0.018,0.148,0.081,0.091,-0.023,0.178,0.042,-0.016,0.072,-0.013,0.166,0.068
103,0.069,0.103,0.168,0.016,0.128,0.097,-0.012,-0.096,-0.015,-0.014,0.11,-0.031,0.021,0.195,0.008,0.042,0.049
104,-0.002,0.187,0.089,0.02,0.048,0.001,0.05,-0.005,0.013,0.121,0.01,0.04,0.006,0.144,0.18,0.232,0.071
105,0.076,-0.069,0.178,0.015,-0.001,-0.02,0.107,0.015,0.067,0.178,0.012,-0.014,0.024,0.07,-0.055,-0.08,0.031
106,0.111,0.065,-0.008,0.189,0.153,0.085,-0.013,-0.017,0.075,0.023,0.06,0.058,0.012,0.082,0.26,0.223,0.085
107,-0.004,0.152,0.149,-0.033,0.071,0.183,0.075,0.116,0.045,0.003,0.028,-0.04,-0.1,0.013,0.106,0.016,0.049
108,0.037,0.079,0.038,0.042,0.085,0.132,-0.109,0.14,0.001,-0.048,0.071,0.126,0.02,0.045,0.1,0.001,0.047
109,0.026,0.013,0.03,0.028,0.049,0.074,0.13,-0.015,0.045,0.034,-0.036,0.099,0.046,0.11,0.024,0.005,0.041
110,-0.105,-0.037,0.061,-0.004,-0.033,0.107,0.136,0.116,0.073,0.028,0.027,0.073,0.135,-0.014,0.173,0.096,0.052
111,-0.064,0.086,0.051,0.094,0.134,0.058,0.024,-0.086,0.089,0.197,-0.184,0.002,0,-0.088,-0.009,0.109,0.026
112,0.115,-0.011,0.075,0.079,0.111,0.016,-0.025,-0.019,-0.078,-0.025,-0.002,0.224,0.088,0.178,0.029,-0.06,0.044
113,0.025,-0.033,0.081,0.092,-0.136,0.039,0.094,0.1,0.018,0.044,0.109,-0.054,0.094,0.129,0.163,0.199,0.06
114,0.082,0.077,0.068,0.13,-0.008,0.055,0.041,0.083,-0.014,-0.037,0.213,-0.103,-0.076,0.141,0.186,0.211,0.066
115,0.036,0.267,0.219,-0.014,0.09,0.125,0.077,0.043,0.156,0.083,0.141,0.247,-0.072,0.179,0.158,-0.162,0.098
116,-0.007,0.094,0.141,0.011,0.07,0.17,0.003,0.105,-0.03,0.128,0.109,0.069,0.032,0.049,0.143,0.065,0.072
117,0.034,0.013,0.042,0.072,0.049,0.226,0.104,0.075,0.086,0.037,0.02,0.019,-0.074,0.124,0.112,-0.012,0.058
118,-0.003,0.106,0.047,0.143,-0.13,0.038,0.188,-0.023,0.037,-0.058,0.127,0.019,0.048,-0.042,0.14,0.027,0.041
119,-0.001,0.081,0.019,0.164,0.09,0.032,0.135,-0.016,0.073,-0.087,0.175,-0.062,0.057,0.032,0.055,0.111,0.053
120,-0.109,0.066,0.059,0.184,0.002,0.092,0.046,-0.187,0.148,0.168,-0.006,0.09,0.161,-0.043,0.011,0.192,0.055
121,0.099,0.121,0.095,0.086,0.095,-0.023,-0.043,0.135,-0.03,0.073,0.017,-0.006,0.024,0.02,0.067,-0.105,0.039
122,0.03,0.005,0.11,0.155,0.091,0.115,0.1,0.082,0.108,-0.005,-0.027,0.056,0.042,0.012,0.164,-0.044,0.062
123,0.093,0.05,0.098,0.025,0.048,-0.098,0.061,0.097,0.108,0.105,0.074,0.087,0.006,0.043,0.138,0.101,0.065
124,0.076,0.019,0.117,0.11,-0.022,0.092,0.012,0.122,0.027,0.088,0.048,0.136,0.135,0.219,-0.033,-0.064,0.068
125,0.056,-0.032,0.206,0.261,0.034,0.015,0.058,0.109,-0.003,-0.008,0.23,0.213,0.092,0.014,0.089,-0.002,0.083
126,-0.031,-0.071,0.022,-0.057,0.148,0.016,0.086,0.047,0.093,0.07,0.21,0.006,0.146,0.015,0.07,0.094,0.054
127,0.07,0.097,-0.037,-0.054,0.047,0.04,-0.04,0.212,0.1,0.232,0.086,0.103,-0.002,0.287,-0.009,-0.061,0.067
128,-0.023,0.207,0.055,0.062,-0.006,-0.022,-0.002,0.031,0.082,0.007,0.218,0.089,0.118,-0.05,0.027,0.099,0.056
129,0.151,-0.013,0.169,0.134,0.095,0.044,0.024,0.015,0.083,0.085,0.034,-0.108,-0.004,0.124,0.147,0.193,0.073
130,-0.046,-0.005,0.215,0.079,0.216,0.017,-0.029,0.122,0.074,0.035,0.045,0.18,0.045,0.188,0.208,0.023,0.085
131,0.026,-0.013,0.098,0.176,0.181,0.126,-0.046,0.2,0.001,0.052,0.241,0.088,0.002,-0.044,0.13,0.081,0.081
132,0.068,0.091,-0.149,0.162,0.138,0.017,0.077,0.024,0.141,-0.034,0.078,0.074,0.112,0.173,0.063,0.145,0.074
133,0.1,0.093,0.21,0.055,0.127,-0.043,0.032,0.225,0.029,-0.054,-0.068,0.002,0.038,0.091,0.096,0.163,0.069
134,-0.008,0.015,0.053,0.101,0.165,-0.025,0.058,0.188,0.091,-0.047,0.213,-0.038,0.118,-0.044,-0.021,0.026,0.053
135,0.052,0.013,0.03,0.258,0.093,-0.001,0.275,0.204,0.067,0.051,0.087,0.091,0.046,0.092,0.102,0.252,0.107
136,-0.004,-0.018,0.134,0.155,0.033,0.024,0.139,0.288,0.073,0.121,0.089,0.276,-0.108,0.148,0.225,0.242,0.114
137,0,0.09,0.109,0.083,0.045,0.002,0.15,0.017,0.089,0.086,0.119,0.186,-0.017,-0.048,0.115,0.149,0.073
138,0.127,-0.091,0.083,0.014,0.1,0.065,0.001,0.241,0.058,0.027,0.131,-0.057,0.082,0.13,-0.023,-0.105,0.049
139,0.087,-0.148,0.113,0.124,0.078,0.062,0.116,0.338,-0.003,0.056,-0.003,0.257,0.049,-0.003,0.116,0.11,0.084
140,-0.01,0.041,0.053,0.028,-0.019,0.048,0.044,0.156,0.106,0.056,0.319,0.006,-0.055,0.243,0.075,0.066,0.072
141,0.204,0.036,0.047,0.036,0.05,0.146,0.121,0.267,0.038,0.231,0.239,0.092,-0.071,0.126,0.183,0.246,0.124
142,0.178,0.003,0.108,0.044,0.042,-0.009,-0.026,0.067,-0.002,0.043,0.03,-0.029,0.052,-0.006,0.127,-0.064,0.035
143,0.003,0.093,0.113,0.016,0.106,-0.027,0.323,0.125,0.109,0.082,0.114,-0.004,0.147,0.005,-0.003,0.225,0.089
144,0.019,0.066,0.072,0.245,-0.017,0,0.184,0.095,0.054,0.05,0.159,0.042,0.034,0.127,0.142,0.078,0.084
145,0.041,0.229,0.053,-0.103,0.049,0.128,0.109,0.438,0.108,-0.105,0.029,0.165,0.131,0.2,0.053,-0.155,0.086
146,0.023,-0.044,0.18,0.012,0.158,0.04,0.088,0.088,0.039,0.188,0.2,0.157,0.086,0.239,0.23,-0.149,0.096
147,0.045,0.167,0.143,-0.245,0.153,0.02,0.012,-0.159,0.132,0.285,0.146,-0.007,0.053,-0.051,0.204,0.061,0.06
148,0.067,0.114,0.159,0.198,-0.045,0.139,0.057,0.046,0.086,-0.015,0.19,0.199,-0.046,0.055,0.207,-0.03,0.086
149,0.107,0.11,-0.004,0.328,0.101,-0.02,0.042,0.033,0.037,-0.115,0.095,-0.092,-0.111,0.133,0.107,0.06,0.051
150,0.173,-0.009,0.093,0.052,0.092,-0.048,0.065,-0.062,0.109,0.138,0.126,0.15,0.105,0.146,0.198,-0.102,0.077
151,0.043,0.186,0.14,0.162,0.158,0.155,0.09,-0.008,0.074,0.028,0.142,0.055,0.1,-0.074,0.184,0.112,0.097
152,0.134,0.145,0.037,0.22,-0.009,-0.005,-0.047,0.113,0.028,0.124,0.023,0.131,-0.007,0.066,0.261,0.018,0.077
153,0.035,0.116,0.124,-0.018,0.065,0.306,0.249,0.126,-0.001,-0.006,-0.008,0.097,0.027,-0.023,0.081,0.131,0.081
154,0.094,0.076,0.107,0.122,0.025,0.07,0.11,0.081,0.04,0.152,-0.024,0.08,0.198,-0.014,-0.009,0.385,0.093
155,0.037,0.086,0.266,-0.03,-0.067,0.212,-0.003,0.117,0.018,0.145,0.068,0.169,0.064,0.086,-0.084,0.028,0.07
156,0.109,0.152,0.026,0.188,-0.122,0.203,0.009,0.109,0.136,0.085,-0.001,0.128,0.16,-0.051,0.017,0.148,0.081
157,0.071,0.048,0.105,-0.002,0.011,-0.022,0.314,0.112,0.164,0.007,0.116,-0.067,0.009,-0.071,0.288,-0.085,0.062
158,0.069,0.19,0.108,-0.022,0.165,0.134,0.094,0.054,0.134,0.178,0.186,0.024,0.092,0.251,0.069,-0.059,0.104
159,-0.05,0.086,0.024,-0.004,0.057,0.191,-0.1,0.155,0.03,-0.054,0.311,0.194,0.022,0.089,0.142,0.008,0.069
160,0.093,0.059,0.18,0.052,0.124,0.336,0.135,0.19,-0.04,0.112,0.171,0.252,-0.045,0.053,-0.121,0.004,0.097
161,0.038,0.07,0.236,0.216,0.057,0.24,0.078,0.093,0.159,0.08,0.021,-0.061,-0.037,0.243,-0.082,0.154,0.094
162,0.081,0.192,-0.004,0.112,0.176,0.129,0.292,0.159,0.058,0.065,0.027,-0.011,0.037,0.188,0.134,-0.129,0.094
163,-0.002,-0.017,0.123,-0.203,0.058,0.113,0.034,0.038,0.176,0.183,0.038,-0.115,0.045,-0.056,0.44,0.073,0.058
164,0.132,-0.018,0.067,0.222,0.058,0.203,0.105,0.049,0.142,-0.044,0.212,0.164,0.106,-0.052,0.029,0.026,0.088
165,0.247,0.157,0.025,-0.015,0.046,0.023,0.093,0.111,0.091,0.06,0.267,0.241,-0.041,0.206,0.081,0.116,0.107
166,0.175,0.107,0.097,0.048,0.029,0.098,0.1,-0.126,-0.023,0.029,-0.063,0.148,0.028,0.133,-0.001,0.246,0.064
167,0.07,0.046,0.012,0.014,-0.017,-0.004,0.142,0.167,0.108,-0.076,0.198,-0.021,0.111,0.138,0.276,0.068,0.077
168,0.028,0.101,0.146,0.076,0.138,-0.01,0.118,-0.218,-0.003,0.025,0.089,0.148,0.211,0.009,0.023,-0.071,0.051
169,0.083,0.12,-0.097,0.18,0.049,0.033,-0.009,0.009,-0.01,0.133,0.205,0.156,-0.043,0.191,0.198,0.024,0.076
170,0.094,-0.131,0.186,0.302,0.101,0.075,0.05,0.072,0.206,-0.029,0.12,-0.062,0.068,0.065,0.001,0.171,0.081
171,0.063,0.047,0.002,0.176,0.081,0.051,-0.022,0.024,0.147,0.087,-0.005,-0.039,0.016,0.074,0.147,0.004,0.053
172,0.083,-0.116,0.205,-0.087,-0.051,0.044,0.011,0.066,0.062,0.109,0.296,0.095,-0.062,0.226,0.023,0.151,0.066
173,0.033,0.171,0.269,0.045,0.113,0.189,0.288,0.06,0.118,0.03,0.065,0.366,-0.039,0.118,0.04,0.129,0.125
174,0.189,0.233,0.171,0.145,0.032,0.093,0.246,0.295,0.018,0.079,0.111,-0.034,0.067,-0.069,0.075,0.219,0.117
175,0.16,0.014,0.201,0.069,0.029,0.113,0.101,0.029,0.2,-0.046,0.014,0.172,0.01,0.122,0.161,0.096,0.09
176,0.212,0.103,-0.006,0.092,0.146,0.082,0.032,0.157,-0.017,0.067,-0.04,-0.035,0.079,0.074,0.152,-0.056,0.065
177,0.114,-0.026,0.17,0.057,0.201,-0.037,0.105,-0.073,0.081,-0.016,0.154,0.115,0.123,0.19,0.128,-0.094,0.075
178,0.127,0.056,0.059,0.429,-0.096,0.118,0.317,0.105,0.012,0.14,0.091,0.097,0.156,0.129,0.314,0.248,0.144
179,0.118,0.108,0.235,0.036,-0.051,0.119,-0.096,0.167,0.232,0.293,0.078,0.056,0.104,0.08,0.196,0.149,0.114
180,0.03,0.025,0.249,-0.101,0.252,0.074,0.145,0.001,-0.069,0.024,0.158,-0.011,-0.101,0.185,0.117,0.053,0.064
181,0.007,0.168,0.05,0.077,0.04,-0.055,0.063,-0.254,0.08,0.094,0.083,0.056,-0.008,0.248,0.134,0.094,0.055
182,0.162,-0.049,0.218,0.116,0.001,0.065,0.257,-0.111,-0.027,-0.002,0.094,0.03,0.014,0.05,0.122,0.143,0.068
183,0.076,0.132,0.349,0.135,0.116,-0.007,0.127,0.043,0.033,0.081,0.163,0.273,0.046,0.175,0.119,0.129,0.124
184,0.058,0.015,0.187,0.094,0.132,0.243,-0.021,0.414,0.103,0.094,0.28,0.045,0.182,-0.089,0.246,0.036,0.126
185,0.051,0.036,0.176,0.268,0.053,0.106,0.036,0.055,0.115,-0.042,0.069,-0.086,-0.003,0.04,0.011,-0.027,0.054
