Framework,Sce1.Case1,Sce1.Case2,Sce1.Case3,Sce1.Case4,Sce2.Case1,Sce2.Case2,Sce2.Case3,Sce2.Case4,Sce3.Case1,Sce3.Case2,Sce3.Case3,Sce3.Case4,Sce4.Case1,Sce4.Case2,Sce4.Case3,Sce4.Case4,AVE.
38,0.037,0.029,0.067,0.048,0.021,-0.098,0.039,-0.046,0.086,0.061,0.099,0.038,0.094,-0.096,0.098,-0.048,0.027
39,-0.061,-0.051,-0.004,-0.001,-0.081,0.039,0.061,0.089,-0.016,0.079,0.093,0.017,0.065,0.068,-0.047,0.02,0.017
40,0.017,-0.092,-0.041,-0.026,-0.033,0.058,-0.092,0.09,-0.021,-0.041,-0.018,-0.038,-0.02,-0.057,-0.085,0.008,-0.024
41,-0.011,0.025,-0.024,0.086,-0.042,-0.011,-0.031,0.069,-0.045,0.091,0.1,-0.075,-0.006,-0.031,-0.087,0.095,0.006
42,-0.094,-0.082,-0.03,-0.01,0.009,-0.019,0.061,0.023,-0.1,0.081,0.109,-0.06,0.016,-0.022,0.03,0.052,-0.002
43,-0.012,0.024,0.048,0.082,-0.079,-0.081,-0.037,-0.023,0.065,0.026,0.011,0.094,-0.091,-0.07,0.041,0.037,0.002
44,-0.077,0.025,-0.008,-0.098,0.026,-0.04,0.011,0.044,-0.024,-0.044,-0.032,0.046,-0.008,-0.02,-0.028,-0.096,-0.02
45,0.107,-0.072,-0.083,0.05,0.095,0.11,0.089,-0.088,-0.08,0.01,0.089,0.019,-0.024,-0.013,0.016,0.046,0.017
46,0.049,0.105,-0.054,-0.083,-0.019,0.061,-0.09,0.022,-0.025,0.008,0.103,0.104,-0.09,-0.051,0.022,0.037,0.006
47,0.033,0.027,-0.026,0.029,0.026,-0.055,0.004,0.058,-0.051,0.064,-0.002,-0.096,0.014,-0.033,0.039,0.086,0.007
48,-0.045,0.033,0.015,-0.026,-0.054,0.052,0.1,-0.023,0.038,0.107,0.04,0.063,-0.073,0.068,-0.01,0.019,0.019
49,0.063,0.041,-0.041,-0.099,0.089,0.068,-0.019,0.079,-0.075,-0.025,0.096,-0.088,-0.07,-0.047,-0.086,0.091,-0.001
50,0.098,0.088,0.032,0.107,0.079,-0.063,0.03,0.013,-0.061,-0.024,0.052,-0.046,-0.071,0.018,0.04,0.026,0.02
51,0.043,-0.044,0.023,0.02,-0.006,0.056,-0.094,-0.016,-0.014,0.032,-0.076,-0.096,0.039,0.005,-0.073,-0.012,-0.013
52,-0.084,-0.026,0.063,-0.085,0.092,-0.045,0.076,0.024,-0.055,-0.024,-0.057,-0.067,0.06,-0.016,0.031,0.017,-0.006
53,0.022,-0.008,-0.036,-0.1,-0.055,-0.031,0.028,0.007,0.071,-0.064,0.029,-0.022,-0.046,-0.041,0.012,-0.046,-0.018
54,-0.028,0.088,-0.033,0.109,-0.035,0.071,-0.006,0.097,-0.002,0.061,0.025,0.05,-0.083,-0.038,-0.026,0.106,0.022
55,0.078,-0.024,0.059,-0.024,-0.025,-0.034,-0.023,0.083,0.013,-0.094,0.083,0.001,-0.007,0.067,0.103,0.071,0.02
56,0.093,-0.064,-0.01,0.103,0.01,-0.071,0.086,0.009,0.075,0.009,-0.088,-0.041,0.049,-0.059,-0.014,0.017,0.006
57,0.038,-0.054,0.094,0.106,0.022,-0.033,0.062,-0.053,-0.041,-0.004,0.02,-0.052,0.045,0.022,-0.045,0.055,0.011
58,-0.046,0.066,0.034,-0.071,0.082,-0.035,0.046,-0.045,-0.026,0.034,0.094,-0.047,-0.015,0.037,-0.036,0.018,0.006
59,0.061,0.085,0.078,-0.003,0.057,-0.045,-0.019,0.059,0.023,0.102,-0.06,-0.042,-0.013,-0.082,0.005,-0.078,0.008
60,-0.059,0.091,0.085,0.058,0.029,-0.054,-0.01,0.02,0.01,-0.037,0.066,-0.062,0.021,-0.085,0.025,-0.012,0.005
61,-0.099,0.035,-0.008,0.093,-0.066,-0.068,-0.069,0.022,-0.077,-0.044,0.053,0.088,0.012,-0.028,0.078,-0.015,-0.006
62,-0.08,0.1,0.074,0.046,0.068,-0.097,-0.047,0.088,-0.008,-0.085,0.07,0.07,-0.042,0.06,0.019,0.061,0.019
63,-0.033,-0.052,0.1,0.057,0.019,0.055,-0.095,-0.025,-0.087,0.093,-0.076,0.064,0.033,-0.06,0.004,-0.012,-0.001
64,0.103,-0.063,0.051,0.01,0.045,0.006,-0.005,0.012,-0.085,0.048,0.055,-0.058,-0.019,0.029,0.052,0.078,0.016
65,-0.02,-0.092,0.029,-0.042,-0.07,0.059,-0.025,-0.008,-0.005,0.08,0.042,0.023,0.066,-0.079,0.025,-0.057,-0.005
66,0.027,0.094,-0.041,-0.022,-0.092,-0.022,0.07,0.083,-0.038,-0.069,0.01,-0.039,-0.027,0.051,0.074,-0.045,0.001
67,0.06,0.024,0.082,-0.096,-0.093,0.022,0.054,0.02,0.018,0.006,-0.037,0.042,0.048,-0.091,0.007,0.058,0.008
68,0.04,-0.03,-0.073,0.056,0.034,0.008,-0.061,0.067,0.001,-0.093,0.013,0.042,-0.02,-0.003,0.089,0.096,0.01
69,0.088,-0.043,0.037,-0.097,0.016,0.027,-0.003,-0.006,0.029,0,-0.071,-0.067,-0.053,0.057,-0.036,0.085,-0.002
70,0.013,-0.072,0.007,-0.046,-0.061,0.054,0.005,-0.085,0.099,-0.085,0.11,0.004,-0.074,0.098,0.082,-0.036,0.001
71,-0.068,0.086,0.085,-0.096,0.105,0.012,-0.037,0.04,0.071,0.098,-0.014,0.095,-0.064,-0.065,-0.095,-0.039,0.007
72,-0.063,0.016,0.062,-0.047,-0.029,0.033,-0.002,-0.099,-0.062,-0.072,-0.031,0.076,0.041,0.089,-0.027,0.099,-0.001
73,-0.074,0.083,0.082,0.002,-0.072,0.077,-0.047,0.086,-0.057,-0.086,0.057,-0.074,0.014,0.013,-0.061,0.073,0.001
74,0.07,-0.047,0.019,-0.05,-0.094,-0.033,0.027,0.092,0.094,0.072,0.03,-0.052,-0.066,-0.022,0.097,-0.091,0.003
75,0.065,-0.073,-0.1,0.086,-0.046,-0.092,0.067,0.056,-0.049,0.079,0.079,-0.059,0.078,0.05,0.001,0.03,0.011
76,-0.076,0.087,0.078,0.052,0.07,-0.006,0.067,-0.052,0.07,-0.066,0.069,0.099,0.071,0.071,0.021,0.09,0.04
77,-0.023,0.095,-0.074,0.058,-0.043,0.077,-0.012,0.057,0.017,0.051,-0.088,0.108,0.109,0.009,-0.069,-0.002,0.017
78,0.1,-0.031,-0.047,-0.026,-0.067,0.028,0.077,0.066,0.083,-0.005,0.025,-0.017,-0.012,0.069,-0.017,0.024,0.016
79,0.058,0.084,0.027,0.003,0,0.042,-0.041,0.107,0.085,0.024,0.007,-0.055,-0.06,0.102,-0.034,-0.063,0.018
80,0.07,0.07,0.069,-0.08,0.106,0.076,0.012,-0.073,0.036,0.048,0.027,0.106,0.076,0.007,-0.059,0.093,0.036
81,0.01,-0.126,0.086,-0.106,-0.101,-0.094,-0.128,-0.128,-0.018,0.012,-0.004,0.058,-0.112,0.013,0.124,-0.051,-0.035
82,0.127,0.075,-0.113,0.015,-0.064,-0.109,0.107,0.049,-0.12,-0.012,0.114,0.007,0.004,0.073,-0.004,0.086,0.015
83,0.102,-0.032,-0.061,0.011,0.009,-0.091,-0.117,-0.01,-0.11,-0.02,0.024,-0.116,0.083,0.081,-0.074,0.066,-0.016
84,0.112,0.102,-0.065,-0.106,0.117,-0.125,0.095,0.129,-0.042,0.039,0.078,0.081,-0.024,-0.053,-0.1,0.081,0.02
85,0.127,0.117,-0.079,0.12,0.115,0.07,0.123,0.056,-0.035,-0.045,-0.028,0.086,0.129,0.03,-0.095,-0.116,0.036
86,0.133,0.028,-0.036,-0.019,-0.087,0.091,0.096,0.103,-0.017,-0.098,0.048,0.069,0.088,-0.019,-0.033,-0.015,0.021
87,0.123,0.103,0.103,-0.068,-0.055,0.038,0.046,-0.071,-0.102,-0.104,0.01,-0.034,-0.07,-0.021,0.139,0.088,0.008
88,0.101,-0.077,0.111,0.036,0.02,-0.046,0.076,0.134,-0.062,-0.118,-0.107,-0.047,0.097,-0.079,0.079,-0.013,0.007
89,0.047,-0.055,-0.1,-0.008,0.111,0.107,-0.051,-0.105,0.032,-0.058,-0.075,-0.044,0.081,0.091,0.108,-0.118,-0.002
90,-0.098,0.125,-0.061,-0.118,-0.005,-0.121,0.021,-0.039,0.12,0.114,-0.012,0.091,0.029,-0.098,-0.003,0.012,-0.003
91,-0.073,0.049,-0.095,0.058,-0.109,0.14,-0.105,0.091,0.077,0.098,0.003,0.001,0.119,-0.07,0.034,0.01,0.014
92,0.069,-0.07,-0.053,0.063,-0.081,-0.003,0.01,-0.082,0.002,0.027,-0.07,0.115,-0.103,0.008,-0.059,0.133,-0.006
93,0.049,-0.122,0.058,-0.022,0.129,-0.129,-0.022,-0.105,0.001,-0.015,-0.073,0.006,0.132,-0.095,0.035,-0.062,-0.015
94,0.101,0.076,-0.1,0.072,-0.118,-0.062,-0.051,0.064,0.087,-0.103,-0.13,-0.008,0.126,-0.001,0.034,-0.004,-0.001
95,0.069,0.04,0.013,-0.068,-0.096,0.019,0.066,-0.037,0.076,0.122,0.114,-0.082,0.127,-0.066,0.023,-0.032,0.018
96,0.082,0.043,0.133,0.099,0.031,-0.114,-0.082,-0.118,-0.097,-0.089,-0.031,-0.112,-0.081,0.058,-0.065,-0.009,-0.022
97,0.111,0.022,-0.104,0.108,0.038,0.064,-0.059,0.02,0.068,0,0.024,0.099,0.014,-0.019,-0.097,-0.076,0.013
98,0.102,0.036,0.115,0.086,-0.087,-0.01,-0.081,0.1,-0.099,0.052,0.018,0.031,0.113,0.018,0.052,0,0.028
99,-0.12,-0.101,-0.101,0.071,-0.06,0.016,-0.066,0.099,-0.042,0.103,-0.014,0.066,-0.077,-0.058,-0.039,0.065,-0.016
100,-0.018,-0.06,-0.029,-0.083,0.039,0.107,0.016,0.1,-0.046,0.088,-0.012,-0.117,0.126,-0.012,0.082,0.081,0.016
101,-0.118,0.126,0.096,-0.004,0.096,-0.053,0.017,-0.122,0.046,0.102,-0.012,0.023,-0.082,0.058,0.064,0.003,0.015
102,-0.108,0.106,0.061,-0.062,-0.069,-0.04,-0.107,-0.061,0.054,-0.017,-0.003,0.051,0.137,0.105,-0.036,0.079,0.006
103,-0.096,0.126,-0.004,0.005,-0.118,-0.114,-0.006,0.015,-0.06,-0.073,-0.026,0.134,0.092,-0.084,0.095,-0.06,-0.011
104,0.093,-0.113,0.108,-0.127,-0.087,-0.042,0.038,0.034,-0.07,0.06,-0.119,-0.076,0.137,-0.072,0.075,-0.07,-0.014
105,0.115,0.09,-0.01,0.087,-0.03,-0.055,-0.055,0.101,0.121,0.107,0.004,0.135,-0.113,0.041,-0.119,0.135,0.035
106,-0.01,0.075,-0.021,0.101,-0.051,0.088,-0.006,0.115,-0.052,0.057,0.022,0.007,-0.038,0.012,-0.083,-0.073,0.009
107,-0.1,0.004,0.058,-0.07,0.075,-0.052,-0.103,-0.047,-0.093,0.126,0.003,-0.127,-0.119,-0.023,0.124,0.068,-0.017
108,-0.101,0.053,0.026,0.068,0.026,0.081,-0.033,-0.005,-0.06,0.012,-0.119,0.074,-0.074,-0.04,0.117,0.131,0.01
109,-0.128,0.135,0.09,0.096,0.118,-0.026,0.025,-0.061,0.006,-0.088,-0.102,-0.067,0.074,-0.127,-0.083,-0.115,-0.016
110,0.078,-0.001,0.095,-0.041,0.014,-0.101,0.066,0.052,-0.046,-0.012,-0.011,-0.026,-0.064,-0.097,-0.08,-0.002,-0.011
111,0.136,0.057,-0.01,-0.096,0.035,0.061,0.067,-0.039,0.102,0.118,0.077,0.127,0.117,0.129,-0.125,-0.03,0.045
112,0.02,0.067,-0.102,-0.035,0.125,0.085,0.048,-0.002,0.069,0.027,0.065,-0.109,-0.128,0.047,0.055,0.136,0.023
113,-0.047,0.126,-0.082,-0.063,-0.02,-0.062,0.002,-0.099,0.107,0.115,-0.035,-0.038,0.129,0.063,-0.113,0.079,0.004
114,-0.113,0.055,-0.031,-0.102,-0.048,-0.023,0.124,-0.099,0.12,0.073,0.102,0.015,0.127,0.037,0.054,0.082,0.023
115,0.039,0.056,-0.093,-0.085,-0.031,-0.083,-0.058,0.049,0.085,-0.067,0.135,-0.067,-0.049,-0.015,-0.129,-0.08,-0.025
116,0.059,0.119,0.115,0.078,-0.009,0.135,-0.093,-0.055,-0.057,0.046,-0.07,-0.026,-0.03,-0.012,-0.076,0.001,0.008
117,0.052,0.128,-0.123,0.123,-0.046,-0.098,0.056,0.02,0.057,-0.036,0.069,-0.118,-0.046,-0.09,-0.095,0.1,-0.003
118,-0.073,-0.048,0.135,-0.082,0.137,-0.019,-0.078,0.125,-0.029,-0.027,0.022,-0.095,0.026,0.053,0.099,0.041,0.012
119,0.119,0.127,0.133,-0.015,-0.091,-0.061,-0.065,0.131,0.131,-0.068,-0.056,0.113,0.056,0.133,-0.019,0.077,0.04
120,-0.036,-0.073,0.059,0.122,-0.006,0.042,-0.041,0.123,-0.095,0.04,-0.123,-0.06,-0.104,-0.018,0.117,-0.075,-0.008
121,-0.095,-0.076,0.083,-0.069,-0.115,0.04,0.128,0.125,-0.07,-0.118,-0.042,0.02,0.102,0.127,0.114,0.037,0.012
122,-0.08,-0.052,0.106,0.017,0.12,-0.023,-0.077,0.081,0.088,0.128,-0.057,0.077,0.124,-0.051,-0.115,0.034,0.02
123,0.002,0.125,-0.004,-0.104,-0.039,-0.097,0.095,0.1,0.132,-0.043,-0.019,-0.009,0.148,0.068,0.063,-0.128,0.018
124,0.111,0.063,-0.122,-0.12,0.044,0.113,-0.101,-0.032,0.125,0.119,0.055,-0.104,-0.113,-0.028,-0.096,-0.074,-0.01
125,0.099,-0.076,-0.088,-0.006,-0.019,0.025,0.042,-0.07,0.08,0.038,-0.129,0.061,0.141,0.067,-0.116,0.08,0.008
126,0.057,0.053,-0.012,0.04,0.046,0.016,0.135,0.039,0.067,0.047,-0.122,-0.018,0.032,0.148,0.048,0.092,0.042
127,-0.014,-0.11,0.061,-0.037,0.022,0.032,0.101,-0.029,0.084,0.091,0.135,0.075,-0.07,0.11,-0.016,-0.104,0.021
128,0.029,-0.051,0.095,-0.048,0.101,-0.007,0.134,0.006,-0.001,-0.095,-0.003,-0.022,0.062,-0.001,-0.089,-0.01,0.006
129,0.097,-0.056,0.069,-0.007,0.139,0.109,-0.081,-0.014,0.064,0.12,0.012,0.071,0.021,0.09,-0.042,-0.008,0.036
130,-0.083,0.058,0.048,-0.01,-0.115,-0.067,-0.055,-0.062,-0.044,0.083,0.105,0.039,-0.002,0.018,0.114,-0.039,-0.001
131,0.013,0.04,-0.124,-0.081,-0.075,0.114,-0.078,-0.098,-0.059,0.148,-0.082,0.047,-0.111,-0.026,-0.05,0.112,-0.019
132,-0.099,0.128,0.03,0.116,-0.115,-0.123,0.144,0.1,-0.052,0.15,0.129,0.009,0.105,0.037,0.116,0.046,0.045
133,0.067,0.018,0.056,0.036,-0.066,-0.11,-0.11,0.02,-0.095,-0.065,-0.009,-0.002,0.096,-0.118,-0.104,0.126,-0.016
134,-0.078,0.119,-0.001,0.006,-0.018,0.124,0.086,-0.021,0.13,-0.096,0.135,0.139,-0.103,-0.127,0.007,0.04,0.021
135,0.037,-0.103,-0.024,-0.122,0.023,0.058,-0.068,0.06,-0.099,0.071,-0.01,0.042,-0.077,0.099,0.002,0.054,-0.004
136,-0.098,0.005,-0.029,0.123,0.049,-0.127,0.03,0.103,0.096,-0.083,0.143,-0.091,0.026,-0.016,0.144,-0.109,0.01
137,-0.114,0.105,-0.118,-0.08,0.077,-0.083,0.041,-0.066,-0.093,-0.042,-0.082,0.029,0.024,0.07,-0.123,0.137,-0.02
138,0.025,0.122,-0.047,0.098,0.123,0.092,0.064,-0.067,-0.077,0.064,-0.083,-0.002,0.057,-0.037,0.018,-0.106,0.015
139,0.106,-0.123,0.111,-0.056,-0.079,0.104,0.131,-0.123,-0.015,0.013,-0.013,0.016,-0.059,-0.096,-0.083,0.132,-0.002
140,0.088,0.046,-0.111,0.095,0.01,0.112,0.094,0.012,-0.108,0.028,0.01,0.004,0.117,0.002,0.078,-0.077,0.025
141,0.07,0.094,-0.064,-0.049,-0.067,0.051,0.087,0.133,-0.083,-0.124,0.103,0.098,0.142,-0.069,0.042,-0.032,0.021
142,0,-0.074,0.147,0.096,0.049,0.021,0.147,-0.104,0.065,0.117,0.065,0.117,-0.049,0.019,0.044,-0.003,0.041
143,0.129,0.074,0.112,-0.073,-0.018,-0.098,-0.044,0.057,-0.054,-0.032,0.108,-0.005,0.055,-0.012,-0.091,0.001,0.007
144,0.071,0.126,-0.122,0.087,-0.002,0.104,-0.115,0.069,-0.066,0.094,-0.023,0.008,-0.074,0.108,0.065,-0.114,0.014
145,0.079,-0.032,0.075,0.069,0.131,-0.02,0.063,-0.063,-0.104,-0.003,-0.102,-0.108,-0.006,-0.049,-0.094,-0.113,-0.017
146,0.083,-0.086,0.08,-0.079,-0.046,0.143,0.022,0.143,-0.041,0.06,-0.074,0.143,-0.074,-0.089,-0.054,0.15,0.018
147,-0.025,-0.028,0.06,0.039,-0.112,-0.105,-0.085,0.079,0.14,0.05,0.07,0.127,-0.087,0.12,-0.117,0.081,0.013
148,-0.093,-0.101,0.079,-0.108,-0.054,-0.061,-0.11,-0.024,-0.069,0.088,-0.014,-0.058,0.013,0.087,0.005,-0.097,-0.032
149,0.031,-0.047,0.068,-0.006,-0.045,0.133,0.137,0.076,-0.077,0.041,0.148,0.127,-0.044,-0.11,-0.096,0.035,0.023
150,0.043,0.135,-0.081,-0.013,-0.005,0.026,-0.091,-0.105,0.018,0.132,0.072,-0.097,0.106,0.143,0.049,-0.007,0.02
151,-0.068,-0.02,0.03,-0.083,-0.119,0.095,0.019,0.081,0.07,0.089,0.104,0.007,0.123,0.138,-0.056,0.049,0.029
152,-0.015,0.069,0.017,0.006,-0.046,-0.081,-0.037,0.115,0.029,-0.011,-0.014,0.129,0.008,0.144,-0.036,0.047,0.02
153,0.124,-0.081,0.145,0.077,-0.005,-0.11,0.141,-0.037,0.056,-0.115,0.082,-0.04,-0.078,-0.124,0.006,0.098,0.009
154,-0.048,0.077,0.132,0.032,-0.059,0.107,-0.108,0.036,0.019,0.025,-0.055,-0.114,-0.021,0.124,-0.097,-0.071,-0.001
155,-0.11,-0.103,0.036,0.1,0.141,-0.096,-0.012,0.092,-0.018,0.111,0.134,-0.078,0.135,0.012,0.089,0.105,0.034
156,0.073,0.13,0.134,-0.096,-0.091,-0.083,0.107,0.108,0.082,0.01,-0.074,0.122,0.1,-0.122,0.14,0.069,0.038
157,0.108,-0.067,0.005,-0.08,-0.014,0.142,-0.08,0.024,0.147,-0.079,0.042,-0.028,-0.018,-0.101,-0.031,-0.103,-0.008
158,-0.019,0.022,-0.076,0.14,-0.073,0.111,0.11,-0.058,0.098,-0.037,-0.046,0.138,-0.03,-0.026,-0.055,0.116,0.02
159,0.095,0.133,0.023,-0.075,0.092,-0.042,0.112,-0.125,-0.031,0.108,0.097,-0.125,0.117,0.031,-0.12,-0.084,0.013
160,-0.026,0.033,0.133,-0.119,-0.001,-0.086,-0.07,-0.113,0.098,-0.073,0.084,0.113,-0.094,0.095,-0.018,0.055,0.001
161,-0.056,0.056,-0.136,0.147,-0.007,-0.03,0.12,-0.044,0.097,0.169,-0.023,0.108,0.039,0.05,0.043,0.095,0.039
162,-0.065,-0.118,0.16,0.023,0.056,-0.085,0.059,-0.069,-0.073,0.04,-0.14,0.084,-0.119,0.079,-0.119,-0.011,-0.019
163,0.181,-0.122,0.178,0.079,0.023,0.009,0.103,0.032,0.01,0.079,-0.008,-0.072,-0.088,0.182,0.188,0.013,0.049
164,-0.002,0.005,0.09,-0.009,-0.029,0.116,-0.007,-0.145,-0.076,0.189,0.117,-0.142,0.121,0.132,-0.014,-0.041,0.019
165,-0.11,-0.128,0.017,-0.069,-0.005,0.099,0.142,-0.119,-0.146,-0.037,0.122,0.146,-0.114,-0.107,0.047,-0.055,-0.02
166,-0.017,0.063,0.095,-0.086,-0.072,-0.143,0.089,-0.079,-0.046,-0.061,0.167,0.145,0.121,-0.021,-0.029,-0.036,0.006
167,-0.117,-0.125,0.171,-0.144,0.153,0.087,0.085,0.025,0.122,0.016,-0.135,-0.014,-0.056,-0.071,0.111,0.155,0.016
168,0.046,0.172,0.153,0.149,0.183,-0.038,-0.122,-0.1,-0.056,-0.095,0.123,-0.072,-0.059,-0.14,-0.03,0.003,0.007
169,-0.122,0.005,-0.07,-0.054,0.105,-0.045,-0.043,-0.04,-0.054,0.038,0.05,-0.132,0.056,0.09,0.179,0.186,0.009
170,0.049,-0.024,0.025,-0.119,0.09,0.055,0.172,0.023,-0.088,-0.039,0.125,0.177,-0.008,0.034,0.167,-0.098,0.034
171,0.079,-0.136,-0.038,0.118,0.164,0.067,-0.101,-0.097,-0.063,-0.129,0.102,-0.149,0.133,0.137,-0.092,0.003,0
172,-0.141,-0.022,-0.111,-0.069,-0.067,0.134,0.009,0.053,0.086,0.166,-0.042,-0.122,0.186,0.022,0.011,0.133,0.014
173,0.132,0.092,-0.023,0.18,0.025,-0.039,-0.003,-0.108,-0.116,-0.064,0.096,0.069,0.13,-0.091,0.071,0.054,0.025
174,-0.045,0.097,-0.138,0.076,0.004,-0.007,-0.105,0.15,-0.094,0.071,-0.063,-0.068,-0.115,-0.113,-0.047,-0.107,-0.032
175,0.072,-0.003,-0.068,0.17,0.17,0.089,-0.134,0.058,0.02,0.162,-0.081,0.042,-0.104,0.026,-0.023,-0.004,0.024
