Framework,Sce1.Case1,Sce1.Case2,Sce1.Case3,Sce1.Case4,Sce2.Case1,Sce2.Case2,Sce2.Case3,Sce2.Case4,Sce3.Case1,Sce3.Case2,Sce3.Case3,Sce3.Case4,Sce4.Case1,Sce4.Case2,Sce4.Case3,Sce4.Case4,AVE.
16,-0.044,-0.002,-0.096,0.048,-0.056,0.062,0.084,0.096,-0.05,0.01,0.009,-0.018,-0.021,0.091,-0.016,-0.091,0
17,0.01,0.071,0.051,-0.015,-0.035,-0.037,0.064,-0.052,-0.005,0.044,-0.087,0.087,0.006,0.099,-0.083,-0.095,0.001
18,-0.008,-0.038,-0.054,0.062,-0.047,0.007,-0.087,0.086,-0.048,-0.032,-0.06,-0.075,-0.052,0.066,0.066,0.085,-0.008
19,-0.032,0.013,-0.051,-0.025,0.095,0.091,-0.057,-0.033,0.087,0.05,-0.072,-0.033,-0.096,-0.082,0.032,-0.089,-0.013
20,0.044,0.055,-0.061,0.073,-0.002,0.042,-0.016,-0.006,-0.063,-0.059,-0.096,-0.071,0.048,0.049,-0.011,-0.001,-0.005
21,0.1,0.004,0.065,0.087,-0.038,0.03,-0.083,0.045,-0.004,0.003,-0.035,0.008,-0.097,-0.073,0.017,0.078,0.007
22,0.008,0.038,0.053,0.038,-0.018,0.092,-0.012,-0.083,-0.084,0.008,-0.061,-0.077,0.081,-0.027,-0.037,-0.082,-0.01
23,-0.029,0.014,0.045,-0.028,-0.006,0.065,0.062,-0.063,-0.077,0.038,-0.047,-0.023,0.084,0.011,0.055,0.087,0.012
24,-0.01,0.092,-0.097,-0.067,-0.002,-0.05,-0.043,0.076,0.062,0.048,0.007,0.012,-0.087,0.047,-0.058,-0.09,-0.01
25,0.097,0.088,0.063,-0.07,0.011,-0.079,0.022,0.008,0.028,-0.043,-0.008,0.033,-0.025,0.047,0.003,0.017,0.012
26,0.052,-0.019,-0.05,-0.059,0.09,0.037,-0.024,0.012,0.022,0.052,-0.072,-0.061,0.048,-0.057,-0.082,-0.04,-0.009
27,-0.016,-0.067,-0.043,0.049,0.029,-0.024,0.064,0.003,-0.03,0.042,0.008,0.069,-0.006,-0.099,-0.029,0.064,0.001
28,0.037,-0.005,0.038,0.054,0.057,0.012,-0.073,-0.044,-0.096,0.046,-0.003,0.05,0.067,-0.007,0.03,-0.029,0.008
29,-0.06,0.098,-0.092,0.042,-0.037,-0.071,0.042,0.091,-0.064,-0.097,-0.084,-0.099,0.015,0.083,0.037,0.068,-0.008
30,-0.039,-0.058,0.013,-0.06,0.003,-0.016,0.052,0.042,-0.092,0.091,0.013,-0.036,-0.049,-0.081,0.05,-0.09,-0.016
31,0.055,-0.006,-0.034,0.093,0.091,0.04,0.032,-0.084,0.048,0.048,0.037,0.001,0.043,-0.058,-0.089,0.069,0.018
32,0.063,-0.045,0.054,0.07,-0.069,-0.087,-0.006,0.099,-0.04,0.042,0.048,0.06,0.024,0.014,-0.052,0.05,0.014
33,0.049,0.088,-0.018,0.028,-0.095,-0.043,-0.058,0,-0.084,0.097,0.069,0.098,0.012,0.008,0.047,-0.094,0.007
34,0.033,0.052,0.024,0.057,-0.013,0.011,-0.052,0.019,-0.069,0.098,-0.008,0.062,0.047,-0.009,-0.039,-0.035,0.011
35,-0.078,-0.007,0.04,0.021,-0.039,0.001,0.032,0.002,0.011,0.031,0.022,0.087,-0.039,-0.094,-0.021,-0.098,-0.008
36,0.07,0.034,-0.004,-0.075,0.017,-0.023,-0.011,-0.076,-0.095,-0.094,-0.013,0.058,0.038,0.04,0.023,0.028,-0.005
37,-0.01,-0.065,0.021,0.06,-0.096,-0.05,-0.032,-0.072,-0.003,0.005,-0.036,-0.02,-0.01,0.003,-0.071,0.089,-0.018
38,-0.044,-0.014,0.081,0.074,-0.018,0.028,0.02,0.06,0.038,-0.035,-0.078,0.092,-0.09,0.073,0.096,0.009,0.018
39,-0.014,0.008,0.015,-0.092,-0.081,-0.062,-0.088,0.008,-0.038,-0.05,-0.062,0.052,0.025,-0.044,-0.058,0.022,-0.029
40,-0.038,0.064,0.082,-0.057,-0.04,-0.089,-0.042,-0.033,0.022,0.042,-0.028,-0.051,0.07,0.069,-0.026,0.046,-0.001
41,0.043,0.013,0.038,0.092,0.001,-0.074,0.046,-0.043,0.021,0.064,-0.005,0.08,-0.034,0.081,-0.04,0.092,0.023
42,-0.019,-0.078,-0.093,0.022,-0.083,-0.01,0.06,0.096,-0.003,-0.074,-0.058,0.109,-0.025,0.072,-0.061,-0.099,-0.015
43,0.005,-0.062,0.036,-0.045,0.058,-0.041,0.056,-0.081,-0.048,0.002,0.087,0.036,0.051,0.064,-0.098,-0.004,0.001
44,0.075,-0.035,-0.016,-0.028,-0.023,-0.096,-0.022,0.015,0.062,0.042,0.001,0.109,0.103,-0.073,0.073,-0.055,0.008
45,-0.046,-0.037,0.034,-0.076,0.076,0.008,0.064,0.044,-0.037,0.058,-0.022,-0.036,0.053,-0.089,-0.036,0.028,-0.001
46,0.007,-0.014,0.078,-0.099,-0.083,0.106,-0.094,0.072,-0.072,0.061,-0.068,0.008,0.066,0.05,-0.073,0.012,-0.003
47,-0.059,0.107,0.063,0.003,0.078,-0.055,-0.025,0.038,-0.082,-0.059,-0.038,0.011,0.05,0.017,0,0.043,0.006
48,0.064,0.105,0.083,0.073,0.057,0.097,0.046,0.001,-0.007,0.031,-0.089,-0.08,-0.05,0.017,0.042,-0.011,0.024
49,0.089,-0.017,-0.017,-0.026,-0.08,0.04,-0.036,0.103,-0.049,-0.043,-0.082,0.057,-0.084,0.011,-0.046,-0.077,-0.016
50,-0.08,-0.039,0.094,-0.093,-0.038,-0.03,-0.002,0.082,0.105,0.051,0.077,0.033,0.047,0.04,-0.058,-0.013,0.011
51,-0.097,-0.067,0.006,-0.049,0.02,-0.06,0.018,-0.021,-0.046,-0.063,-0.005,-0.059,-0.032,-0.021,0.036,-0.087,-0.033
52,0.077,0.004,-0.072,0.006,-0.056,0.015,-0.075,-0.086,-0.061,0.017,0.026,0.033,-0.013,-0.067,-0.021,-0.09,-0.023
53,-0.025,0.02,0.103,0.058,-0.074,0.025,-0.009,-0.084,-0.071,-0.064,-0.088,-0.062,-0.015,0.067,0.02,-0.044,-0.015
54,-0.042,-0.016,0.007,-0.018,0.056,-0.091,-0.094,0.096,0.087,-0.003,0.002,-0.085,0.042,-0.029,-0.081,0.085,-0.005
55,-0.039,0,-0.02,-0.058,-0.07,-0.068,-0.079,0.044,-0.078,-0.049,0.058,0.031,-0.063,0.066,0.032,-0.042,-0.021
56,0.003,-0.068,-0.067,-0.05,-0.042,0.046,-0.036,0.049,0.016,-0.036,-0.007,-0.037,0.048,0.071,0.05,0.026,-0.002
57,-0.047,-0.016,0.086,-0.011,0.109,-0.03,-0.051,-0.031,-0.056,-0.099,0.045,-0.087,0.087,-0.015,-0.08,0.02,-0.011
58,-0.035,0.013,-0.051,-0.082,0.046,-0.072,-0.056,-0.083,-0.002,-0.032,-0.056,0.108,0.044,0.098,-0.03,-0.007,-0.012
59,-0.075,-0.009,-0.074,0.025,0.035,0.039,-0.004,-0.001,0.034,0,-0.061,-0.007,-0.028,0.047,-0.019,0.023,-0.005
60,-0.069,0.08,0.013,0.057,-0.021,-0.074,0.062,0.099,0.048,0.018,0.033,-0.092,0.025,0.031,-0.017,0.104,0.019
61,0.013,0.013,0.109,0.062,0.025,-0.072,0.104,-0.065,-0.058,-0.003,-0.063,-0.093,-0.074,0.012,0.008,-0.068,-0.009
62,0.054,-0.057,0.062,-0.083,0.021,0.035,-0.049,0.098,0,-0.021,0.036,0.058,-0.053,0.001,-0.011,-0.066,0.002
63,0.012,-0.079,-0.029,0.053,-0.022,0.038,-0.063,-0.003,-0.067,0.076,-0.098,0.012,-0.016,-0.083,0.012,-0.082,-0.021
64,0.086,-0.046,0.065,-0.012,0.031,-0.076,-0.04,0.034,-0.031,-0.014,0.045,0.016,0.094,-0.096,0.022,-0.087,-0.001
65,0.001,0.106,-0.097,0.072,-0.023,-0.037,-0.012,-0.058,0.076,-0.092,0.029,-0.088,0.05,-0.023,0.089,-0.04,-0.003
66,-0.071,0.066,-0.008,0.027,-0.096,-0.09,0.034,0.014,-0.016,-0.057,-0.006,-0.052,-0.096,0.091,-0.017,-0.09,-0.023
67,-0.042,-0.08,-0.081,0.033,-0.093,0.089,-0.063,-0.058,-0.045,0.01,0.075,0.062,0.014,0.104,-0.047,0.068,-0.003
68,0.028,-0.047,-0.077,0.093,0.032,-0.001,0.029,-0.089,-0.067,0.072,-0.095,-0.096,0.035,0.089,0.057,0.097,0.004
69,-0.039,0.041,-0.019,-0.067,-0.057,0.039,-0.041,-0.088,0.074,-0.073,0.054,0.061,0.048,0.083,-0.08,-0.073,-0.009
70,0.107,0.027,0.023,0.033,-0.061,-0.01,0.004,-0.054,0.002,-0.077,-0.023,0.087,-0.097,0.103,0.106,0.028,0.012
71,0.098,-0.001,0.08,-0.019,0.056,0.03,-0.085,-0.096,-0.005,-0.081,0.003,0.011,0.003,-0.05,0.019,-0.038,-0.005
72,-0.043,0.034,0.016,-0.029,0.036,-0.005,0.07,-0.038,0.058,-0.032,-0.001,-0.074,0.075,-0.079,-0.083,-0.019,-0.007
73,0.109,-0.006,-0.044,0.03,0.023,0.1,0.038,0.088,0.024,0.061,0.036,-0.027,0.065,0.014,-0.068,0.015,0.029
74,-0.039,-0.004,-0.035,0.074,-0.076,0.038,-0.045,-0.087,0.056,-0.001,0.049,0.036,-0.037,0.071,0.083,-0.083,0
75,-0.093,-0.085,-0.06,0.041,-0.08,0.105,-0.083,-0.058,-0.07,0.047,-0.061,0,0.065,0.065,-0.085,-0.045,-0.025
76,-0.035,0.038,0.083,-0.003,0.096,-0.022,0.099,0.072,-0.052,0.011,-0.056,0.084,-0.021,0.019,0.026,-0.05,0.018
77,0.101,-0.082,-0.046,-0.065,-0.066,-0.084,-0.019,-0.1,-0.086,-0.04,0.015,-0.023,-0.092,-0.037,0.05,0.062,-0.032
78,-0.098,-0.078,0.066,0.023,-0.04,-0.071,-0.015,-0.064,0.092,0.089,0.084,-0.073,0.022,-0.044,-0.059,0.011,-0.01
79,-0.017,-0.015,0.056,-0.039,0.044,-0.071,-0.023,-0.046,0.056,0.073,0.033,-0.06,0.1,0.069,-0.007,-0.036,0.007
80,0.002,0.002,0.086,-0.024,0.063,0.063,0.022,0.084,-0.051,0.09,0.058,0.097,-0.009,0.054,-0.074,0.002,0.029
81,-0.122,-0.066,0.023,0.037,0.11,-0.036,0.075,-0.026,-0.014,0.112,-0.1,0.125,0.139,0.037,-0.043,-0.098,0.01
82,0.105,0.085,0.098,0.046,0.057,0.078,0.063,0.024,-0.022,0.001,0.064,0.032,0.044,-0.038,-0.041,0.038,0.04
83,0.015,0.01,0.122,-0.003,0.036,0.091,-0.042,0.073,0.01,-0.003,-0.123,-0.069,-0.129,-0.12,-0.004,0.012,-0.008
84,0.069,0.129,0.052,0.034,0.072,0.101,0.132,0.073,0.137,0.105,0.067,0.078,0.018,-0.101,-0.04,-0.032,0.056
85,-0.057,0.065,-0.057,-0.072,0.125,0.003,-0.129,-0.064,-0.062,0.091,-0.085,-0.083,-0.067,0.039,-0.095,-0.091,-0.034
86,-0.126,0.087,0.074,0.012,0.002,0.112,-0.04,-0.085,0.007,-0.021,-0.001,0.064,-0.093,0.057,-0.02,0.109,0.009
87,-0.061,0.069,0.057,0.004,0.001,-0.014,-0.052,0.043,0.046,-0.123,-0.115,0.051,-0.07,0.054,-0.091,-0.098,-0.019
88,0.01,-0.043,0.036,0.122,-0.068,0.083,0.108,-0.065,0.054,0.003,0.051,-0.068,-0.125,0.124,-0.051,0.117,0.018
89,0.059,-0.077,0.135,0.017,0.139,-0.115,-0.044,-0.032,-0.078,0.129,-0.047,-0.007,0.061,-0.007,0.052,-0.034,0.009
90,0.112,0.069,-0.101,0.045,-0.051,0.072,-0.079,-0.085,-0.068,-0.111,-0.064,-0.113,-0.058,-0.04,-0.129,-0.097,-0.044
91,-0.03,0,-0.083,0.109,-0.037,-0.026,0.094,0.121,-0.075,-0.119,0.001,0.089,0.116,0.126,-0.072,-0.102,0.007
92,-0.058,-0.058,0.11,-0.083,-0.088,0.058,0.057,0.009,-0.109,-0.088,-0.078,-0.088,-0.005,-0.08,0.032,-0.001,-0.029
93,-0.055,0.047,-0.031,-0.064,0.132,0.137,0.131,0.072,-0.051,-0.066,0.139,-0.126,0.068,-0.114,-0.084,-0.03,0.007
94,0.056,0.034,-0.035,-0.01,-0.016,0.124,0.079,0.109,0.062,-0.009,-0.068,0.023,0.038,0.138,-0.053,-0.074,0.025
95,0.022,0.116,-0.108,0.067,-0.011,0.084,0.132,0.081,0.095,-0.044,0.08,0.033,0.075,-0.008,0.074,-0.034,0.041
96,0.055,0.135,0.009,-0.039,0.005,-0.053,-0.12,0.047,-0.119,-0.123,0.133,0.107,-0.115,0.008,-0.003,0.005,-0.004
97,-0.043,-0.012,0.081,-0.123,0.001,0.1,0.012,0.139,-0.118,-0.008,-0.065,-0.111,0.022,0.122,-0.078,0.007,-0.005
98,0.1,0.125,-0.025,-0.089,-0.076,-0.008,-0.127,-0.074,0.121,-0.072,-0.049,0.134,0.129,0.115,0.06,0.021,0.018
99,0.072,0.004,0.049,-0.044,-0.09,0.001,0.053,0.075,0.003,0.104,0.029,-0.057,0.006,-0.042,0.03,-0.025,0.01
100,-0.016,-0.022,-0.127,0.009,-0.055,0.038,0.059,0.038,-0.05,0.085,-0.057,-0.002,-0.096,-0.1,-0.006,-0.07,-0.023
101,-0.057,0.097,-0.046,0.026,0.077,-0.079,0.044,0.05,0.117,0.041,0.081,0.01,0.05,0.044,-0.035,0.026,0.028
102,0.085,-0.04,-0.052,-0.068,0.068,-0.08,0.005,0.089,0.126,0.009,0.005,-0.025,0.128,0.012,0.086,-0.042,0.019
103,0.036,-0.082,-0.119,0.136,-0.064,-0.046,-0.062,-0.126,-0.091,-0.011,-0.045,-0.11,0.068,0.128,0.017,0.102,-0.017
104,0.003,-0.054,-0.118,0.022,-0.014,0.083,0.052,0.104,-0.018,0.02,-0.097,-0.121,0.011,0.028,0.096,0.132,0.008
105,0.1,0.029,-0.002,0.016,0.126,-0.025,-0.027,0.064,-0.043,0.102,0.086,0.091,-0.046,-0.079,0.065,-0.075,0.024
106,0.031,0.03,0.081,-0.004,-0.086,0.137,-0.057,0.139,0.048,-0.098,0.083,-0.044,-0.002,-0.111,0.135,0.128,0.026
107,-0.106,0.09,0.027,-0.106,-0.127,0.015,0.089,-0.106,-0.11,-0.02,0.089,0.033,-0.106,-0.029,0.03,-0.079,-0.026
108,0.044,-0.038,-0.034,0.113,0.011,-0.007,-0.073,-0.053,-0.102,-0.078,-0.047,0.062,-0.054,0.133,0.028,-0.017,-0.007
109,0.068,0.049,0.086,0.106,-0.087,-0.05,-0.058,-0.051,0,-0.064,0.102,-0.028,0.105,-0.024,0.063,-0.065,0.01
110,-0.113,0.03,-0.06,0.044,0.083,0.065,-0.118,-0.099,0.038,-0.047,0.084,0.035,0.013,0,-0.046,0.083,0
111,0.042,-0.014,0.026,-0.126,-0.046,0.032,-0.13,-0.047,-0.113,-0.005,0.02,-0.044,-0.018,0.072,0.073,-0.015,-0.018
112,0.035,0.139,-0.078,0.131,0.134,0.038,0.091,-0.033,-0.086,0.022,0.139,0.021,-0.124,-0.036,0.055,0.133,0.036
113,0.136,0.052,-0.102,0.023,0.092,0.053,0.12,0.031,0.042,0.06,0.023,-0.124,0.064,-0.059,-0.044,-0.057,0.019
114,-0.058,0.004,-0.066,0.038,-0.1,-0.018,0.082,0.122,-0.09,0.104,-0.022,0.041,-0.073,0.116,-0.097,-0.125,-0.009
115,0.003,0.015,0.1,-0.113,-0.044,0.127,-0.102,-0.078,0.038,-0.124,0.026,0.073,-0.008,-0.027,0.123,-0.109,-0.006
116,0.095,0.086,-0.068,-0.114,0.069,0.084,-0.048,-0.028,-0.076,0.01,0.041,-0.031,0.123,-0.09,-0.031,0.012,0.002
117,-0.084,0.073,-0.122,-0.122,0.122,0.097,-0.015,0.111,0.14,-0.015,0.118,0.122,0.026,-0.081,-0.033,0.046,0.024
118,0.096,0.082,-0.028,-0.102,0.084,-0.048,-0.024,0.105,0.092,0.061,-0.018,0.129,0.106,-0.07,-0.024,-0.117,0.02
119,-0.081,0.106,0.087,0.028,0.05,0.028,-0.092,0.095,0.137,0.091,-0.122,-0.08,0.044,0.065,-0.101,-0.083,0.011
120,-0.049,-0.115,0.032,-0.078,-0.114,0.109,0.034,0.054,-0.06,0.077,-0.011,0.032,0.004,0.09,0.138,-0.064,0.005
121,0.037,0.021,0.031,-0.103,-0.019,0.007,-0.079,-0.063,0.121,0.148,-0.048,0.109,0.086,0.063,-0.047,-0.098,0.01
122,0.076,-0.107,0.069,0.079,-0.041,0.077,0.113,0.012,0.105,-0.094,0.036,0.08,0.132,0.002,-0.127,0,0.026
123,0.142,-0.041,-0.061,0.015,0.092,-0.072,0.121,0.003,-0.105,-0.043,0.088,0.122,0.032,-0.005,0.083,-0.076,0.018
124,-0.096,-0.064,-0.054,-0.059,-0.124,-0.042,0.02,-0.056,0.007,-0.019,-0.09,0.06,0.006,-0.119,0.078,-0.008,-0.035
125,-0.017,-0.106,0.146,0.117,-0.119,-0.059,0.062,-0.076,0.054,0.071,0.037,0.025,0.092,-0.016,-0.033,0.058,0.015
126,-0.115,0.081,-0.01,0.128,-0.083,0.035,0.147,-0.066,0.136,0.084,-0.039,-0.015,-0.005,-0.048,0.01,0.038,0.017
127,0.063,0.034,-0.054,0.034,-0.128,-0.069,0.02,0.063,-0.097,-0.031,-0.061,-0.037,-0.051,-0.096,-0.079,0.109,-0.024
128,-0.112,0.108,-0.062,-0.048,-0.075,-0.022,0.012,-0.054,-0.016,0.106,-0.112,0.096,0.03,-0.069,0.138,0.119,0.002
129,0.146,0.031,0.054,-0.01,0.118,0.007,-0.068,-0.065,-0.113,0.106,0.128,0.03,0.059,0.045,-0.07,-0.085,0.02
130,-0.114,0.102,-0.127,-0.057,0.055,-0.001,-0.081,0.025,0.031,-0.059,-0.124,-0.109,0.091,0.088,0.065,-0.013,-0.014
131,0.016,-0.062,0.042,0.029,-0.093,-0.083,0.021,-0.065,0.092,0.025,0.02,-0.036,-0.007,-0.016,-0.026,0.042,-0.006
132,0.02,0.109,0.069,-0.08,-0.094,0.14,-0.054,0.146,0.1,-0.002,0.15,-0.076,0.103,0.011,0.012,0.029,0.036
133,0.081,-0.004,-0.011,-0.103,-0.127,0.148,0.006,-0.003,0.055,0.099,0.034,0.083,-0.054,0.107,0.099,0.022,0.027
134,-0.007,-0.036,0.089,0.069,0.091,0.037,-0.007,0.094,-0.053,0.033,-0.048,-0.013,0.108,-0.039,-0.089,0.123,0.022
135,0.131,0.015,0.082,0.097,0.053,0.039,-0.005,0.066,0.099,-0.035,0.073,0.122,0.069,0.124,0.039,-0.078,0.056
136,-0.006,0.009,-0.059,-0.121,0.098,-0.051,0.126,0.131,0.115,0.098,0.118,0.029,0.036,-0.052,0.04,0.045,0.035
137,0.128,-0.027,-0.008,-0.1,0.121,-0.129,0.107,-0.005,0.094,-0.105,0.118,0.021,0.046,0.013,-0.099,0.111,0.018
138,0.037,0.057,0.009,0.009,-0.065,-0.091,0.136,-0.024,0.033,-0.032,0.004,0.016,-0.052,0.061,-0.082,0.085,0.006
139,0.088,0.128,-0.063,0.068,-0.081,-0.076,-0.071,0.098,0.057,-0.004,-0.015,0.038,0.031,-0.105,-0.118,-0.086,-0.007
140,-0.028,0.041,-0.088,-0.028,0.109,0.117,0.039,0.009,-0.099,0.12,-0.074,0.04,-0.022,-0.108,0.028,-0.045,0.001
141,0.014,0.034,0.135,0.126,-0.109,0.103,0.078,0.123,-0.078,0.006,-0.021,-0.023,0.045,-0.123,0.085,0.009,0.025
142,0.025,0.022,-0.034,0.068,-0.06,-0.107,0.022,-0.041,-0.114,-0.044,-0.097,0.054,0.032,0.105,0.043,-0.036,-0.01
143,0.077,0.032,-0.074,-0.049,-0.028,0.098,-0.01,0.026,0.111,-0.05,0.071,0.147,-0.039,0.124,0.058,0.114,0.038
144,0.127,-0.044,-0.086,-0.112,-0.07,0.082,-0.022,-0.01,-0.091,-0.063,0.01,0.061,-0.039,-0.044,-0.043,-0.084,-0.027
145,-0.009,-0.003,-0.051,0.021,-0.048,0.134,-0.081,0.083,0.081,0.026,0.017,-0.129,0.104,0.053,0.081,-0.08,0.012
146,0.133,-0.059,-0.044,0.027,0.094,0.03,-0.011,-0.08,-0.074,-0.052,-0.004,-0.098,-0.058,-0.069,-0.111,0.058,-0.02
147,0.099,-0.078,0.015,0.057,-0.027,-0.102,-0.094,-0.027,-0.009,0.097,0.12,0.105,0,0.06,-0.039,-0.049,0.008
148,-0.113,-0.126,0.082,0.016,0.109,0.064,0.05,-0.046,-0.103,0.016,-0.011,-0.049,-0.087,0.009,-0.067,0.005,-0.016
149,0.099,-0.072,0.098,0.051,0.055,0.126,-0.023,0.123,0.107,0.088,0.114,-0.125,-0.087,-0.092,0.016,0.114,0.037
150,-0.024,0.146,0.013,0.093,-0.002,-0.107,-0.07,-0.11,0.08,-0.052,0.039,0.097,-0.062,0.106,0.056,0.049,0.016
151,0.094,-0.081,-0.074,0.034,0.1,-0.096,-0.055,-0.05,0.021,-0.06,-0.012,0.046,0.009,0.061,0.135,0.033,0.007
152,-0.012,0.12,0.114,-0.094,-0.052,-0.004,-0.009,0.123,0.11,-0.094,-0.096,0.016,-0.11,-0.126,-0.088,-0.01,-0.013
153,-0.094,0.085,0.085,-0.086,0.033,0.096,-0.041,0.069,0.105,0.057,0.105,-0.072,-0.115,0.129,0.01,0.114,0.03
154,-0.045,-0.092,-0.086,-0.017,0.092,0.101,-0.006,-0.085,0.015,0.147,-0.032,0.079,0.149,0.095,-0.124,-0.02,0.011
155,-0.001,-0.013,0.061,0.052,-0.053,-0.074,0.046,-0.068,-0.01,0.101,0.133,-0.003,0.098,0.136,0.144,-0.051,0.031
156,-0.022,-0.056,0.029,0.112,-0.094,-0.034,-0.035,0.057,0.019,0.027,-0.025,0.056,0.147,-0.031,-0.103,-0.065,-0.001
157,-0.08,0.043,0.105,-0.012,-0.074,-0.078,0.006,0.073,-0.07,0.002,-0.11,0.075,0.079,-0.087,-0.073,-0.009,-0.013
158,-0.086,-0.12,0.084,-0.112,0.089,-0.074,-0.072,-0.072,-0.126,-0.08,-0.038,-0.072,-0.091,0.051,0.073,-0.089,-0.046
159,0.09,0.139,0.016,0.019,0.121,-0.115,0.115,0.109,-0.09,0.024,-0.059,0.136,0.106,-0.053,-0.065,-0.062,0.027
160,0.058,-0.118,-0.102,0.134,-0.126,0.101,0.085,0.14,-0.014,0.136,-0.057,-0.119,0.01,-0.075,0.069,0.116,0.015
161,0.041,0.098,0.092,0.127,0.089,0.06,0.185,0.013,0.121,-0.111,0.02,-0.089,0,-0.064,0.158,-0.014,0.045
162,-0.125,0.137,0.087,0.03,0.159,-0.074,-0.143,0.081,-0.084,0.07,-0.082,0.09,0.163,0.004,-0.117,0.164,0.023
163,0.066,0.021,0.03,0.116,-0.014,0.104,0.018,0.012,-0.046,-0.037,-0.057,-0.003,-0.037,-0.096,-0.139,0.102,0.002
164,0.016,0.133,0.115,0.09,-0.094,0.09,0.189,-0.115,-0.036,0.187,0.116,-0.001,0.127,0.178,-0.128,-0.15,0.045
165,0.061,-0.12,0.144,0.041,-0.109,-0.026,0.188,0.04,0.114,0.154,0.011,0.135,0.14,0.06,-0.054,0.006,0.049
166,0.032,-0.033,0.181,0.177,0.034,0.118,-0.136,0.185,-0.061,-0.092,-0.126,0.109,-0.065,-0.025,0.106,-0.121,0.018
167,0.065,0.119,-0.122,-0.146,-0.011,0.114,-0.009,-0.01,0.118,-0.144,0.056,0.162,0.051,-0.129,0.047,-0.119,0.003
168,0.127,-0.103,0.143,-0.038,0.117,-0.065,0.04,0.031,0.053,0.12,0.086,-0.032,-0.015,0.069,-0.121,0.165,0.036
169,-0.146,-0.104,-0.019,0.089,0.05,-0.001,0.11,-0.127,0.066,0.093,-0.047,0.113,0.004,-0.042,-0.018,0.065,0.005
170,0.093,0.143,-0.046,0.176,0.092,-0.079,-0.015,0.031,0.098,0.078,-0.119,-0.109,-0.005,0.103,-0.118,-0.057,0.017
171,0.119,-0.036,0.046,0.07,-0.11,0.152,0.158,0.009,-0.009,0.048,-0.03,-0.133,0.131,-0.107,-0.052,0.042,0.019
172,0.15,0.043,-0.066,0.066,-0.126,0.047,0.034,0.008,-0.113,-0.116,-0.01,-0.061,0.032,-0.12,0.084,-0.075,-0.014
173,-0.056,0.035,0.08,0.072,0.094,-0.142,0.162,0.004,0.078,0.079,0.011,0.031,0.04,-0.132,0.125,0.188,0.042
174,-0.01,0.001,-0.147,0.124,0.177,0.155,0.03,0.139,-0.121,-0.027,0.037,0.071,0.161,-0.102,-0.007,0.158,0.04
175,-0.147,-0.061,0.016,-0.111,0,0.017,-0.092,0.185,-0.066,0.011,-0.012,0.17,0.071,0.072,-0.034,-0.087,-0.004
